cust_id,secured_flag,ead,collateral_value,time_to_recovery,default_flag,recovery_amount,recovery_cost,lgd_observed,collateral_type,legal_action_flag,restructuring_flag,seniority,industry,segment,exposure_class,dpd_last_12m,dpd_last_6m,ever_30_plus,ever_60_plus,ever_90_plus,dpd_trend,payment_ratio,missed_payments_count,partial_payment_flag,utilization_ratio,overlimit_count,recent_cash_flag,balance_volatility_12m,payment_volatility_12m,financial_stress_flag,returned_cheque_count,overdue_fee_count,behavior_segment
3052,1,451614,317454,31,1,153239,38129,0.745114190436966,Receivables,1,0,Senior,Construction,SME,Secured,15,30,0,0,0,-1,0.9142042325090877,1,0,0.23190002615500643,0,0,0.0738939307303029,0.37000516253184174,0,0,1,Irregular
3053,1,1047062,12559325,12,1,8586001,485191,0.05,Property,1,1,Junior,Transport,Mortgage,Partially Secured,0,0,0,0,0,0,0.8903011492502716,1,0,0.8188136945657161,1,1,0.159454494891175,0.44378699852296993,0,0,1,Good
3054,1,3875527,3156796,6,0,2122477,340437,0.5401812450280956,Vehicles,1,0,Senior,Manufacturing,SME,Partially Secured,0,45,0,0,0,-1,1.0081202194280632,1,0,0.8952951134042709,0,0,0.31421975048305884,0.44811528658965294,1,0,1,Stressed
3055,0,1196557,406412,5,0,103472,6260,0.9187569000055994,PlantMachinery,0,0,Senior,Services,SME,Unsecured,30,0,1,0,0,0,1.0916337435380665,3,1,0.8998984263613405,0,0,0.6776303447560562,0.5280742426904128,0,0,0,Good
3056,0,772032,219737,15,0,82899,8854,0.9040907630771782,Receivables,0,0,Senior,Construction,SME,Unsecured,90,15,1,1,1,-1,0.7340957817600656,2,0,0.7250383242513345,0,0,0.3046777177747704,0.46102761588005986,0,0,0,Good
3057,1,261551,662188,23,0,348982,33489,0.05,Vehicles,0,0,Junior,Services,SME,Secured,30,0,1,0,0,-1,1.1333349681447835,0,0,0.3939256820093721,0,1,0.36036521771482743,0.5811421561479162,0,0,1,Irregular
3058,1,2088850,891342,10,0,504718,53723,0.7840941187734878,Guarantee,1,0,Junior,Services,Corporate,Partially Secured,0,15,0,0,0,0,1.1474961877122625,2,0,0.4836338834579559,0,0,0.5516953856000882,0.5397309933451689,0,0,0,High-Risk
3059,1,551058,2355295,11,0,1226347,301869,0.05,PlantMachinery,1,0,Junior,Services,Mortgage,Secured,0,0,0,0,0,0,0.800002923061298,0,1,0.07864703358202296,0,0,0.5921226098750851,0.5655394453207628,0,0,0,Irregular
3060,0,1352570,201673,3,0,72714,7684,0.95,PlantMachinery,0,0,Senior,Services,Mortgage,Unsecured,90,0,1,1,1,0,0.8486834837193741,1,0,0.6808907554994026,0,0,0.5628603365456548,0.4328506778203748,0,0,0,Good
3061,1,843893,998526,16,0,482601,40001,0.4755259256801514,Guarantee,0,0,Junior,Retail,SME,Secured,0,0,0,0,0,0,0.7511299760101122,4,0,0.8043638162228965,1,0,0.3914115383025629,0.19931101789810818,0,0,1,Irregular
3062,1,2780599,135683,14,0,68337,16419,0.95,Vehicles,0,0,Senior,Retail,Other,Secured,0,0,0,0,0,0,0.7889117572312724,2,1,0.4209734580660506,0,0,0.2442054283071396,0.10734173661710122,0,0,2,Good
3063,1,1027627,1178783,38,0,811783,142096,0.3483170449978445,Property,0,0,Junior,Energy,SME,Partially Secured,15,0,0,0,0,0,0.6093048689499864,1,0,0.4370893131097242,0,0,0.53014017730757,0.4942647624533119,0,0,0,Good
3064,1,1133786,648064,24,0,302955,32510,0.761467331577564,Vehicles,0,0,Junior,Services,SME,Partially Secured,30,0,1,0,0,0,1.005507154465838,2,0,0.0,0,0,0.4482374399896242,0.3393311717701915,0,0,0,Good
3065,1,1954699,6140076,38,0,5282657,960602,0.05,PlantMachinery,0,0,Junior,Energy,SME,Secured,30,0,1,0,0,0,0.4399412214950456,0,0,0.7628542224433495,0,0,0.12332050934362637,0.3239866949976133,0,0,0,High-Risk
3066,1,9889065,133172,18,0,68702,14272,0.95,PlantMachinery,0,0,Senior,Energy,Other,Secured,0,15,0,0,0,0,0.7105810298474627,1,0,0.9379544437873739,0,0,0.30132841731128907,0.42963414378005776,0,0,0,Good
3067,1,2923952,3294184,13,1,2391157,127608,0.225859726835461,PlantMachinery,0,0,Senior,Construction,Mortgage,Partially Secured,0,0,0,0,0,0,0.8407675897860865,1,0,0.629109404454445,2,0,0.2784872511047644,0.2653616201616965,0,0,0,Good
3068,0,1100630,111947,5,0,27600,2677,0.95,Guarantee,1,1,Senior,Manufacturing,SME,Unsecured,90,15,1,1,1,0,1.1099594660855878,0,0,0.47193131267816374,1,0,0.11662035677814528,0.33787612889711294,0,0,1,Irregular
3069,1,1206456,169408,36,0,135114,22182,0.9063936024189858,Vehicles,0,1,Junior,Services,Other,Secured,0,0,0,0,0,0,0.7409510861396187,1,1,0.43090201485654506,2,0,0.21370441401578266,0.6031874505722978,0,0,2,Irregular
3070,0,711507,115288,27,0,22307,3394,0.95,Receivables,1,0,Senior,Retail,Corporate,Unsecured,30,60,1,0,0,0,0.9355703342205156,0,0,0.5173998811152418,1,0,0.30052282462590046,0.34341155533506224,0,0,0,Good
3071,0,465098,960671,28,0,123889,16632,0.7693883869636077,PlantMachinery,0,0,Senior,Construction,Mortgage,Unsecured,30,45,1,0,0,1,0.8338031771099538,1,0,0.8390998051392898,0,0,0.2429876466835496,0.2914456418343474,0,1,0,Stressed
3072,1,691936,200572,5,0,119657,6720,0.8367811473893539,Vehicles,1,0,Senior,Transport,Corporate,Secured,30,0,1,0,0,0,1.0390237800944668,2,0,0.5255217413703115,0,0,0.38887170104337687,0.38098611967981333,1,0,0,Good
3073,1,555626,165518,22,1,104733,25158,0.8567831598953253,Property,1,1,Junior,Transport,Mortgage,Secured,0,15,0,0,0,0,0.9251171497914742,1,1,0.3798488095852088,1,0,0.14764706970523425,0.6377828923694144,0,0,0,Irregular
3074,1,2311410,911680,33,0,531654,102617,0.8143829956606574,Receivables,1,0,Senior,Transport,Mortgage,Secured,0,0,0,0,0,0,1.0160418776079445,0,0,1.1520058236736186,0,0,0.23255180431023936,0.20807420559456305,0,0,0,Good
3075,1,412010,1198945,3,0,720594,179468,0.05,Inventory,0,0,Senior,Transport,SME,Secured,15,45,0,0,0,-1,0.7398730169690819,2,0,0.34118421355836986,1,1,0.16260030178535234,0.7382691767540456,0,1,0,Irregular
3076,0,4561721,762100,28,1,289414,65104,0.95,Property,0,0,Junior,Retail,SME,Unsecured,60,0,1,1,0,0,0.6471950211683328,3,0,0.3728335183958903,0,0,0.060964189089030174,0.3692774099959588,1,0,1,Stressed
3077,0,2551128,610210,27,0,219282,36122,0.9282043080551036,Receivables,0,0,Senior,Energy,Corporate,Unsecured,90,0,1,1,1,0,0.9234256638106725,2,0,0.43340788743360803,0,0,0.22525839489631505,0.5528530222170497,0,0,0,Irregular
3078,1,1227514,5453676,13,0,4346405,523531,0.05,Guarantee,0,0,Senior,Manufacturing,Mortgage,Secured,0,0,0,0,0,-1,0.7524543961921478,2,1,0.678474752409353,1,0,0.1834776612472172,0.5208948272729925,0,0,0,Irregular
3079,1,1202987,856337,18,1,433942,35927,0.6691443880939694,Property,1,0,Senior,Energy,Corporate,Secured,0,0,0,0,0,0,0.8560647743699943,0,0,0.5616110446497518,0,0,0.418652979555475,0.521987480646662,0,0,1,Irregular
3080,0,688808,1769593,22,0,332292,30659,0.5620942265478914,Inventory,0,0,Senior,Energy,Corporate,Unsecured,90,0,1,1,1,0,0.913454988052818,3,0,0.5143106861113192,0,0,0.35963141324897335,0.610627584513606,0,1,1,High-Risk
3081,0,1575501,853596,4,0,143105,31998,0.9294783056310342,PlantMachinery,1,1,Senior,Manufacturing,Corporate,Unsecured,30,15,1,0,0,1,1.098381506130945,0,0,0.631916716518185,0,0,0.34841790804356465,0.2394991675009279,0,0,0,Irregular
3082,0,3570058,218018,31,0,47213,10492,0.95,Property,1,0,Junior,Services,Mortgage,Unsecured,60,0,1,1,0,1,1.0073141286779999,1,0,0.36112851969695825,1,0,0.31548733730840856,0.433333944612176,0,0,0,Stressed
3083,1,595313,1335580,9,0,933130,207273,0.05,Property,0,1,Senior,Energy,SME,Partially Secured,0,0,0,0,0,-1,0.7137980654452059,1,0,0.7245043911821725,1,0,0.19388944737922031,0.4715340996931209,1,1,0,Irregular
3084,1,259524,354556,27,0,253292,56267,0.2408216581125445,Guarantee,0,0,Senior,Services,SME,Secured,15,0,0,0,0,0,0.6209955524484886,4,0,0.850970927411405,2,0,0.10521806143514253,0.33790073294707584,1,0,1,Good
3085,0,2429553,659947,6,0,222651,19432,0.9163553954163584,Guarantee,1,0,Senior,Construction,SME,Unsecured,30,0,1,0,0,-1,1.1914762209508896,0,0,0.4740304638728808,1,0,0.35365225356456426,0.42530531480603756,0,0,0,Irregular
3086,0,1663386,1020642,36,0,219618,48478,0.8971134781704306,Receivables,0,0,Junior,Services,SME,Unsecured,30,0,1,0,0,-1,0.5334680656051309,1,0,0.6936406261018269,0,0,0.0038627454421544805,0.6505100902416405,0,0,0,Stressed
3087,1,392307,86201,27,0,63124,4738,0.851172678540021,Guarantee,0,0,Senior,Construction,SME,Secured,15,30,0,0,0,0,0.7594994304617898,2,0,0.5829461271230815,1,0,0.16075196806406572,0.27552189295465307,0,0,0,Irregular
3088,1,577583,124187,10,0,71589,9513,0.8925245375989251,Vehicles,1,0,Senior,Transport,Mortgage,Secured,0,0,0,0,0,-1,0.9790489640644233,1,0,0.77426188962596,1,0,0.4029190532558841,0.5754320486327118,0,0,1,Good
3089,1,509352,1983562,34,0,1147129,285103,0.05,Receivables,0,0,Senior,Manufacturing,SME,Secured,15,15,0,0,0,-1,1.1777522493900063,3,0,0.623460222780059,0,0,0.22417558727323073,0.3870769376663732,0,0,1,High-Risk
3090,1,582723,351469,20,0,154577,29301,0.7850162083871753,Vehicles,0,0,Senior,Energy,Mortgage,Secured,0,0,0,0,0,1,0.812067694975161,0,0,0.8809940484456992,0,0,0.45254659638846406,0.34819959663080674,0,0,0,Irregular
3091,1,870059,370291,13,0,331740,59499,0.6871005299640599,Inventory,1,0,Senior,Energy,Corporate,Partially Secured,15,0,0,0,0,1,0.8554685988541787,2,0,1.2453794178117488,1,0,0.48654260095352897,0.34431000548067603,1,0,2,Irregular
3092,0,921218,875965,39,0,240069,22899,0.7642577544077515,Receivables,1,0,Senior,Energy,Mortgage,Unsecured,90,15,1,1,1,0,0.6749945156805149,1,0,0.8131915737009967,0,0,0.2793943131502259,0.2430573463190118,0,0,0,Stressed
3093,1,627316,477233,38,0,201170,39697,0.7425970324366029,Guarantee,0,0,Senior,Construction,Mortgage,Secured,0,0,0,0,0,1,0.8753232224270409,0,1,0.8535525062530085,0,0,0.47962812058637994,0.47790547137556105,0,0,1,High-Risk
3094,0,563451,1154695,12,0,423803,67603,0.3678243538479832,Property,0,0,Senior,Manufacturing,Mortgage,Unsecured,45,0,1,0,0,0,0.619969204139824,1,0,0.521707140073232,0,0,0.11833371391835021,0.029427520137980223,0,0,0,Good
3095,1,956671,689530,8,0,323535,47331,0.7112863251838929,Inventory,1,0,Senior,Transport,Corporate,Partially Secured,0,15,0,0,0,-1,0.6999430093562694,1,0,0.48511160908883566,0,0,0.03858289349030064,0.2895520753054139,0,0,0,Good
3096,0,1422165,907513,18,0,191864,18572,0.8781491599076057,Receivables,0,0,Junior,Energy,Mortgage,Unsecured,30,0,1,0,0,0,1.002778110827696,2,1,0.6850732139852092,0,0,0.2580134746961581,0.40392947205160173,1,0,1,Good
3097,0,876510,337039,27,0,131933,9888,0.8607602879602059,PlantMachinery,1,0,Senior,Manufacturing,SME,Unsecured,90,0,1,1,1,0,0.7632846366276148,3,0,0.34859382022799373,0,0,0.534755919011248,0.19699300702267664,1,0,0,Good
3098,1,3831117,902527,36,0,690529,66111,0.8370141136383984,Inventory,0,0,Senior,Energy,Mortgage,Secured,0,15,0,0,0,0,1.0334497844106139,0,0,0.9006163024182698,1,0,0.2527943141646212,0.423571117533706,0,0,1,Good
3099,1,1998860,2459818,33,0,1605953,242557,0.3179132105300021,PlantMachinery,1,0,Junior,Transport,Corporate,Secured,0,15,0,0,0,1,0.8192985746701779,1,1,0.8201510022375631,0,0,0.47595460132948963,0.4586564596915317,0,0,0,Irregular
3100,1,245034,390614,10,1,345252,83868,0.05,Receivables,0,0,Senior,Retail,Corporate,Secured,15,0,0,0,0,0,0.576231981425837,1,0,0.49442489883868257,0,0,0.41608984853399467,0.4272360742507184,0,0,0,Irregular
3101,1,2030368,1996388,19,0,1287285,129393,0.4297132342511308,Receivables,0,0,Senior,Manufacturing,Corporate,Partially Secured,0,0,0,0,0,-1,1.0836730551422602,1,0,0.7855582618808555,0,0,0.4601059338122042,0.39863386282996055,0,0,1,Good
3102,0,2203470,689197,16,0,117532,21803,0.95,Receivables,0,0,Senior,Construction,Corporate,Unsecured,30,0,1,0,0,-1,0.5869347829896223,2,0,1.1850692944369172,0,0,0.1897251578119432,0.4119877280906283,0,0,1,High-Risk
3103,0,778609,1636270,32,0,321079,27323,0.6227169221008234,Vehicles,1,0,Senior,Transport,SME,Unsecured,60,0,1,1,0,-1,0.729642498227877,2,0,0.6904024053828426,0,0,0.4365706262219868,0.4976445769767329,0,0,0,Good
3104,1,269629,840412,20,0,700609,92145,0.05,Inventory,1,0,Senior,Transport,Corporate,Secured,15,15,0,0,0,1,0.8100601836123713,1,1,0.815105936492024,0,1,0.05249543058423789,0.8255686489016174,0,0,0,Stressed
3105,1,1212344,703095,38,0,420208,44250,0.6898916479151131,Inventory,1,0,Junior,Energy,Mortgage,Secured,0,30,0,0,0,0,1.0511657241318415,1,1,0.7070996853160855,0,0,0.3550029417009095,0.37886917576746043,0,0,2,Good
3106,1,1193369,1071642,23,0,847956,100978,0.3740594904007058,Guarantee,0,0,Senior,Manufacturing,SME,Partially Secured,15,45,0,0,0,0,0.7447030354619513,2,0,0.7125056771302876,0,0,0.39565966267078245,0.13727363159347594,1,0,0,Irregular
3107,0,391740,2771660,33,1,331162,31295,0.2345254505539388,PlantMachinery,1,0,Senior,Transport,Corporate,Unsecured,30,0,1,0,0,0,0.6646565675059832,0,0,0.6211820544627843,0,0,0.29933088922739165,0.4056542698798351,0,0,2,High-Risk
3108,1,281751,945724,35,0,398890,97582,0.05,Guarantee,0,0,Senior,Retail,Corporate,Secured,0,0,0,0,0,0,0.8825346143120791,2,1,1.16507536486858,1,0,0.5752790450317583,0.5387394081795054,0,0,0,Irregular
3109,1,1101789,1234755,25,0,1001123,116543,0.1971421025259827,Guarantee,0,0,Junior,Transport,Corporate,Secured,15,15,0,0,0,0,0.8072068553546762,1,0,0.1416698803327887,0,1,0.5268733242480736,0.4710341954795493,0,0,1,Stressed
3110,1,952573,486341,7,0,264848,59448,0.7843734810875387,PlantMachinery,0,0,Senior,Energy,Corporate,Secured,30,0,1,0,0,0,0.7565218801921677,1,0,0.7493924924908936,0,1,0.37114774303739495,0.6638643395449235,0,0,0,Irregular
3111,1,792331,4106062,17,0,3369497,395648,0.05,Guarantee,0,1,Senior,Transport,Corporate,Secured,30,30,1,0,0,1,0.8932970712975691,4,0,0.596548159306452,1,0,0.14302557167276744,0.24577661971934506,0,0,1,Irregular
3112,1,1106363,1475298,32,0,953169,145374,0.2698644115900477,PlantMachinery,1,0,Senior,Manufacturing,Corporate,Secured,0,15,0,0,0,1,0.6092807569213735,3,0,0.9249508886171474,0,0,0.17117190951597128,0.39591569699980783,0,1,1,Stressed
3113,0,399202,794508,18,1,92144,21455,0.8229242338465238,Inventory,0,0,Senior,Retail,SME,Unsecured,30,45,1,0,0,1,0.5056318918068639,1,0,0.9172160332231329,0,0,0.2863216328498735,0.212756639196385,1,1,2,Good
3114,1,778542,637354,31,0,287246,26915,0.665617269203203,Guarantee,0,0,Senior,Services,SME,Secured,0,0,0,0,0,0,1.2777460214536513,0,0,0.8408741883574037,0,0,0.49299276276762904,0.6114018957938029,0,0,1,Good
3115,1,2049948,2138679,30,1,1261060,179309,0.4723031998860458,PlantMachinery,1,0,Senior,Construction,SME,Partially Secured,0,0,0,0,0,1,0.8708372186723154,0,0,0.428323904102602,0,0,0.2681640817735095,0.4311441991003307,0,0,0,Irregular
3116,0,847486,374435,8,0,132751,31809,0.8808924277215199,Property,0,0,Senior,Construction,SME,Unsecured,60,30,1,1,0,0,0.8848361763924539,0,0,0.9871859755828833,1,0,0.13071702777709834,0.005608894259964747,0,0,2,Stressed
3117,0,225940,102625,7,0,28639,6308,0.9011640258475702,Guarantee,1,0,Senior,Energy,Mortgage,Unsecured,30,15,1,0,0,1,0.6936021238645844,3,0,0.5455120803609511,1,0,0.4456699626473019,0.22840839675440594,0,0,0,Irregular
3118,1,749609,789882,27,0,708603,112003,0.2041184137330262,Receivables,0,0,Senior,Energy,Corporate,Secured,0,45,0,0,0,1,1.0295397686988021,1,0,0.9458503340333462,0,0,0.5986249507712078,0.38557986883661444,0,0,1,Irregular
3119,1,412438,2700655,30,0,1769220,173709,0.05,Guarantee,0,0,Senior,Manufacturing,Mortgage,Secured,0,0,0,0,0,1,0.7433029479708306,4,0,0.7288824413330588,1,0,0.03175486085021101,0.015373146918889025,0,0,0,Good
3120,1,1570863,4199347,3,1,3397847,540900,0.05,PlantMachinery,0,0,Senior,Energy,Corporate,Partially Secured,0,15,0,0,0,1,0.29277046244389304,1,0,0.7026053957593492,0,0,0.21114124912670457,0.157000222853099,1,0,0,Stressed
3121,1,1654215,648214,16,0,406770,88328,0.8074966071520329,Property,0,0,Senior,Energy,Corporate,Secured,0,15,0,0,0,0,0.7365933318982737,0,0,0.5510413126422876,0,0,0.4672414026962761,0.08561270843426688,1,1,0,Good
3122,1,228942,765241,21,0,666295,124047,0.05,PlantMachinery,0,0,Junior,Energy,SME,Secured,0,0,0,0,0,-1,0.79371738441511,1,0,0.1308678560587495,0,0,0.3324651233419644,0.4119233896488559,0,0,0,Irregular
3123,1,2568963,1291717,33,0,1153497,175092,0.6191439892283385,Guarantee,0,0,Senior,Retail,SME,Secured,0,0,0,0,0,0,0.8159832791330974,1,0,1.1303404816469023,0,0,0.4947473386873009,0.46982855703099824,0,0,0,Irregular
3124,1,395463,545367,17,1,457506,45285,0.05,Receivables,1,0,Senior,Manufacturing,Other,Partially Secured,15,15,0,0,0,0,0.8101976674510836,0,0,0.7456994810327806,0,0,0.18798175928790611,0.2093821616272143,0,0,1,Irregular
3125,0,5718300,1287285,21,1,119127,21132,0.95,Property,1,0,Senior,Construction,SME,Unsecured,30,0,1,0,0,-1,0.7210170766047446,2,0,0.5452271387797077,0,1,0.17763622647772723,0.33614430475547874,1,0,0,High-Risk
3126,1,1145353,664013,34,0,593944,65042,0.5382192214976518,Receivables,0,0,Senior,Transport,SME,Secured,30,0,1,0,0,0,0.7016957880593264,2,0,0.7744877119697362,0,0,0.3026951184033916,0.6172343721520628,0,0,0,Stressed
3127,0,345796,2218862,33,0,797555,41849,0.05,Guarantee,1,0,Senior,Energy,SME,Unsecured,30,15,1,0,0,0,0.7904042666415938,1,0,0.5499757875648903,1,0,0.23088108043331854,0.25249142707472216,0,0,2,Stressed
3128,1,383852,1615699,39,0,1030071,129732,0.05,Vehicles,0,0,Senior,Construction,Mortgage,Secured,0,0,0,0,0,0,0.520904782592817,2,0,0.43036527881047504,1,0,0.27524616798458595,0.10424800514554616,1,0,1,Good
3129,0,1703329,1778446,28,0,384330,34728,0.7947536852833481,Guarantee,0,0,Senior,Services,SME,Unsecured,90,30,1,1,1,1,0.4584807412378915,4,0,0.48362438173543787,0,0,0.2519464751467386,0.2382253647542775,0,1,0,Irregular
3130,0,813173,581956,27,0,219647,50246,0.7916790154124644,Receivables,1,1,Senior,Construction,Mortgage,Unsecured,45,0,1,0,0,0,0.8696110979839277,0,0,0.5286807638254909,0,0,0.1028132940322043,0.48045026606274555,0,0,0,Good
3131,0,1091808,6067881,10,0,2082503,154421,0.05,Inventory,0,0,Senior,Construction,SME,Unsecured,45,0,1,0,0,0,0.8729469748529981,2,0,0.5089600341889022,2,0,0.25454064368394413,0.5275650621997587,0,0,1,High-Risk
3132,0,6033152,1242086,6,0,229110,26997,0.95,Receivables,1,0,Junior,Services,SME,Unsecured,45,90,1,0,0,0,1.0258801160107993,1,0,0.6970126627246442,0,0,0.2761845296391102,0.6284918559379834,0,0,0,Stressed
3133,0,597647,957444,33,0,122605,11397,0.8139236037326382,Vehicles,0,1,Senior,Retail,Corporate,Unsecured,90,45,1,1,1,1,0.7988869379258456,0,0,0.944719190993675,0,0,0.36490825533099036,0.010895090412282316,0,0,0,Irregular
3134,1,1276921,315831,34,0,134436,11260,0.9035367105717582,PlantMachinery,1,0,Senior,Services,SME,Secured,15,0,0,0,0,-1,0.6112745573784941,0,0,0.7388268062290863,0,1,0.2899484249693253,0.5320989719350364,1,0,0,Good
3135,1,4974545,655544,36,0,349199,52048,0.9402656926412364,Inventory,1,0,Junior,Energy,Mortgage,Secured,0,30,0,0,0,-1,0.4620706369604067,0,0,0.6077581609055184,0,0,0.12350807159689481,0.18641188185859,0,0,1,Good
3136,1,1576177,827213,5,0,536860,132186,0.7432559921886945,Guarantee,0,0,Senior,Transport,Corporate,Secured,30,0,1,0,0,1,0.6719607848086268,1,0,0.08505189917551925,0,0,0.13092229637550415,0.6016436983541402,0,0,1,Good
3137,0,241203,306678,28,0,20750,2622,0.92484338917841,Vehicles,0,0,Junior,Transport,Mortgage,Unsecured,30,0,1,0,0,0,0.9345039488115038,3,1,0.7609911229285211,0,0,0.3274454501169066,0.44737472825446944,0,0,1,Good
3138,0,1993473,528845,6,0,91701,13542,0.95,Receivables,1,0,Junior,Services,Mortgage,Unsecured,30,0,1,0,0,0,1.1382897806817844,3,1,0.4708017387242388,2,0,0.127446637708202,0.33460358894055975,0,0,0,Good
3139,1,375869,607811,4,0,388938,68954,0.1486821206324543,Vehicles,1,1,Senior,Transport,Mortgage,Secured,15,0,0,0,0,0,0.8608170825543028,2,0,0.7111490064569531,0,0,0.04232213074858143,0.2508129290451995,1,0,0,High-Risk
3140,1,4910113,775693,21,0,654202,123372,0.8918904717671468,PlantMachinery,0,0,Senior,Energy,Other,Secured,0,30,0,0,0,0,0.6072820219327776,2,0,0.7573817378241863,1,0,0.4083701291856458,0.03098816313677677,0,0,1,Good
3141,1,528148,104927,25,0,63392,8887,0.8967997606731446,Inventory,1,0,Senior,Manufacturing,Corporate,Secured,0,15,0,0,0,0,0.674015879498986,2,1,0.5642020830887486,1,0,0.27616014962583696,0.2804858824268853,0,0,2,Stressed
3142,0,23429571,628569,27,0,58503,3862,0.95,Property,1,0,Senior,Energy,Mortgage,Unsecured,60,90,1,1,0,-1,0.6802588151871365,0,0,0.44069154391330595,0,0,0.41370944709100066,0.31861265155207974,0,0,0,Good
3143,1,5216702,481624,9,0,290985,63383,0.95,Vehicles,1,0,Senior,Construction,SME,Partially Secured,15,15,0,0,0,0,0.7688022796870378,0,0,0.7323319751253341,0,0,0.32836110436215726,0.5805921203995571,0,0,3,Good
3144,1,542198,712850,10,0,542704,87067,0.1596483203552945,Guarantee,0,0,Senior,Transport,Other,Partially Secured,15,0,0,0,0,0,1.074179084998974,0,0,0.34915435169152875,0,0,0.13753258209770752,0.43653288895276987,0,0,0,Irregular
3145,1,1226915,2277990,5,0,958307,137658,0.3311280732569086,Guarantee,1,0,Junior,Services,Mortgage,Partially Secured,0,15,0,0,0,0,1.0897818900313563,0,0,1.2182877243955852,0,0,0.1254669781340052,0.3659562271186058,0,0,0,High-Risk
3146,1,2555208,6973550,25,0,2896622,632225,0.1138110870034846,Vehicles,0,0,Senior,Retail,SME,Partially Secured,0,90,0,0,0,0,0.8155488210450227,1,0,0.6620764630630748,0,0,0.44228078603928644,1.0710451921665634,0,1,1,Irregular
3147,0,2633068,1538340,35,0,139764,23711,0.95,Receivables,0,0,Senior,Manufacturing,Mortgage,Unsecured,60,15,1,1,0,1,0.8866140220227194,2,0,0.7906669294897639,0,0,0.4263336500781079,0.23573903913734864,1,0,0,Stressed
3148,0,1871659,187612,30,0,50067,4630,0.95,Inventory,0,0,Senior,Manufacturing,Corporate,Unsecured,30,30,1,0,0,0,0.6904884214253069,0,0,0.6213722374332284,0,0,0.24943643079614863,0.5262989660889691,0,0,0,Good
3149,0,4206573,498845,24,0,189151,25474,0.95,Property,1,0,Senior,Manufacturing,Mortgage,Unsecured,45,45,1,0,0,1,0.5080183111292587,2,0,0.4472543884847828,0,0,0.13641456330713184,0.839406888933639,0,0,0,Stressed
3150,1,1063452,1405016,37,0,1010080,189544,0.228422157276492,Vehicles,1,0,Senior,Manufacturing,SME,Partially Secured,15,0,0,0,0,0,1.207667670692549,2,1,1.1346794421384163,0,1,0.4052135581019853,0.465164534690201,0,0,0,Good
3151,1,833411,1241237,36,0,599342,148114,0.4585768606365886,Property,1,0,Senior,Construction,Mortgage,Secured,30,15,1,0,0,0,0.3855025898812921,1,0,0.35554075671772095,1,0,0.04529046850341073,0.3894964680794901,0,0,2,Stressed
3152,1,850122,2160949,32,0,1446469,249457,0.05,Property,0,0,Junior,Transport,Mortgage,Secured,0,30,0,0,0,-1,0.48283193646708944,2,0,0.6449001007754267,1,0,0.24975508262134602,0.44166484977678444,0,0,0,High-Risk
3153,0,2837327,655342,38,0,45195,4017,0.95,PlantMachinery,0,0,Senior,Services,SME,Unsecured,30,60,1,0,0,-1,1.2092811710319293,1,0,0.5859512365185866,0,0,0.4867979474121466,0.4334273982423596,0,0,1,Good
3154,1,1732681,489015,16,0,222622,11902,0.878384999893229,Receivables,0,0,Senior,Retail,SME,Secured,15,0,0,0,0,0,0.8533230809340894,1,0,0.5428155852893204,0,0,0.28536777850532474,0.24126774309267734,0,0,1,Good
3155,1,1609257,5013608,11,0,2326471,257574,0.05,Property,0,0,Senior,Retail,Corporate,Secured,15,0,0,0,0,0,0.6248170185823914,1,1,0.46922966910600605,0,0,0.22552726681190022,0.6980427230639672,0,0,0,Irregular
3156,1,2663720,778043,24,0,562269,76227,0.8175326235490217,Receivables,0,1,Senior,Retail,SME,Secured,30,15,1,0,0,0,0.9865407262178623,0,0,0.5572526475983717,1,0,0.18377739839509633,0.580028673554494,0,0,0,Good
3157,0,154654,238388,30,0,18935,3305,0.8989356886986434,PlantMachinery,1,0,Senior,Services,Corporate,Unsecured,90,0,1,1,1,0,1.0046106612091956,2,0,0.7737195653077825,0,0,0.30577248942467844,0.350160137357454,0,0,0,Stressed
3158,1,1639773,3695576,16,0,1674649,148946,0.069564506794538,Property,0,0,Senior,Transport,Mortgage,Secured,0,15,0,0,0,1,0.583462870970451,1,1,0.7059595367769853,1,1,0.47663017842295896,0.3443794516937388,0,0,0,Irregular
3159,0,1496394,140687,17,0,23370,1560,0.95,Receivables,0,0,Senior,Services,SME,Unsecured,45,0,1,0,0,1,0.7434309247060851,0,1,0.7404756344482797,0,0,0.3186684357939636,0.43376016004826473,0,0,0,Good
3160,1,6380825,15606,39,0,8176,774,0.95,Inventory,1,0,Junior,Transport,Corporate,Secured,0,0,0,0,0,-1,1.0252491727411441,0,0,0.5628730282988721,1,0,0.3919527176128139,0.5115085996059225,0,0,0,Stressed
3161,1,260774,1700317,26,0,919538,144262,0.05,Receivables,1,0,Senior,Retail,SME,Partially Secured,15,0,0,0,0,0,0.6866188507259018,1,1,0.8573558927889385,0,0,0.4162081788229467,0.5901949253905114,0,1,0,Good
3162,1,5706900,1986273,36,1,1017422,77373,0.8352785224903188,Inventory,1,1,Junior,Energy,Corporate,Secured,0,0,0,0,0,0,0.9064327477227665,2,0,0.25879763822234636,1,0,0.5202938175987443,0.3205284763610472,0,0,1,Stressed
