cust_id,age_years,monthly_income,loan_amount,property_value,monthly_instalment,dbr_ratio,tenure_months,dpd_30plus_12m,dpd_60plus_12m,dpd_max_12m,base_pd,default_flag,flood_index,heat_index,storm_index,drought_index,sealevel_index,carbon_index,emissions_intensity_idx,transition_risk_idx,greeninv_risk_index,governance_risk_index,ndvi_vulnerability,vuln_index_from_raw,VULNCI,PCCI,TCCI,PCI,CHRC,segment,RCI,RSI
1508,49,16302.757409,303920.54099,522210.70626,98594318.158,604770.81077,195,0,0,19,2419.1972431,1,52.354954137,75.443973509,25.860264758,59.168652631,50.333359442,26.036596508,82.59405971,87.599282549,81.524309353,16.834908747,47.059305129,51.219730801,51.219730801,53.206961259,65.409979589,56.612223883,56.612223883,SME,48.780269199,59.308470424
1509,29,19748.63058,58958.383021,92794.661027,19757667.083,100045.75762,127,1,0,84,400.68703049,1,94.194681034,15.687461779,58.10408073,57.628727308,48.513764329,80.497289309,78.101665922,27.111510839,97.257357696,23.704344453,43.398060882,55.995407848,55.995407848,56.403737713,61.90348869,58.100878084,58.100878084,Retail,44.004592152,59.153613202
1510,24,15238.046473,367382.3573,518312.97634,269311495.62,1767362.346,261,0,1,37,7069.671384,1,38.13001255,12.277851789,98.66054859,72.581662657,30.627223593,80.589762121,47.205515322,62.812189548,20.215678751,75.658347807,25.343828346,49.689470977,49.689470977,55.412518897,63.53582233,56.212604068,56.212604068,Corpor,50.310529023,59.474170613
1511,48,5286.888401,273164.74678,459070.9336,22773377377,430751997.19,39,0,0,36,1723008.2048,1,31.665848289,40.584894316,82.202802156,42.703648843,63.152117725,58.36090045,97.700859094,5.8866578154,73.606439726,6.5435680561,32.598033384,51.48451492,51.48451492,49.289298401,53.982805787,51.585539703,51.585539703,SME,48.51548508,51.636052094
1512,24,25236.136141,406973.30055,522510.87686,106986937.7,423943.4163,244,0,0,8,1695.8216652,1,78.736392176,32.405721606,88.716360205,11.592803616,40.896799741,95.092746592,95.394904492,49.981321604,56.842027791,39.763548272,77.235340723,66.619491329,66.619491329,52.862819401,80.15632423,66.546211653,66.546211653,Retail,33.380508671,66.509571815
1513,57,19155.284112,350499.39645,594592.69631,143238215.92,747773.90448,28,0,1,59,2991.4496179,1,18.395619188,67.495894898,2.4024857208,2.6124497643,15.390244848,18.085158081,35.748880217,7.7730614925,89.540266455,48.068044381,87.896309327,29.431333269,29.431333269,22.726612393,20.53569993,24.231215197,24.231215197,Corpor,70.568666731,21.631156161
1514,48,7437.456703,499977.20877,672888.92228,604346487.12,8125714.357,145,1,0,32,32503.049428,1,83.893534937,27.453346481,64.74208564,9.6545819426,68.507335009,81.171883107,13.045918196,64.139980148,76.755838539,27.545133769,12.421204289,58.696322353,58.696322353,46.43588725,52.78592715,52.639378918,52.639378918,SME,41.303677647,49.6109072
1515,47,23827.630609,288465.10416,333346.62628,48813599.457,204861.32364,64,0,0,75,819.89529456,1,40.312802792,3.4427074715,39.247412561,9.3199790688,23.047061381,34.424678795,45.113084046,49.094264326,25.777289225,96.394514921,39.4028852,27.667640941,27.667640941,23.080725473,42.877342389,31.208569601,31.208569601,Retail,72.332359059,32.979033931
1516,29,6761.1638585,83372.588234,124645.98967,15267277.594,225808.42461,203,0,0,19,903.34769843,1,67.295718566,48.743688874,78.167001624,43.480431219,16.250496893,60.317097744,90.446440154,84.654139611,37.344198604,24.004258611,73.319698568,64.735469688,64.735469688,59.42171007,78.47255917,67.543246309,67.543246309,Corpor,35.264530312,68.94713462
1517,25,6479.658403,283581.11838,336137.25867,979259824.69,15112831.013,192,0,1,47,60451.606054,1,56.049845228,59.973589727,82.525911857,44.957373408,59.548678948,5.8695638087,76.613827399,81.377832382,57.037815708,40.864746645,73.268695083,66.183115604,66.183115604,60.876680055,54.620407863,60.560067841,60.560067841,SME,33.816884396,57.748543959
1518,21,26121.461305,473594.70994,554604.46496,59831315.854,229050.41626,224,1,0,58,916.54966505,1,55.527331773,21.775093139,55.556141515,39.097822201,88.016165514,33.195582288,38.635225012,28.307631169,43.242488662,94.579684362,8.7043439969,44.286188809,44.286188809,42.989097157,33.37947949,40.218255152,40.218255152,Retail,55.713811191,38.184288324
1519,56,26158.328146,453076.25637,643839.15991,829623438.45,3171546.1088,203,0,0,90,12686.724435,1,67.579877144,16.779526067,71.114391228,90.594908316,75.585911819,79.09895631,91.370279342,26.547436952,12.905016216,35.036602989,91.165894666,51.824598146,51.824598146,61.517175689,65.672224201,59.671332679,59.671332679,Corpor,48.175401854,63.594699945
1520,48,12975.841331,479289.27594,632568.02669,206295400.49,1589842.1939,38,0,0,25,6359.5187755,1,23.013355979,18.4514747,49.35666672,40.889038448,67.547270376,82.800294762,8.2507609623,41.694621998,37.743310002,52.842797665,23.460230115,30.273832466,30.273832466,32.927633962,44.248559241,35.816675223,35.816675223,SME,69.726167534,38.588096601
1521,38,28088.518123,124270.97122,206793.41016,36714457.925,130709.84295,107,0,0,43,523.09737179,1,56.093214802,65.867037419,81.318976195,42.352703377,2.2887797328,38.295300538,6.0917000286,18.083965848,63.582118438,19.653874799,8.9840408182,67.759742805,67.759742805,61.407982948,20.823655472,49.997127075,49.997127075,Retail,32.240257195,41.11581921
1522,26,16554.459058,56352.895661,90667.255313,22474569.619,135761.42561,175,0,1,53,543.36370244,1,38.645028626,25.669107097,34.970203228,38.146222779,59.123297408,83.20853042,44.097992033,1.1672921712,62.90700424,69.880572101,86.1058129,33.09477965,33.09477965,34.357640432,42.824604874,36.759008319,36.759008319,Corpor,66.90522035,38.591122653
1523,50,25731.174224,191045.58798,319936.47535,80489310.577,312808.54063,42,0,1,35,1251.4441625,1,88.858973421,42.483229027,73.483375367,47.501148214,35.03696071,49.184375256,59.630159684,79.059654777,43.626637105,2.210956905,5.8611124288,68.275192605,68.275192605,63.081681507,62.624729906,64.660534673,64.660534673,SME,31.724807395,62.853205707
1524,43,7579.0497893,188530.22651,271357.97749,46483306.505,613313.11704,198,1,0,86,2453.7684682,1,34.92561006,12.875440321,70.906767948,56.50099623,48.345170054,53.642994119,84.318469884,64.155735844,32.868391275,67.845012737,0.175920059,39.569272776,39.569272776,43.80220364,67.372399949,50.247958788,50.247958788,Retail,60.430727224,55.587301794
1525,28,20793.20326,154857.72759,243999.51324,27235005.619,130980.32698,90,0,0,74,524.36530791,1,42.792507471,17.126612714,12.791632186,51.493460825,97.817442287,77.967988816,21.063163015,1.3428161386,36.298033851,74.669815181,80.943003041,24.236917457,24.236917457,31.051053299,33.457989323,29.581986693,29.581986693,Corpor,75.763082543,32.254521311
1526,53,10604.169576,488383.72125,837018.9386,135484016.34,1277648.5265,106,0,0,66,5110.9901061,1,71.216606861,62.503954279,96.083891299,82.293359307,31.3196501,46.56944226,44.361729152,57.380247512,67.368583498,16.212545335,2.9752099887,76.601484146,76.601484146,78.024452936,49.437139641,68.021025575,68.021025575,SME,23.398515854,63.730796289
1527,46,5055.0150289,125294.9217,181042.85597,28147667.043,556826.57483,187,0,1,53,2227.6242993,1,48.93754439,30.409666058,60.896033142,39.138003602,58.297824394,45.567929652,81.505648675,69.171032566,34.287151904,68.696229137,26.647946518,46.747747863,46.747747863,44.845311798,65.414870298,52.335976653,52.335976653,Retail,53.252252137,55.130091048
1528,43,9254.3445888,192106.83991,248712.43822,164536968.78,1777942.9673,32,0,0,68,7112.1798691,1,51.831989922,70.346218767,8.66987966,18.055989104,38.511413638,5.9009902412,54.7437642,32.967142365,8.0226918217,30.82902215,27.462791395,43.616029449,43.616029449,37.226019363,31.203965602,37.348671472,37.348671472,Corpor,56.383970551,34.214992483
1529,61,18892.080035,109439.43087,175564.9388,14894407.454,78839.425974,155,0,1,30,315.5377039,1,24.402791797,45.320846839,96.145196911,67.192260292,33.357147709,12.069648947,16.638442758,18.209976889,18.836077442,69.76862608,5.2729879972,55.289611849,55.289611849,58.26527396,15.639356198,43.064747336,43.064747336,SME,44.710388151,36.952315079
1530,58,17086.479651,168541.39564,243318.43612,37297333.323,218285.6509,244,0,1,17,873.24460361,1,20.148694213,84.995853901,64.388078079,48.19795175,57.885640301,54.045073013,69.489076594,6.779210805,21.597778867,69.474895764,36.030779546,56.510875397,56.510875397,54.432644485,43.437786804,51.460435562,51.460435562,Retail,43.489124603,48.935215645
1531,48,13055.270399,371241.97194,601630.26349,64987938.508,497790.82716,66,0,0,72,1991.5953086,1,0.954966573,5.6147748139,96.321475436,24.386419356,20.107099903,24.633865827,55.964100314,61.06167119,93.360789353,45.570256072,37.538359733,34.297072274,34.297072274,31.819409045,47.21987911,37.77878681,37.77878681,Corpor,65.702927726,39.519644078
1532,43,21330.055607,239405.98709,359605.27709,502275666.65,2354778.9837,190,1,0,48,9419.4039348,1,19.459031709,25.167208747,11.480928119,2.1958540427,38.19696086,59.398465953,96.562277386,34.504730417,94.680091087,76.679491182,56.486390019,18.702389525,18.702389525,14.575755654,63.488491252,32.255545477,32.255545477,SME,81.297610475,39.032123453
1533,26,12785.146561,429478.25155,665686.1884,84077110.715,657615.54092,99,1,0,49,2630.7561637,1,72.401016974,42.511707963,72.142905556,73.288998613,34.536522138,41.451393487,34.323663404,62.297730846,14.336983487,12.122016679,95.397233008,62.351876831,62.351876831,65.086157277,46.024262579,57.820765562,57.820765562,Retail,37.648123169,55.555209928
1534,57,29995.285406,495903.62279,679418.03095,138049838.99,460238.45787,217,0,0,60,1841.3138315,1,80.00965789,66.425397783,86.352405697,8.4396739956,90.359403705,61.534809042,28.681279323,31.271914253,48.941093404,27.422235184,36.281562969,77.595820456,77.595820456,60.306783841,40.496000873,59.466201723,59.466201723,Corpor,22.404179544,50.401392357
1535,21,9868.5638409,210862.0208,330830.01522,24033279.521,243533.70874,99,1,0,26,974.29083495,1,57.470105146,45.683851093,78.079765756,10.830087075,28.300052322,1.3755068649,41.271789302,21.078584273,26.703663496,15.985343885,56.166999089,60.411240665,60.411240665,48.015952267,21.241960147,43.223051026,43.223051026,SME,39.588759335,34.628956207
1536,39,24052.277389,375051.05712,564351.48013,2321797845.2,9653131.0013,133,0,0,25,38612.674005,1,59.278175817,16.467604111,91.844390403,32.267232495,33.819201402,22.011274961,52.776430082,6.6435438581,66.267455299,35.607073829,25.776827382,55.86339011,55.86339011,49.964350706,27.143749633,44.32383015,44.32383015,Retail,44.13660989,38.55405017
1537,37,6638.094004,482509.93695,743629.82634,2309095573.2,34785520.841,249,1,0,56,139142.41937,1,39.393042796,92.455018032,92.62236366,63.060617354,48.953220854,55.716241896,13.497310458,3.0481488444,9.0675519546,86.514819507,53.021938959,74.82347483,74.82347483,71.882760461,24.087233733,56.931156341,56.931156341,Corpor,25.17652517,47.984997097
1538,53,20519.971261,276325.89104,345773.73621,95018132.053,463051.97432,279,0,1,75,1852.6578973,1,64.046572195,17.765912064,97.987093893,91.367380554,68.905405467,7.4203832075,32.214167225,43.826110358,97.73276255,15.621925821,92.685966287,59.933192718,59.933192718,67.791739677,27.820220264,51.848384219,51.848384219,SME,40.066807282,47.80597997
1539,38,27268.8401,75026.550493,122346.32575,15935112.19,58437.073713,32,1,0,52,234.06029485,1,54.964318755,45.31214009,26.112281298,27.545167692,1.8153761281,7.3751247022,18.390310486,85.338357766,3.3961593639,77.551549091,86.03079142,42.129580048,42.129580048,38.483476959,37.034597651,39.215884886,39.215884886,Retail,57.870419952,37.759037305
1540,45,9772.6576857,169034.96485,204890.59531,497543572.11,5091179.7805,237,0,0,56,20365.055122,1,0.3777480684,40.505244699,74.884588737,89.282705239,89.397518383,86.739591672,7.8228611965,53.141748463,6.6211458994,40.284015937,95.215684129,38.589193835,38.589193835,51.262571686,49.234733777,46.362166433,46.362166433,Corpor,61.410806165,50.248652732
1541,59,24377.284474,287561.51184,390817.19492,53036794.144,217566.45701,227,0,0,25,870.41582803,1,54.504046566,81.232920731,81.402113056,87.840735284,78.785226936,18.304132833,86.6489582,39.587812219,34.52777979,64.721011417,49.12791173,72.379693451,72.379693451,76.244953909,48.180301084,65.601649481,65.601649481,SME,27.620306549,62.212627497
1542,23,19875.175781,173632.67427,301863.75614,60816224.613,305990.87668,255,1,1,73,1224.4015067,1,2.3266375763,41.355567891,53.339472855,14.957673755,62.317675911,68.412030372,95.358805382,15.327943349,71.019564732,21.199753415,23.761529662,32.340559441,32.340559441,27.994838019,59.699593034,40.011663498,40.011663498,Retail,67.659440559,43.847215527
1543,30,16151.321628,82681.702531,135905.60816,24498431.077,151680.65896,213,1,1,75,607.17263585,1,55.803674576,70.81487237,55.829430767,18.957978929,42.773646023,35.261863656,17.984778224,65.787420678,77.005845308,92.188670533,61.792892241,60.815992571,60.815992571,50.351489161,39.678020853,50.281834195,50.281834195,Corpor,39.184007429,45.014755007
1544,30,12920.830388,277504.20107,434786.76124,91237339.108,706125.97152,252,0,0,72,2824.9358861,1,21.288464544,99.156720517,75.339058344,92.317817593,26.244842005,37.4980608,14.38844474,73.169320822,33.277656813,10.659763985,13.256345969,65.261414469,65.261414469,72.02551525,41.685275454,59.657401724,59.657401724,SME,34.738585531,56.855395352
1545,42,10925.239902,385511.56897,521587.56884,915821766.74,8382623.8596,239,0,1,20,33530.615438,1,18.102772883,60.492278636,66.506328364,17.360710283,52.441480127,58.851372683,74.975323235,56.837191619,26.499392302,8.5519755725,12.585014105,48.367126628,48.367126628,40.615522541,63.554629179,50.845759449,50.845759449,Retail,51.632873372,52.08507586
1546,43,27300.246259,273803.766,355664.54987,410269307.88,1502804.4216,172,1,0,8,6011.2656863,1,10.558083304,85.371578461,95.925701968,64.320011716,42.341005057,3.9639081806,31.878557662,74.369783862,51.227161358,27.661669627,71.302131144,63.951787911,63.951787911,64.043843863,36.737416568,54.911016114,54.911016114,Corpor,36.048212089,50.390630215
1547,27,16671.299167,184727.81605,223710.66638,60577207.167,363362.24645,134,1,0,66,1453.8449858,1,24.222545419,80.502264481,25.180758722,56.542276009,92.560483492,83.586312481,94.51450943,40.306411847,87.635288108,8.8115791557,4.6424141154,43.301856207,43.301856207,46.611961158,72.802411253,54.238742873,54.238742873,SME,56.698143793,59.707186205
1548,60,9325.1802505,56552.174676,82051.018077,11936310.078,128000.851,121,1,0,43,512.26140401,1,30.742925778,98.551956238,20.555146155,56.228737836,54.422760988,12.827317207,47.718485445,79.674262879,31.339762663,17.357786186,33.974032057,49.95000939,49.95000939,51.519691502,46.740021844,49.403240912,49.403240912,Retail,50.04999061,49.129856673
1549,38,24723.869354,265466.21609,434911.49299,71891869.623,290779.20043,191,0,0,6,1163.1528017,1,40.045796079,72.590372502,4.1528875008,25.513282162,60.012214468,55.629540444,23.364587082,78.66800637,95.640643593,13.108024793,73.832137464,38.92968536,38.92968536,35.575584561,52.554044632,42.353104851,42.353104851,Corpor,61.07031464,44.064814596
1550,58,6745.5021909,485060.35364,754304.25428,188652257.49,2796711.8259,132,0,0,19,11186.961304,1,47.54386826,87.202390004,25.282761827,81.280540745,75.564610469,10.185833951,55.055978918,9.1184638208,76.630072109,78.856436023,88.846384408,53.343006697,53.343006697,60.327390209,24.786758896,46.152385267,46.152385267,SME,46.656993303,42.557074553
1551,36,16289.121368,198319.92647,291580.55072,47093064.922,289107.45926,242,1,1,82,1156.921837,1,24.11155731,98.608585447,37.152211089,70.232647238,47.553169494,91.080163745,5.0056582782,24.328820361,22.162157786,29.329066328,49.721775297,53.290784615,53.290784615,57.526250271,40.138214128,50.318416338,50.318416338,Retail,46.709215385,48.832232199
1552,58,28173.207499,394970.26957,590217.95733,172072686.01,610767.11277,263,1,0,69,2443.4824511,1,99.902611715,80.512441834,70.675848704,28.086551116,81.327998359,70.512385364,0.563146011,50.181363779,59.76290321,90.489111445,72.002425627,83.696967418,83.696967418,69.794363342,40.418965051,64.63676527,64.63676527,Corpor,16.303032582,55.106664197
1553,43,18082.444959,229006.87205,344611.89138,23147193.832,128009.20387,108,0,0,21,512.16281548,1,75.180899142,93.371436093,21.244138549,85.99003742,66.91031903,5.4211746901,19.459812227,38.387242868,44.423153833,61.946508661,2.9865544522,63.265491261,63.265491261,68.946627801,21.089409928,51.100509664,51.100509664,SME,36.734508739,45.018018865
1554,60,28713.555816,228876.80042,300572.35815,26541102.198,92434.048811,43,0,0,42,369.98819525,1,93.753699819,39.259503316,35.030171974,94.504565164,86.829423299,1.2808026979,44.375767419,22.750610462,80.133738532,44.718759623,63.47423601,56.014458369,56.014458369,65.636985068,22.802393526,48.151278988,48.151278988,Retail,43.985541631,44.219689297
1555,33,28002.742458,244207.80151,325303.66289,195325811.64,697523.8655,199,0,0,60,2790.455462,1,76.315368386,72.682192409,85.307687474,13.556023478,97.152125183,43.282189569,76.157377125,92.475607037,75.780256558,91.872340208,95.213178219,78.101749423,78.101749423,61.965317937,70.638391244,70.235152868,70.235152868,Corpor,21.898250577,66.30185459
1556,62,7232.1843833,295064.77468,497562.95149,334653385.52,4627279.5021,214,1,0,42,18509.370008,1,95.630220044,31.492324313,66.837137588,37.825811096,4.6548628714,83.748823614,91.691089398,16.510747443,70.222370676,12.932894682,27.180824452,64.653227315,64.653227315,57.94637326,63.983553485,62.194384687,62.194384687,SME,35.346772685,60.964963373
1557,54,21012.091364,328664.99267,447800.61907,84769737.353,403433.12755,291,1,0,3,1613.7505102,1,99.318080395,38.524285425,9.7205646336,38.45570304,10.213821707,12.91101994,44.64956217,35.403404408,23.739387793,12.673366885,47.691935278,49.187643485,49.187643485,46.504658373,30.987995506,42.226765788,42.226765788,Retail,50.812356515,38.74632694
1558,41,11909.877306,312932.76045,520577.56151,185946181.84,1561277.0565,183,0,0,4,6245.132226,1,80.543889711,54.697998147,29.289215291,79.93783853,6.8772506667,24.701378657,3.0215699924,51.369238598,70.200486993,66.935905046,45.278417203,54.84370105,54.84370105,61.11723542,26.364062416,47.441666295,47.441666295,Corpor,45.15629895,43.740648918
1559,58,13863.46121,130164.26178,162299.16196,17160820.716,123784.533,202,0,0,23,495.27613201,1,57.037075632,36.263802601,55.758145638,66.718246439,8.5595084587,2.9670448741,0.9594249073,93.278044811,55.98065129,98.411623179,16.871421039,49.68634129,49.68634129,53.944317577,32.401504864,45.344054577,45.344054577,SME,50.31365871,43.172911221
1560,37,5918.5737988,243436.9075,329478.94227,198534309.5,3354428.2161,149,0,0,12,13417.784864,1,56.603127182,66.683995002,48.020425718,82.830400229,52.211570111,61.993198702,52.826729883,4.7904661391,44.668799546,74.636939727,36.748849018,57.102515968,57.102515968,63.534487033,39.870131575,53.502378192,53.502378192,Retail,42.897484032,51.702309304
1561,62,8141.0737662,161880.67448,279744.28476,298013552.59,3660617.2743,38,0,0,3,14642.487097,1,87.477150327,25.171904895,41.322753788,45.755457017,85.124828992,14.674751833,21.591511997,12.26954353,0.529819564,17.086397228,74.27711566,51.323936336,51.323936336,49.931816506,16.178602454,39.144785099,39.144785099,Corpor,48.676063664,33.05520948
1562,56,16335.704348,499186.69765,705037.37232,2543567444.8,15570601.614,249,0,0,42,62282.658456,1,39.378529717,65.260479273,63.670569309,14.210249437,9.8312625894,70.313105104,35.160603351,45.195523882,94.751109695,41.47345135,93.614451983,56.103192767,56.103192767,45.629956934,50.223077446,50.652075715,50.652075715,SME,43.896807233,47.92651719
1563,61,11050.292333,57838.703354,87026.439316,40346255.476,365114.82467,299,1,0,21,1460.5852987,1,13.365957979,52.233031928,19.258514326,14.454537048,55.573819135,9.1633669334,8.0933990423,83.027425897,1.7410084372,72.266914626,42.544469819,28.285834744,28.285834744,24.82801032,33.428063958,28.847303007,28.847303007,Retail,71.714165256,29.128037139
1564,30,12811.651652,407127.27632,642869.76807,2587710048.1,20198098.718,228,0,0,90,80792.93487,1,15.811065654,89.96978628,51.740669226,15.123671666,15.044042841,50.933542755,20.53025756,32.543935347,9.9845598219,19.614205952,18.424534798,52.50717372,52.50717372,43.161298207,34.669245221,43.445905716,43.445905716,Corpor,47.49282628,38.915271714
1565,26,10584.576412,64791.171742,78108.28575,25665488.248,242480.06958,273,0,0,80,970.40027832,1,9.3680172693,60.924353427,29.210023419,63.343656529,57.839023019,81.409616605,11.31861622,26.526892115,95.132132317,66.056662984,77.711131168,33.167464705,33.167464705,40.711512661,39.751708314,37.876895227,37.876895227,SME,66.832535295,40.231610487
1566,46,28310.827912,227693.41001,343045.28823,102731476.19,362869.91151,88,1,0,26,1451.6356461,1,10.202040849,73.058012035,36.850681109,89.674921054,69.979666895,95.388776273,42.439147877,34.899411583,68.126686802,77.795573045,10.511458619,40.036911331,40.036911331,52.446413762,57.575778578,50.019701224,50.019701224,Retail,59.963088669,55.01109617
1567,63,15624.478577,423180.79212,526563.20731,64552484.078,413149.68535,67,0,1,5,1652.6287414,1,68.117202423,98.438554537,46.832908201,17.768964963,13.49047157,5.4134870647,43.488879828,73.771930579,6.001468678,38.723153831,98.85274882,71.129555053,71.129555053,57.789407531,40.891432491,56.603465025,56.603465025,Corpor,28.870444947,49.340420011
1568,32,21912.785434,76159.60401,132392.66973,176708281.57,806416.3367,236,0,0,43,3225.9233468,1,92.964556394,13.82308004,34.740665322,10.490045045,87.110874709,29.396654502,48.412709846,67.481478816,46.587397531,81.67258047,53.378788452,47.176100585,47.176100585,38.0045867,48.430281055,44.536989447,44.536989447,SME,52.823899415,43.217433877
1569,44,12472.998754,147291.8752,199679.04167,59429082.871,476461.86811,210,0,0,79,1906.3214724,1,67.404341185,34.51898098,67.28623861,70.029634936,33.69566265,50.569067709,44.993330538,65.315926517,85.297959554,77.323512477,92.687462876,56.403186925,56.403186925,59.809798928,53.626108255,56.613031369,56.613031369,Retail,43.596813075,56.717953591
1570,53,7768.5778157,237587.80361,356542.37585,120234969.12,1547708.8854,247,0,0,2,6190.8475415,1,14.03188766,50.090683112,83.858997072,21.376557555,47.919647652,98.013677774,61.511956947,35.696647852,95.73773595,62.779082404,5.8593050344,49.327189281,49.327189281,42.33953135,65.074094191,52.246938274,52.246938274,Corpor,50.672810719,53.70681277
1571,38,11293.961464,331779.39786,539745.23391,301862979.76,2672782.0944,98,1,0,34,10691.332378,1,3.5427975701,80.264493031,14.823870338,62.431410002,26.645230222,0.7935691625,55.780698988,30.240632803,38.873817096,59.703413653,64.828339196,32.877053646,32.877053646,40.265642735,28.938300318,34.0269989,34.0269989,SME,67.122946354,34.601971526
1572,36,7343.8221833,76941.766648,134453.44573,11438827.74,155761.22971,208,0,0,49,623.33891883,1,23.576310393,83.382370509,22.584495065,60.96524829,37.833258812,4.8501927406,19.254249451,68.085914967,60.630151397,75.164905377,25.472157914,43.181058656,43.181058656,47.627106064,30.730119053,40.512761258,40.512761258,Retail,56.818941344,39.178612559
1573,45,12971.064374,477754.69479,556338.45249,593985757.13,4579313.9253,281,0,1,60,18317.615701,1,97.449554293,42.535587144,22.333679744,67.954127141,82.061204338,28.174531017,32.006685762,32.149607642,26.852908311,65.000393242,22.745126695,54.106273727,54.106273727,57.568237081,30.776941474,47.483817427,47.483817427,Corpor,45.893726273,44.172589277
1574,40,18287.738175,52972.578572,61844.087318,12375214.287,67669.463379,187,1,0,15,270.76785352,1,10.504759871,77.095050877,90.31329765,74.436830217,70.337092667,55.437410972,83.845354174,88.812644454,56.303773145,5.2753747674,12.133434508,59.304369466,59.304369466,63.087484654,76.0318032,66.141219107,66.141219107,SME,40.695630534,69.559643927
1575,49,25407.375967,381153.54017,648469.84065,1347089053,5301960.5597,133,0,0,57,21208.184239,1,26.66411025,40.653019538,13.210790185,86.113154143,93.269527517,70.442092931,39.749965258,74.382297508,49.319628603,92.763109412,60.896727885,26.842639991,26.842639991,41.660268529,61.524785232,43.342564584,43.342564584,Retail,73.157360009,51.592526881
1576,43,5712.712988,457392.5326,737605.99398,80454896.624,1408348.3065,115,1,1,39,5633.6272261,1,46.104016504,66.352134175,67.029920965,21.628007549,13.018440455,66.542992182,45.046245283,14.002986276,32.054696768,19.635228114,86.310009402,59.828690548,59.828690548,50.278519798,41.86407458,50.657094976,50.657094976,Corpor,40.171309452,46.071297189
1577,30,26688.567149,282794.05809,445717.3417,40263725.851,150865.07128,35,0,0,13,603.5382851,1,83.43227196,58.344784263,49.495435203,15.864783037,86.905210372,90.436290856,87.417587289,50.083140656,93.065496418,71.320500015,27.278297208,63.757497142,63.757497142,51.784318616,75.979006267,63.840274008,63.840274008,SME,36.242502858,63.881662441
1578,23,11450.229592,243918.29738,382016.92512,71721849.107,626379.13528,188,1,0,80,2505.9965411,1,41.583780968,49.301177682,19.1976086,9.4105986645,59.303515754,22.998418356,79.974091495,15.129209799,53.371194052,36.261601164,72.360791429,36.694189083,36.694189083,29.873291479,39.367239883,35.311573482,35.311573482,Retail,63.305810917,34.620265681
1579,62,21206.635861,70436.244388,96134.700288,21457020.108,101180.6882,69,0,0,14,404.8067528,1,40.863913926,56.525357114,65.581209119,39.677800448,99.483964569,55.259205168,75.78749489,29.383453494,28.888703068,33.601571387,25.625139056,54.323493387,54.323493387,50.662070152,53.476717851,52.820760463,52.820760463,Corpor,45.676506613,52.069394001
1580,31,14753.140208,149701.65141,196051.34842,34456056.078,233550.65832,227,0,1,90,934.74263327,1,67.965546669,39.541039336,61.903685704,71.139111021,18.987757713,90.36881777,55.002681329,18.009350542,10.249806824,45.178494602,49.755611178,56.47009057,56.47009057,60.137345683,54.460283214,57.022573155,57.022573155,SME,43.52990943,57.298814448
1581,49,25199.841086,53199.331579,87243.385947,48576835.512,192766.43589,87,0,0,24,771.20974356,1,69.616139703,38.2081324,45.916339685,68.585571344,49.380902667,40.548789059,41.605792311,95.469729509,64.188995725,52.966695302,3.6200630246,51.246870596,51.246870596,55.581545783,59.208103626,55.345506669,55.345506669,Retail,48.753129404,57.394824705
1582,50,25834.271482,468045.16616,735841.40939,171695006.74,664601.69727,188,0,1,31,2658.5927891,1,35.116468067,3.2788867597,61.148272036,24.872039212,91.83239711,95.414030808,97.525992757,48.889501696,79.924077448,27.207627404,31.753722113,33.181208954,33.181208954,31.103916519,80.609841753,48.298322409,48.298322409,Corpor,66.818791046,55.856879136
1583,60,17440.97724,299625.43567,405907.47081,222165929,1273815.8301,151,1,0,16,5095.3593202,1,50.343689066,3.7987317191,74.286460713,20.255583222,91.254134267,28.895451408,83.892571577,11.909054313,88.915362861,79.635958327,3.0551032396,42.809627166,42.809627166,37.17111618,41.565692433,40.515478593,40.515478593,SME,57.190372834,39.368404306
1584,60,12166.946417,194164.78489,302348.46474,50183186.909,412455.06627,268,0,0,76,1650.2762651,1,7.3557928205,67.315520975,11.280976003,98.632309446,31.121422793,59.378555277,7.3193567107,77.630970045,9.2653423315,39.638616494,13.789341901,28.650763266,28.650763266,46.146149811,48.109627344,40.968846807,40.968846807,Retail,71.349236734,47.127888578
1585,22,27636.990144,252955.521,431847.71587,53423158.089,193303.0978,277,1,1,62,773.58439121,1,46.664467477,77.576761483,3.8268477656,26.092445641,0.5782719702,69.835929805,21.2165226,69.52162236,80.31610467,37.974512461,44.116216153,42.689358909,42.689358909,38.540130592,53.524691588,44.918060363,44.918060363,Corpor,57.310641091,46.03241109
1586,38,25086.299366,483720.44303,822780.92358,3656014888.6,14573751.334,244,1,0,31,58295.191337,1,17.646626383,48.360294616,46.881154715,62.531369436,60.698343907,77.467275108,97.242366732,68.117517908,5.4216682678,5.9981508646,97.24848622,37.629358571,37.629358571,43.854861287,80.942386583,54.142202147,54.142202147,SME,62.370641429,62.398623935
1587,31,27836.195485,194397.54259,238363.89787,42086211.037,151192.39646,265,1,0,81,605.25558583,1,21.405712329,98.26058438,0.9105846053,5.9713568538,12.164251623,93.273400795,0.7458705455,46.898875688,90.935583087,11.561396974,63.51790193,40.192293772,40.192293772,31.637059542,46.972715676,39.600689663,39.600689663,Retail,59.807706228,39.304887609
