cust_id,region,sector,loan_amount,flood_risk_raw,storm_risk_raw,drought_risk_raw,heat_stress_raw,flood_index_100,storm_index_100,drought_index_100,heat_index_100,flood_score_1000,storm_score_1000,drought_score_1000,heat_score_1000,hazard_index_100,hazard_score_1000
329,Gulf_Coast_Urban,RealEstate,66244.0,0.004188,0.403693,0.571993,0.564653,65.15866,37.961604,94.907811,3.232646,651.5866,379.616036,949.078107,32.326464,50.31518,503.151802
330,Gulf_Coast_Urban,Retail,50000.0,0.001098,0.274956,0.379745,1.009479,5.729778,21.869456,59.953632,25.473961,57.297775,218.694559,599.536325,254.73961,28.256707,282.567067
331,Gulf_Coast_Urban,Agriculture,50000.0,0.000917,0.271433,0.278313,1.355814,2.242887,21.429075,41.511419,42.790698,22.428868,214.290751,415.114186,427.906979,26.99352,269.935196
332,South_Asia_Coast,RealEstate,87141.0,0.002633,0.402088,0.148083,0.810889,35.252846,37.760984,17.83331,15.544444,352.528463,377.609836,178.333104,155.44444,26.597896,265.978961
333,EastAfrica_Droug,RealEstate,50000.0,0.004399,0.882661,0.19057,2.45947,69.217028,97.832631,25.558101,97.973494,692.170277,978.32631,255.581013,979.734944,72.645314,726.453136
334,EastAfrica_Droug,RealEstate,53483.0,0.002518,0.868055,0.521333,0.944782,33.041793,96.006926,85.696938,22.239103,330.417927,960.069255,856.969384,222.391026,59.24619,592.461898
335,EastAfrica_Droug,Retail,191461.0,0.004272,0.742763,0.081321,1.855722,66.77333,80.345423,5.694638,67.786085,667.733301,803.454229,56.946378,677.860854,55.149869,551.49869
336,EastAfrica_Droug,Retail,50000.0,0.00426,0.296374,0.136264,1.408225,66.545814,24.546725,15.684292,45.411269,665.458143,245.46725,156.84292,454.112686,38.047025,380.47025
337,South_Asia_Coast,Banking,301659.0,0.004994,0.711143,0.155946,1.610296,80.655462,76.39291,19.262909,55.514785,806.554623,763.929103,192.629085,555.147855,57.956517,579.565167
338,South_Asia_Coast,Retail,108221.0,0.001317,0.112291,0.088874,2.36536,9.948561,1.536345,7.06797,93.267999,99.485615,15.363449,70.679695,932.679992,27.955219,279.552188
339,SE_Asia_StormBel,Steel,50000.0,0.003801,0.145079,0.427102,1.563108,57.712889,5.634906,68.56399,53.155384,577.128891,56.349057,685.639899,531.553842,46.266792,462.667922
340,EastAfrica_Droug,Retail,50000.0,0.001125,0.768586,0.5897,1.110453,6.249712,83.573277,98.127188,30.522649,62.49712,835.732766,981.271877,305.22649,54.618206,546.182063
341,SE_Asia_StormBel,Retail,50000.0,0.001715,0.551389,0.12656,0.941629,17.594714,56.42366,13.919977,22.081431,175.94714,564.236602,139.199775,220.814308,27.504946,275.049456
342,SE_Asia_StormBel,Retail,99704.0,0.002493,0.398646,0.489413,2.283986,32.55009,37.330768,79.893261,89.199287,325.500903,373.307675,798.932608,891.99287,59.743351,597.433514
343,Gulf_Coast_Urban,Agriculture,172752.0,0.004478,0.692367,0.147078,2.47345,70.738924,74.045836,17.65054,98.672507,707.38924,740.45836,176.505397,986.725066,65.276952,652.769516
344,Gulf_Coast_Urban,Retail,50000.0,0.005864,0.19149,0.585579,1.003664,97.387798,11.436298,97.378059,25.183216,973.877975,114.362984,973.780588,251.832159,57.846343,578.463427
345,Gulf_Coast_Urban,Steel,50000.0,0.002581,0.329349,0.328878,1.943867,34.252081,28.668646,50.705116,72.193374,342.520814,286.686461,507.051162,721.933738,46.454804,464.548044
346,SE_Asia_StormBel,RealEstate,79888.0,0.00351,0.682087,0.516134,1.511505,52.114449,72.760856,84.75161,50.575249,521.144485,727.608562,847.516097,505.752486,65.050541,650.505408
347,SE_Asia_StormBel,Agriculture,50000.0,0.002147,0.265735,0.143806,1.897166,25.90556,20.716882,17.055594,69.8583,259.055595,207.168823,170.555944,698.582998,33.384084,333.84084
348,EastAfrica_Droug,OilGas,50000.0,0.004313,0.580514,0.536891,2.428429,67.548962,60.064263,88.525665,96.421457,675.489621,600.642631,885.256654,964.214573,78.140087,781.40087
349,Gulf_Coast_Urban,Retail,76820.0,0.002706,0.458131,0.094902,1.052173,36.658587,44.766325,8.16392,27.608673,366.585868,447.66325,81.639197,276.086728,29.299376,292.993761
350,SE_Asia_StormBel,Banking,160426.0,0.003304,0.261891,0.062591,1.979892,48.159617,20.236382,2.289222,73.994598,481.596173,202.363824,22.892217,739.945982,36.169955,361.699549
351,SE_Asia_StormBel,Banking,108185.0,0.003753,0.810706,0.439928,1.375894,56.781288,88.838271,70.89605,43.794681,567.812876,888.38271,708.960496,437.946811,65.077572,650.775723
352,South_Asia_Coast,RealEstate,84423.0,0.004368,0.448422,0.108587,1.805068,68.624233,43.552756,10.65211,65.253411,686.24233,435.527559,106.521104,652.534113,47.020628,470.206277
353,SE_Asia_StormBel,RealEstate,52796.0,0.001112,0.579072,0.526191,1.313304,6.005166,59.883998,86.580195,40.665192,60.051661,598.839976,865.801955,406.651916,48.283638,482.836377
354,Gulf_Coast_Urban,Agriculture,50000.0,0.003685,0.30243,0.391701,1.916672,55.490109,25.303764,62.12742,70.833598,554.901094,253.037635,621.274202,708.33598,53.438723,534.387228
355,EastAfrica_Droug,Banking,79091.0,0.003042,0.377444,0.23204,1.175003,43.11641,34.680496,33.098164,33.750158,431.164098,346.804955,330.981643,337.501578,36.161307,361.613069
356,SE_Asia_StormBel,OilGas,106317.0,0.001496,0.139187,0.202501,1.47671,13.376509,4.898384,27.72748,48.83551,133.765086,48.983839,277.274798,488.355098,23.709471,237.094705
357,EastAfrica_Droug,AutoManufacturing,50000.0,0.001882,0.486571,0.09506,1.917587,20.803667,48.321433,8.192804,70.879364,208.036668,483.214333,81.928036,708.793645,37.049317,370.49317
358,SE_Asia_StormBel,Banking,50000.0,0.005396,0.375877,0.427694,0.585414,88.389009,34.484607,68.671692,4.27068,883.890091,344.846074,686.716922,42.706798,48.953997,489.539971
359,South_Asia_Coast,Banking,145516.0,0.005333,0.363523,0.554365,1.156179,87.177601,32.940377,91.70276,32.808953,871.776009,329.403771,917.027603,328.089531,61.157423,611.574229
360,SE_Asia_StormBel,Steel,50000.0,0.000973,0.811955,0.466225,1.592369,3.333025,88.994329,75.677195,54.61847,33.330254,889.943291,756.771953,546.184703,55.655755,556.55755
361,Gulf_Coast_Urban,AutoManufacturing,50000.0,0.004385,0.663096,0.390667,0.64827,68.940149,70.38699,61.939445,7.413518,689.401491,703.869898,619.394448,74.135178,52.170025,521.700254
362,SE_Asia_StormBel,RealEstate,55786.0,0.003682,0.465832,0.11529,1.906314,55.418731,45.728953,11.870824,70.315677,554.187313,457.289526,118.708238,703.156771,45.833546,458.335462
363,Gulf_Coast_Urban,AutoManufacturing,101971.0,0.005687,0.256281,0.505196,2.126574,93.981584,19.535121,82.762932,81.328696,939.815843,195.351207,827.629318,813.286956,69.402083,694.020831
364,SE_Asia_StormBel,Banking,75710.0,0.005522,0.878601,0.580961,0.826655,90.800571,97.32514,96.538391,16.332731,908.005711,973.251404,965.383914,163.32731,75.249208,752.492085
365,South_Asia_Coast,RealEstate,71354.0,0.003814,0.159812,0.19455,1.966926,57.956191,7.476529,26.281732,73.3463,579.561913,74.765291,262.817318,733.463001,41.265188,412.651881
366,Gulf_Coast_Urban,AutoManufacturing,201651.0,0.001523,0.208885,0.2812,1.7924,13.895492,13.610604,42.03633,64.620013,138.954921,136.106035,420.363304,646.200135,33.54061,335.406099
367,South_Asia_Coast,RealEstate,50000.0,0.003191,0.316257,0.057728,1.321757,45.981502,27.032154,1.405109,41.087848,459.815024,270.321539,14.051094,410.878479,28.876653,288.766534
368,South_Asia_Coast,RealEstate,50000.0,0.004571,0.863623,0.507548,0.829976,72.516437,95.452836,83.19047,16.498813,725.164367,954.528355,831.904697,164.988132,66.914639,669.146388
369,Gulf_Coast_Urban,Agriculture,135629.0,0.005749,0.323106,0.06141,2.409757,95.173664,27.888211,2.074561,95.487836,951.736635,278.882105,20.745607,954.878362,55.156068,551.560677
370,EastAfrica_Droug,OilGas,72023.0,0.002692,0.493141,0.31758,1.428022,36.382941,49.142632,48.650832,46.401098,363.829406,491.426322,486.508321,464.010977,45.144376,451.443757
371,EastAfrica_Droug,RealEstate,50000.0,0.00488,0.708932,0.367058,0.867287,78.467148,76.116473,57.646947,18.364345,784.671476,761.164729,576.469469,183.643452,57.648728,576.487282
372,EastAfrica_Droug,Steel,50000.0,0.004353,0.843349,0.080548,1.936328,68.334075,92.918563,5.554192,71.816425,683.340753,929.185634,55.541921,718.164246,59.655814,596.558138
373,EastAfrica_Droug,Banking,50000.0,0.001207,0.584072,0.146617,1.715796,7.829278,60.509001,17.56679,60.789796,78.292777,605.090009,175.667898,607.897956,36.673716,366.73716
374,South_Asia_Coast,Banking,72066.0,0.003701,0.407422,0.484959,2.132396,55.797685,38.42774,79.083397,81.619799,557.97685,384.277403,790.833975,816.19799,63.732155,637.321554
375,EastAfrica_Droug,Steel,50000.0,0.001754,0.888407,0.188894,2.492193,18.350883,98.550865,25.253369,99.609671,183.508834,985.50865,252.533688,996.096712,60.441197,604.411971
376,Gulf_Coast_Urban,Retail,103324.0,0.004354,0.12093,0.448597,0.589734,68.354929,2.616263,72.472216,4.486717,683.549292,26.162625,724.722165,44.867166,36.982531,369.825312
377,South_Asia_Coast,RealEstate,50000.0,0.003972,0.765739,0.462053,1.978632,61.008485,83.217317,74.918724,73.931576,610.084847,832.173166,749.187238,739.315759,73.269025,732.690253
378,EastAfrica_Droug,RealEstate,50000.0,0.00586,0.321944,0.274025,2.478262,97.304809,27.742982,40.731837,98.913089,973.048092,277.429819,407.318374,989.130889,66.173179,661.731793
379,South_Asia_Coast,RealEstate,144033.0,0.005664,0.753961,0.085063,1.576463,93.538267,81.745181,6.375109,53.823164,935.382665,817.451813,63.751089,538.231639,58.87043,588.704302
380,Gulf_Coast_Urban,AutoManufacturing,364075.0,0.000849,0.229734,0.055944,1.931404,0.937283,16.216688,1.080664,71.570205,9.372834,162.166878,10.806644,715.702054,22.45121,224.512103
381,EastAfrica_Droug,RealEstate,84953.0,0.001216,0.377455,0.320882,1.382221,8.002943,34.681842,49.251363,44.111051,80.02943,346.818415,492.513632,441.110515,34.0118,340.117998
382,South_Asia_Coast,RealEstate,50000.0,0.004799,0.144777,0.0893,1.213547,76.913431,5.597133,7.145432,35.677371,769.134311,55.971327,71.454319,356.773714,31.333342,313.333418
383,SE_Asia_StormBel,Steel,50000.0,0.004365,0.259698,0.44956,1.892916,68.564307,19.962226,72.64725,69.645809,685.643073,199.622256,726.472496,696.458092,57.704898,577.048979
384,South_Asia_Coast,OilGas,73826.0,0.004965,0.582234,0.259453,2.476179,80.09456,60.279234,38.082394,98.80894,800.945599,602.792336,380.823941,988.089404,69.316282,693.16282
385,South_Asia_Coast,OilGas,99647.0,0.002187,0.709202,0.425809,0.683333,26.681492,76.150206,68.328985,9.166642,266.814923,761.502056,683.289848,91.666416,45.081831,450.818311
386,South_Asia_Coast,Retail,60205.0,0.005216,0.828981,0.274489,1.344243,84.932277,91.122679,40.81617,42.212148,849.322769,911.226794,408.161701,422.12148,64.770819,647.708186
387,Gulf_Coast_Urban,Steel,122559.0,0.003101,0.195748,0.395585,2.381238,44.241947,11.968554,62.833602,94.06188,442.419472,119.685537,628.336017,940.618803,53.276496,532.764957
388,Gulf_Coast_Urban,RealEstate,201010.0,0.002162,0.212458,0.50816,0.725597,26.190848,14.057285,83.301787,11.279829,261.908485,140.572852,833.01787,112.798293,33.707437,337.074375
389,South_Asia_Coast,OilGas,50000.0,0.000855,0.85102,0.536449,1.801867,1.060775,93.877555,88.445298,65.093331,10.607748,938.775551,884.452978,650.933312,62.11924,621.192397
390,South_Asia_Coast,Agriculture,75753.0,0.005331,0.71278,0.059286,1.36033,87.136403,76.597466,1.688284,43.016481,871.364035,765.974659,16.882841,430.164811,52.109659,521.096586
391,South_Asia_Coast,Agriculture,50000.0,0.003584,0.531801,0.405028,1.253785,53.534385,53.975146,64.550571,37.689242,535.343849,539.751456,645.505713,376.892417,52.437336,524.373359
392,Gulf_Coast_Urban,Agriculture,50000.0,0.005872,0.48138,0.360274,0.91888,97.538208,47.672557,56.413462,20.943977,975.382084,476.725565,564.134624,209.439774,55.642051,556.420512
393,Gulf_Coast_Urban,RealEstate,106499.0,0.004516,0.226173,0.400371,0.852669,71.468139,15.771592,63.70382,17.633427,714.68139,157.71592,637.038201,176.334273,42.144245,421.442446
394,South_Asia_Coast,RealEstate,57674.0,0.001218,0.403441,0.081952,1.532573,8.041714,37.930134,5.809494,51.62867,80.417143,379.301338,58.094938,516.2867,25.852503,258.52503
395,Gulf_Coast_Urban,Retail,50000.0,0.003859,0.398084,0.088443,1.254874,58.819119,37.260477,6.989624,37.743721,588.191186,372.604771,69.89624,377.437213,35.203235,352.032353
396,South_Asia_Coast,Banking,138681.0,0.000889,0.618677,0.323339,1.483089,1.712454,64.834649,49.69801,49.154438,17.12454,648.346495,496.980101,491.544384,41.349888,413.49888
397,South_Asia_Coast,Retail,50000.0,0.0037,0.579124,0.081413,0.891875,55.778185,59.890496,5.711491,19.593746,557.781854,598.904958,57.114912,195.937459,35.24348,352.434796
398,Gulf_Coast_Urban,Retail,118268.0,0.002621,0.147769,0.477026,1.200404,35.020166,5.971103,77.641079,35.020175,350.201663,59.71103,776.410785,350.201752,38.413131,384.131308
399,South_Asia_Coast,AutoManufacturing,90233.0,0.004145,0.778784,0.474862,2.492835,64.329583,84.848014,77.247677,99.641767,643.295835,848.48014,772.476775,996.417671,81.51676,815.167605
400,South_Asia_Coast,Agriculture,50000.0,0.003616,0.850038,0.114528,1.236142,54.157421,93.754773,11.732405,36.807083,541.574206,937.54773,117.324051,368.070828,49.11292,491.129204
401,EastAfrica_Droug,RealEstate,119985.0,0.002159,0.724167,0.300282,1.325418,26.135032,78.020838,45.505789,41.270916,261.350323,780.208382,455.057895,412.709162,47.733144,477.33144
402,South_Asia_Coast,Agriculture,77257.0,0.001644,0.242708,0.37724,0.539752,16.235061,17.838438,59.498094,1.987606,162.350609,178.38438,594.980944,19.876062,23.8898,238.897999
403,SE_Asia_StormBel,Retail,68874.0,0.002904,0.237735,0.522695,1.261652,40.471149,17.216833,85.944574,38.08258,404.711486,172.168329,859.445735,380.825797,45.428784,454.287837
404,South_Asia_Coast,RealEstate,50000.0,0.005932,0.68089,0.593636,2.026783,98.683631,72.611217,98.842996,76.339134,986.836315,726.112165,988.429963,763.391341,86.619245,866.192446
405,Gulf_Coast_Urban,Steel,50000.0,0.003066,0.452694,0.059472,1.531194,43.569864,44.086762,1.722136,51.55968,435.698641,440.867616,17.221359,515.596796,35.23461,352.346103
406,South_Asia_Coast,OilGas,50000.0,0.004694,0.723043,0.311987,1.814091,74.878714,77.880386,47.633909,65.704542,748.787138,778.803855,476.339094,657.045416,66.524388,665.243876
407,Gulf_Coast_Urban,OilGas,50000.0,0.001096,0.160383,0.491807,1.613104,5.697353,7.547901,80.328479,55.655214,56.973526,75.479011,803.284786,556.552138,37.307237,373.072365
408,EastAfrica_Droug,Retail,118337.0,0.00277,0.673149,0.487726,0.710982,37.886576,71.643649,79.586511,10.549106,378.865764,716.43649,795.865106,105.49106,49.916461,499.164605
409,South_Asia_Coast,Banking,50000.0,0.003818,0.439277,0.348009,1.164289,58.032304,42.409596,54.18338,33.214439,580.323037,424.095957,541.833796,332.144391,46.95993,469.599295
410,EastAfrica_Droug,Agriculture,194186.0,0.004706,0.124788,0.150242,1.888466,75.119651,3.098489,18.225762,69.423308,751.196513,30.984892,182.257617,694.233082,41.466803,414.668026
411,Gulf_Coast_Urban,Steel,202902.0,0.003548,0.536126,0.357503,1.595878,52.838366,54.515796,55.909633,54.79389,528.383657,545.157956,559.096329,547.938904,54.514421,545.144212
412,South_Asia_Coast,RealEstate,50000.0,0.00348,0.659229,0.265355,1.849922,51.529555,69.903585,39.155425,67.496107,515.295546,699.03585,391.554251,674.961069,57.021168,570.211679
413,South_Asia_Coast,Banking,183737.0,0.004772,0.522592,0.275014,1.220361,76.390691,52.823954,40.911655,36.018049,763.906913,528.239544,409.116553,360.180488,51.536087,515.360875
414,SE_Asia_StormBel,Agriculture,50000.0,0.002429,0.198304,0.230768,0.887378,31.328772,12.287994,32.866842,19.368908,313.287717,122.879942,328.66842,193.689084,23.963129,239.631291
415,SE_Asia_StormBel,Retail,147517.0,0.001271,0.752727,0.129468,2.159628,9.061052,81.590912,14.448695,82.981404,90.610521,815.909121,144.486949,829.814037,47.020516,470.205157
416,Gulf_Coast_Urban,Agriculture,50000.0,0.002605,0.353668,0.456031,1.252602,34.715047,31.708483,73.823904,37.630116,347.150471,317.08483,738.239035,376.301159,44.469387,444.693874
417,Gulf_Coast_Urban,Retail,136865.0,0.001627,0.837168,0.439668,1.810022,15.899624,92.145987,70.848808,65.501099,158.996235,921.459868,708.488079,655.010994,61.098879,610.988794
418,Gulf_Coast_Urban,AutoManufacturing,50000.0,0.005823,0.8255,0.348558,1.262493,96.59442,90.687546,54.283216,38.124636,965.944204,906.875456,542.832163,381.246363,69.922455,699.224547
419,South_Asia_Coast,OilGas,142384.0,0.003803,0.26029,0.245138,2.354507,57.751155,20.036245,35.479566,92.725356,577.511547,200.362446,354.795655,927.253557,51.49808,514.980801
420,South_Asia_Coast,Banking,167856.0,0.003122,0.481092,0.502477,2.483879,44.660043,47.636538,82.268496,99.193931,446.600431,476.365383,822.684965,991.939315,68.439752,684.397523
421,South_Asia_Coast,OilGas,50000.0,0.005543,0.209892,0.137945,1.797858,91.205188,13.736552,15.990048,64.89288,912.051878,137.365524,159.900478,648.928801,46.456167,464.56167
422,South_Asia_Coast,Agriculture,244216.0,0.005482,0.642198,0.289014,1.704302,90.036139,67.774699,43.457008,60.215121,900.361387,677.746989,434.570083,602.151209,65.370742,653.707417
423,EastAfrica_Droug,Steel,135239.0,0.002962,0.781534,0.409431,2.181654,41.569728,85.191695,65.351167,84.082698,415.697279,851.916945,653.511669,840.82698,69.048822,690.488218
424,SE_Asia_StormBel,RealEstate,50000.0,0.005349,0.618699,0.501824,1.532464,87.472736,64.837329,82.149816,51.62318,874.727362,648.373294,821.498161,516.231795,71.520765,715.207653
425,EastAfrica_Droug,Retail,50000.0,0.001133,0.30838,0.407286,2.239012,6.402593,26.047485,64.96103,86.95059,64.025933,260.474849,649.610301,869.505901,46.090425,460.904246
426,SE_Asia_StormBel,RealEstate,137322.0,0.005406,0.161052,0.114737,1.325877,88.571915,7.631474,11.770424,41.293829,885.719145,76.314745,117.704237,412.938288,37.31691,373.169104
427,Gulf_Coast_Urban,OilGas,106776.0,0.002415,0.155408,0.105711,0.563794,31.058353,6.926048,10.129281,3.189709,310.583529,69.260476,101.292814,31.897088,12.825848,128.258477
428,South_Asia_Coast,Steel,65475.0,0.003739,0.588742,0.077738,2.353181,56.512228,61.092808,5.043234,92.659034,565.122284,610.928081,50.432342,926.590338,53.826826,538.268261
429,Gulf_Coast_Urban,Steel,125790.0,0.002202,0.862663,0.357987,1.943057,26.968858,95.33286,55.997674,72.152847,269.688583,953.328603,559.976741,721.528471,62.61306,626.1306
430,EastAfrica_Droug,RealEstate,50000.0,0.005921,0.656223,0.183617,1.521534,98.479956,69.527818,24.293943,51.076712,984.799557,695.278178,242.939427,510.767121,60.844607,608.446071
431,EastAfrica_Droug,OilGas,62186.0,0.001173,0.684501,0.137742,2.389787,7.177998,73.062617,15.953028,94.489374,71.779983,730.626167,159.530282,944.893738,47.670754,476.707543
432,South_Asia_Coast,RealEstate,50000.0,0.003124,0.36344,0.096735,2.273536,44.695529,32.930034,8.497268,88.676804,446.955287,329.300336,84.972682,886.768045,43.699909,436.999087
433,SE_Asia_StormBel,Agriculture,66692.0,0.004029,0.568831,0.402983,0.716852,62.098815,58.603856,64.178733,10.842598,620.988155,586.038556,641.787331,108.425977,48.931,489.310005
434,EastAfrica_Droug,Steel,133362.0,0.004001,0.35328,0.464378,1.748795,61.561225,31.659999,75.341398,62.439744,615.612252,316.599986,753.413983,624.397445,57.750592,577.505917
435,EastAfrica_Droug,Steel,111887.0,0.004642,0.821333,0.521771,1.576208,73.875839,90.166575,85.776519,53.810414,738.75839,901.665747,857.76519,538.104138,75.907337,759.073366
436,South_Asia_Coast,Agriculture,71561.0,0.004567,0.206011,0.377477,2.052948,72.441533,13.251398,59.541283,77.647377,724.415326,132.513982,595.412833,776.473772,55.720398,557.203978
437,EastAfrica_Droug,OilGas,132158.0,0.004924,0.60562,0.24483,1.101536,79.314271,63.20245,35.423607,30.076793,793.142705,632.024498,354.236074,300.767932,52.00428,520.042802
438,South_Asia_Coast,Steel,142992.0,0.002018,0.684676,0.308728,0.516231,23.428741,73.084484,47.041413,0.811565,234.287409,730.844836,470.414133,8.115652,36.091551,360.915508
439,South_Asia_Coast,Banking,252170.0,0.002727,0.658792,0.399883,0.870799,37.050649,69.849011,63.615056,18.53996,370.506493,698.490106,636.150557,185.399601,47.263669,472.636689
440,EastAfrica_Droug,AutoManufacturing,152356.0,0.002787,0.305853,0.442151,0.921881,38.203312,25.731667,71.30025,21.094058,382.033116,257.31667,713.002503,210.940584,39.082322,390.823218
441,EastAfrica_Droug,AutoManufacturing,101229.0,0.00577,0.488825,0.404663,1.082833,95.583966,48.603173,64.484121,29.141637,955.839661,486.031734,644.84121,291.416372,59.453224,594.532244
442,South_Asia_Coast,AutoManufacturing,126408.0,0.002928,0.630677,0.579047,1.240786,40.931186,66.334683,96.190416,37.039285,409.311857,663.346831,961.904159,370.392848,60.123892,601.238924
443,Gulf_Coast_Urban,Retail,72755.0,0.001954,0.844755,0.462615,1.91311,22.186921,93.094313,75.020884,70.655479,221.869211,930.943132,750.208841,706.554794,65.239399,652.393995
444,Gulf_Coast_Urban,Banking,50000.0,0.004088,0.499728,0.462842,0.64849,63.234443,49.965999,75.062108,7.424487,632.344426,499.659985,750.621084,74.244875,48.921759,489.217593
445,South_Asia_Coast,Retail,119861.0,0.003022,0.340407,0.500893,1.473095,42.726691,30.050882,81.980555,48.654728,427.266915,300.508821,819.805546,486.547276,50.853214,508.532139
446,South_Asia_Coast,OilGas,109721.0,0.0021,0.409217,0.303208,1.497287,25.008006,38.652093,46.037839,49.864368,250.080063,386.520934,460.378391,498.643681,39.890577,398.905767
447,South_Asia_Coast,Agriculture,75627.0,0.004519,0.533055,0.195171,1.73174,71.513547,54.131903,26.394653,61.586979,715.135474,541.319028,263.946532,615.869786,53.40677,534.067705
448,South_Asia_Coast,RealEstate,51243.0,0.001798,0.881087,0.498931,1.121095,19.192529,97.635881,81.623897,31.054746,191.925287,976.358806,816.238968,310.547457,57.376763,573.767629
449,Gulf_Coast_Urban,Banking,50000.0,0.004093,0.602665,0.305299,1.019578,63.335404,62.833161,46.418002,25.97889,633.354041,628.331607,464.180025,259.788896,49.641364,496.413642
450,EastAfrica_Droug,OilGas,50000.0,0.003039,0.223789,0.383947,1.46777,43.053071,15.473616,60.717597,48.388491,430.53071,154.736161,607.175971,483.884911,41.908194,419.081938
451,South_Asia_Coast,RealEstate,163500.0,0.00246,0.774515,0.286275,1.819216,31.916716,84.314409,42.959142,65.960799,319.167164,843.144088,429.591416,659.607989,56.287766,562.877664
452,SE_Asia_StormBel,OilGas,153697.0,0.005719,0.245158,0.267832,0.589184,94.598227,18.14472,39.605841,4.459207,945.982267,181.447197,396.058411,44.592071,39.201999,392.019987
453,Gulf_Coast_Urban,Retail,148509.0,0.002487,0.130997,0.419193,1.087164,32.440751,3.87462,67.126049,29.358184,324.407508,38.746199,671.260487,293.581842,33.199901,331.999009
454,South_Asia_Coast,AutoManufacturing,50000.0,0.002607,0.180168,0.415939,2.074621,34.750737,10.020995,66.534378,78.731031,347.507374,100.209954,665.343783,787.310315,47.509286,475.092857
455,EastAfrica_Droug,Agriculture,50000.0,0.005327,0.728897,0.219963,1.468379,87.063836,78.612177,30.902416,48.418954,870.638364,786.121768,309.024162,484.189542,61.249346,612.493459
456,SE_Asia_StormBel,Retail,50000.0,0.001471,0.821517,0.153942,2.403652,12.904336,90.189568,18.898491,95.18258,129.043363,901.895675,188.984907,951.825803,54.293744,542.937437
457,EastAfrica_Droug,Agriculture,50000.0,0.001362,0.314563,0.122228,2.235083,10.806875,26.820325,13.132436,86.754173,108.06875,268.203254,131.324358,867.541729,34.378452,343.784523
458,SE_Asia_StormBel,Banking,265687.0,0.00227,0.498488,0.112578,1.18789,28.270778,49.810977,11.377863,34.394498,282.707784,498.109771,113.778628,343.944979,30.963529,309.63529
459,EastAfrica_Droug,RealEstate,82485.0,0.003877,0.577778,0.499735,1.952542,59.163592,59.722302,81.76998,72.6271,591.635923,597.223016,817.699804,726.270995,68.320743,683.207435
460,EastAfrica_Droug,OilGas,77877.0,0.002798,0.434952,0.207382,1.048617,38.430016,41.869042,28.614963,27.430849,384.30016,418.690416,286.149633,274.308486,34.086217,340.862174
461,EastAfrica_Droug,Steel,50000.0,0.003964,0.152259,0.423198,0.850593,60.855448,6.532402,67.854192,17.529649,608.554481,65.324019,678.541916,175.29649,38.192923,381.929226
462,SE_Asia_StormBel,Steel,119333.0,0.001631,0.145322,0.208083,2.262041,15.975063,5.665274,28.742449,88.102037,159.750631,56.652739,287.424486,881.020366,34.621206,346.212056
463,South_Asia_Coast,Agriculture,345666.0,0.00216,0.452279,0.416716,1.200499,26.145085,44.034936,66.67565,35.024928,261.450849,440.349364,666.756502,350.24928,42.97015,429.701499
464,SE_Asia_StormBel,AutoManufacturing,63880.0,0.003739,0.738294,0.591277,0.906836,56.516233,79.786765,98.414089,20.341804,565.162334,797.867651,984.140886,203.418043,63.764723,637.647229
465,South_Asia_Coast,AutoManufacturing,50000.0,0.001929,0.167704,0.086276,2.429953,21.71492,8.462974,6.595684,96.49765,217.149202,84.629736,65.956841,964.9765,33.317807,333.17807
466,Gulf_Coast_Urban,Agriculture,55689.0,0.002999,0.264541,0.409566,0.562058,42.280463,20.567571,65.375599,3.102881,422.80463,205.675714,653.755988,31.028806,32.831628,328.316285
467,Gulf_Coast_Urban,Retail,50000.0,0.003778,0.315814,0.20542,1.233799,57.264788,26.976787,28.258265,36.689935,572.647877,269.767873,282.582654,366.89935,37.297444,372.974438
468,South_Asia_Coast,Steel,59737.0,0.005863,0.547301,0.095591,0.576836,97.36509,55.912602,8.289335,3.841789,973.650902,559.126019,82.893354,38.417894,41.352204,413.522042
469,Gulf_Coast_Urban,Retail,50000.0,0.001215,0.134557,0.093437,1.508201,7.988666,4.319603,7.897599,50.41003,79.886658,43.196026,78.975994,504.100297,17.653974,176.539744
470,South_Asia_Coast,RealEstate,50000.0,0.003194,0.788034,0.254415,1.302351,46.041398,86.004281,37.166409,40.117542,460.413979,860.042808,371.664088,401.175421,52.332407,523.324074
471,EastAfrica_Droug,Steel,58865.0,0.002861,0.476581,0.347336,1.941338,39.627096,47.07267,54.061125,72.066887,396.270961,470.726699,540.61125,720.668872,53.206945,532.069445
472,South_Asia_Coast,RealEstate,63887.0,0.005086,0.488186,0.406012,2.408069,82.424125,48.523251,64.729402,95.403449,824.241249,485.232514,647.294022,954.034489,72.770057,727.700569
473,EastAfrica_Droug,OilGas,50000.0,0.005482,0.361215,0.36214,1.539378,90.029712,32.651901,56.752763,51.968884,900.297119,326.519006,567.52763,519.688839,57.850815,578.508148
474,South_Asia_Coast,Retail,192064.0,0.005516,0.269602,0.543875,1.070799,90.701317,21.20026,89.795528,28.539958,907.013169,212.002597,897.95528,285.399577,57.559266,575.592656
475,SE_Asia_StormBel,Agriculture,83483.0,0.002751,0.390935,0.134444,2.244351,37.513931,36.36691,15.353409,87.217564,375.139313,363.669098,153.534094,872.175639,44.112954,441.129536
476,South_Asia_Coast,Steel,108442.0,0.002384,0.83072,0.505954,1.70908,30.465515,91.340021,82.900657,60.453978,304.655147,913.400212,829.006566,604.539781,66.290043,662.900426
