cust_id,region,sector,loan_amount,emissions_intensity_raw,transition_risk_raw,emissions_index_100,transition_index_100,emissions_score_1000,transition_score_1000,transition_combined_index_100,transition_combined_score_1000
1412,EastAfrica_Droug,Retail,63180.0,1.930243,0.855643,96.328588,76.727872,963.285876,767.278722,84.568158,845.681584
1413,Gulf_Coast_Urban,Retail,50000.0,1.569371,0.310035,77.335306,24.765191,773.353065,247.651911,45.793237,457.932372
1414,EastAfrica_Droug,AutoManufacturing,50000.0,0.995529,0.118206,47.133089,6.49579,471.330893,64.957897,22.75071,227.507095
1415,SE_Asia_StormBel,RealEstate,50000.0,1.81368,0.439505,90.193677,37.095672,901.936766,370.956724,58.334874,583.348741
1416,South_Asia_Coast,AutoManufacturing,126109.0,0.525518,0.332234,22.395695,26.879404,223.956953,268.794036,25.08592,250.859203
1417,EastAfrica_Droug,Banking,101722.0,0.50702,0.590522,21.422091,51.478309,214.220908,514.783086,39.455821,394.558215
1418,EastAfrica_Droug,Retail,184597.0,1.160648,0.052457,55.8236,0.233963,558.236002,2.339631,22.469818,224.698179
1419,Gulf_Coast_Urban,Retail,60007.0,1.656188,0.76364,81.904629,67.965737,819.046289,679.65737,73.541294,735.412938
1420,South_Asia_Coast,Banking,141895.0,0.217994,0.513764,6.210215,44.168029,62.102153,441.680287,28.984903,289.849033
1421,Gulf_Coast_Urban,RealEstate,50000.0,1.590925,0.322439,78.469741,25.946567,784.697409,259.465667,46.955836,469.558364
1422,SE_Asia_StormBel,RealEstate,50000.0,1.903714,0.334763,94.932337,27.120266,949.323366,271.202656,54.245094,542.45094
1423,EastAfrica_Droug,Agriculture,50000.0,1.137396,0.094425,54.599797,4.23098,545.997971,42.309795,24.378507,243.785066
1424,EastAfrica_Droug,Steel,50779.0,0.505759,0.283744,21.355719,22.261288,213.55719,222.61288,21.89906,218.990604
1425,South_Asia_Coast,Steel,79887.0,1.300176,0.174459,63.167157,11.853232,631.671575,118.532317,32.378802,323.78802
1426,South_Asia_Coast,Agriculture,166822.0,0.473973,0.508358,19.682798,43.65314,196.827983,436.531395,34.065003,340.65003
1427,EastAfrica_Droug,Steel,77471.0,0.841894,0.568965,39.04707,49.425208,390.470701,494.252083,45.273953,452.73953
1428,South_Asia_Coast,Retail,364367.0,1.429298,0.91468,69.963036,82.350517,699.63036,823.505168,77.395524,773.955245
1429,SE_Asia_StormBel,Agriculture,65898.0,0.824581,0.644017,38.135835,56.573073,381.358347,565.730725,49.198177,491.981774
1430,South_Asia_Coast,Agriculture,64899.0,1.020296,0.666697,48.436647,58.733066,484.366469,587.330663,54.614499,546.144985
1431,Gulf_Coast_Urban,Steel,78477.0,1.13598,0.152139,54.525289,9.727491,545.252887,97.274907,27.64661,276.466099
1432,SE_Asia_StormBel,OilGas,81078.0,0.744903,0.418154,33.942266,35.062301,339.422664,350.623008,34.614287,346.14287
1433,SE_Asia_StormBel,Steel,80151.0,0.24501,0.88634,7.632107,79.651428,76.321071,796.514284,50.8437,508.436999
1434,South_Asia_Coast,AutoManufacturing,50000.0,1.070705,0.663464,51.089751,58.425114,510.897507,584.25114,55.490969,554.909686
1435,EastAfrica_Droug,OilGas,118392.0,1.026845,0.444085,48.781291,37.531943,487.812911,375.319433,42.031682,420.316824
1436,EastAfrica_Droug,Agriculture,444430.0,0.910335,0.502587,42.649233,43.103507,426.492326,431.035071,42.921797,429.217973
1437,Gulf_Coast_Urban,OilGas,50000.0,0.450521,0.171687,18.448483,11.589265,184.48483,115.892653,14.332952,143.329524
1438,South_Asia_Coast,Retail,57931.0,0.199366,0.07755,5.229796,2.623778,52.297962,26.237782,3.666185,36.661854
1439,Gulf_Coast_Urban,RealEstate,50000.0,1.670613,0.20144,82.663851,14.422852,826.638506,144.228516,41.719251,417.192512
1440,South_Asia_Coast,OilGas,109266.0,1.111401,0.361544,53.231656,29.670846,532.316558,296.708459,39.09517,390.951699
1441,South_Asia_Coast,AutoManufacturing,109182.0,1.962553,0.347329,98.029129,28.317022,980.291288,283.170217,56.201865,562.018646
1442,EastAfrica_Droug,RealEstate,50000.0,1.957865,0.788303,97.782382,70.314614,977.823823,703.146141,81.301721,813.017214
1443,South_Asia_Coast,Retail,50000.0,1.202141,0.218476,58.007441,16.045322,580.074405,160.453223,32.83017,328.301696
1444,Gulf_Coast_Urban,AutoManufacturing,50000.0,1.031233,0.847132,49.012254,75.917314,490.122542,759.173142,65.15529,651.552902
1445,South_Asia_Coast,Banking,210303.0,0.454256,0.794535,18.645028,70.90813,186.450277,709.081303,50.002889,500.028892
1446,Gulf_Coast_Urban,RealEstate,50000.0,0.820738,0.209004,37.933572,15.143281,379.335716,151.432809,24.259397,242.593972
1447,South_Asia_Coast,Banking,53779.0,1.592319,0.743699,78.543093,66.066562,785.430931,660.66562,71.057174,710.571745
1448,South_Asia_Coast,Retail,50000.0,1.930126,0.394278,96.322402,32.788419,963.224015,327.884193,58.202012,582.020122
1449,South_Asia_Coast,RealEstate,132027.0,1.239673,0.161642,59.982798,10.632525,599.82798,106.325249,30.372634,303.726341
1450,South_Asia_Coast,RealEstate,101537.0,1.272085,0.704093,61.688692,62.294571,616.886922,622.945711,62.05222,620.522195
1451,SE_Asia_StormBel,Steel,97291.0,1.890669,0.882689,94.245722,79.303754,942.457217,793.03754,85.280541,852.805411
1452,SE_Asia_StormBel,AutoManufacturing,50000.0,0.341189,1.060572,12.694178,96.244954,126.941778,962.449545,62.824644,628.246438
1453,South_Asia_Coast,AutoManufacturing,103258.0,1.262497,0.627693,61.184059,55.018381,611.840591,550.183806,57.484652,574.84652
1454,SE_Asia_StormBel,OilGas,125838.0,1.212312,0.644772,58.54276,56.644935,585.427596,566.449352,57.404065,574.04065
1455,EastAfrica_Droug,Banking,100847.0,0.489682,0.536367,20.509585,46.320657,205.095848,463.206574,35.996228,359.962284
1456,South_Asia_Coast,Banking,50000.0,1.570251,0.374022,77.381615,30.859279,773.816148,308.592793,49.468213,494.682135
1457,South_Asia_Coast,AutoManufacturing,50000.0,0.326484,0.200257,11.920188,14.310162,119.201885,143.101618,13.354172,133.541725
1458,South_Asia_Coast,AutoManufacturing,240313.0,0.22016,0.365198,6.324206,30.018822,63.242056,300.188223,20.540976,205.409756
1459,Gulf_Coast_Urban,RealEstate,283554.0,1.023657,0.400652,48.613531,33.395381,486.135311,333.953812,39.482641,394.826411
1460,SE_Asia_StormBel,Banking,56614.0,0.66947,0.823079,29.972117,73.626584,299.721171,736.265841,56.164797,561.647973
1461,Gulf_Coast_Urban,Agriculture,56556.0,0.92866,0.185153,43.613658,12.871747,436.136582,128.717472,25.168512,251.685116
1462,SE_Asia_StormBel,Steel,67910.0,0.313921,0.246109,11.259011,18.677062,112.590109,186.770615,15.709841,157.098413
1463,EastAfrica_Droug,OilGas,95149.0,0.959565,1.070722,45.240241,97.211605,452.402405,972.116049,76.423059,764.230592
1464,SE_Asia_StormBel,Steel,50000.0,0.935246,0.124443,43.960339,7.089791,439.603394,70.897913,21.838011,218.380106
1465,South_Asia_Coast,OilGas,71994.0,1.936442,1.025795,96.654844,92.932903,966.548439,929.329031,94.421679,944.216794
1466,EastAfrica_Droug,Retail,50000.0,1.472881,0.203676,72.25691,14.635766,722.569099,146.357662,37.684224,376.842237
1467,South_Asia_Coast,RealEstate,58912.0,1.848899,0.613434,92.047296,53.660368,920.472963,536.60368,69.015139,690.151393
1468,Gulf_Coast_Urban,AutoManufacturing,50000.0,1.584345,0.466034,78.123431,39.622293,781.23431,396.222933,55.022748,550.227484
1469,South_Asia_Coast,AutoManufacturing,50000.0,1.5969,0.470149,78.784192,40.014155,787.841923,400.141552,55.52217,555.221701
1470,South_Asia_Coast,Agriculture,69236.0,1.744884,0.786788,86.572865,70.170291,865.728653,701.702908,76.731321,767.313206
1471,SE_Asia_StormBel,Banking,50000.0,0.586194,0.738745,25.589166,65.594727,255.891655,655.94727,49.592502,495.925024
1472,South_Asia_Coast,Banking,50000.0,0.910756,1.040193,42.671394,94.304099,426.71394,943.040986,73.651017,736.510168
1473,South_Asia_Coast,Steel,191531.0,1.762898,0.804268,87.520939,71.835041,875.209385,718.350411,78.1094,781.094001
1474,Gulf_Coast_Urban,Steel,50000.0,0.227149,0.687385,6.692029,60.703359,66.920287,607.033595,39.098827,390.988272
1475,Gulf_Coast_Urban,Steel,50000.0,0.204739,0.234669,5.512558,17.587562,55.125575,175.875625,12.75756,127.575605
1476,South_Asia_Coast,Banking,94373.0,1.331104,0.550468,64.794967,47.663624,647.94967,476.636244,54.516161,545.161615
1477,South_Asia_Coast,AutoManufacturing,50000.0,1.828162,0.572028,90.955902,49.716984,909.55902,497.169842,66.212551,662.125513
1478,South_Asia_Coast,Banking,58485.0,1.608984,0.720813,79.420224,63.886963,794.20224,638.869633,70.100268,701.002676
1479,South_Asia_Coast,Steel,67951.0,1.618126,0.434358,79.901373,36.605518,799.013734,366.055177,53.92386,539.2386
1480,Gulf_Coast_Urban,RealEstate,165466.0,0.783953,0.20265,35.997501,14.538086,359.975006,145.380861,23.121852,231.218519
1481,South_Asia_Coast,OilGas,265943.0,1.224231,0.972397,59.170041,87.847353,591.700411,878.473525,76.376428,763.764279
1482,EastAfrica_Droug,AutoManufacturing,73332.0,1.565827,0.084037,77.148767,3.241598,771.487674,32.415982,32.804466,328.044659
1483,SE_Asia_StormBel,RealEstate,50000.0,1.608106,0.191698,79.374012,13.495085,793.740123,134.950853,39.846656,398.466561
1484,EastAfrica_Droug,Retail,67290.0,1.203108,0.528962,58.058333,45.61547,580.583334,456.154703,50.592616,505.926155
1485,Gulf_Coast_Urban,RealEstate,95927.0,1.620725,0.98324,80.038151,88.879953,800.381515,888.799533,85.343233,853.432326
1486,Gulf_Coast_Urban,RealEstate,133640.0,0.151187,0.157659,2.69407,10.253202,26.940696,102.532021,7.229549,72.295491
1487,Gulf_Coast_Urban,Retail,66825.0,1.890925,0.824532,94.259218,73.764997,942.592177,737.649965,81.962685,819.62685
1488,South_Asia_Coast,RealEstate,50000.0,1.754097,0.350846,87.057725,28.652023,870.57725,286.520231,52.014304,520.143039
1489,Gulf_Coast_Urban,OilGas,50000.0,0.1987,0.129723,5.19473,7.592664,51.947302,75.92664,6.63349,66.334905
1490,Gulf_Coast_Urban,AutoManufacturing,54544.0,0.89672,0.989713,41.932611,89.49649,419.326111,894.964903,70.470939,704.709386
1491,Gulf_Coast_Urban,Agriculture,50000.0,1.847006,1.071014,91.947663,97.239413,919.476632,972.394128,95.122713,951.227129
1492,Gulf_Coast_Urban,Banking,82085.0,1.074309,0.188437,51.279439,13.184462,512.794386,131.844617,28.422452,284.224524
1493,Gulf_Coast_Urban,Retail,68999.0,0.273757,0.990869,9.145083,89.606572,91.450831,896.065718,57.421976,574.219763
1494,EastAfrica_Droug,AutoManufacturing,68726.0,1.936389,0.730507,96.652068,64.810201,966.520678,648.102007,77.546948,775.469475
1495,SE_Asia_StormBel,Steel,106309.0,0.781136,0.261551,35.849265,20.147674,358.492648,201.476737,26.42831,264.283102
1496,South_Asia_Coast,OilGas,191143.0,1.08087,0.755103,51.624748,67.152655,516.24748,671.52655,60.941492,609.414922
1497,SE_Asia_StormBel,Agriculture,56594.0,1.300714,0.901911,63.195496,81.13434,631.954959,811.343403,73.958803,739.588026
1498,SE_Asia_StormBel,OilGas,63675.0,1.681629,0.568494,83.243656,49.380393,832.436563,493.803926,62.925698,629.256981
1499,Gulf_Coast_Urban,OilGas,50000.0,1.758931,1.004801,87.312149,90.93345,873.121489,909.3345,89.48493,894.849296
1500,South_Asia_Coast,Steel,93079.0,1.340872,0.604928,65.30906,52.850273,653.090604,528.502726,57.833788,578.337877
1501,SE_Asia_StormBel,Agriculture,59510.0,1.901994,0.244697,94.841803,18.542557,948.418035,185.425571,49.062256,490.622556
1502,SE_Asia_StormBel,Banking,150851.0,0.516135,0.794769,21.90182,70.930418,219.018199,709.304183,51.318979,513.18979
1503,EastAfrica_Droug,OilGas,148336.0,1.819185,0.760736,90.483399,67.68914,904.833994,676.891402,76.806844,768.068439
1504,Gulf_Coast_Urban,Steel,77100.0,0.461176,0.722457,19.009275,64.0435,190.092753,640.434997,46.02981,460.298099
1505,Gulf_Coast_Urban,Retail,56180.0,1.799437,0.973836,89.444059,87.984369,894.440593,879.843694,88.568245,885.682454
1506,Gulf_Coast_Urban,Steel,50000.0,0.510181,0.604343,21.588459,52.794572,215.884587,527.945718,40.312127,403.121265
1507,SE_Asia_StormBel,RealEstate,87930.0,1.466573,0.789441,71.924912,70.422946,719.249123,704.229456,71.023732,710.237323
1508,SE_Asia_StormBel,AutoManufacturing,88117.0,1.65222,1.052393,81.695794,95.466008,816.957939,954.660083,89.957923,899.579225
1509,SE_Asia_StormBel,Steel,50000.0,0.842004,0.194652,39.052837,13.776385,390.52837,137.763845,23.886966,238.869655
1510,South_Asia_Coast,Steel,75414.0,0.315647,0.455848,11.349847,38.652198,113.498467,386.521978,27.731257,277.312573
1511,South_Asia_Coast,Steel,50000.0,0.788772,0.279715,36.251135,21.877614,362.511346,218.776142,27.627022,276.270224
1512,South_Asia_Coast,Banking,85883.0,0.217084,0.390027,6.16233,32.383515,61.623301,323.835152,21.895041,218.950411
1513,South_Asia_Coast,OilGas,50000.0,1.352685,0.58611,65.930778,51.058091,659.307779,510.580907,57.007166,570.071656
1514,EastAfrica_Droug,Banking,111038.0,1.424625,0.937681,69.717099,84.541028,697.170986,845.410283,78.611456,786.114564
1515,Gulf_Coast_Urban,Agriculture,50000.0,0.60982,0.469486,26.832651,39.951042,268.326515,399.510417,34.703686,347.036856
1516,EastAfrica_Droug,Steel,228451.0,1.338028,0.635806,65.159387,55.791001,651.593868,557.910009,59.538355,595.383552
1517,SE_Asia_StormBel,Steel,61777.0,0.211171,0.90285,5.851083,81.223788,58.510829,812.237877,51.074706,510.747058
1518,South_Asia_Coast,RealEstate,72430.0,0.159914,1.024537,3.153373,92.813039,31.533733,928.130388,56.949173,569.491726
1519,Gulf_Coast_Urban,RealEstate,50000.0,0.875216,0.417147,40.800848,34.96636,408.008479,349.663595,37.300155,373.001549
1520,South_Asia_Coast,Retail,184469.0,1.020441,0.236853,48.444249,17.795554,484.442487,177.955536,30.055032,300.550316
1521,EastAfrica_Droug,Retail,58084.0,0.135361,0.66125,1.861109,58.214312,18.61109,582.143119,35.673031,356.730307
1522,South_Asia_Coast,RealEstate,240772.0,1.220839,0.990566,58.991536,89.577673,589.915356,895.776731,77.343218,773.432181
1523,Gulf_Coast_Urban,Agriculture,62230.0,1.682236,0.310904,83.275555,24.847999,832.755551,248.479987,48.219021,482.190213
1524,EastAfrica_Droug,Retail,50448.0,0.879969,0.57442,41.051007,49.944727,410.510071,499.447273,46.387239,463.872392
1525,SE_Asia_StormBel,AutoManufacturing,50000.0,1.519397,0.560265,74.70509,48.596696,747.050902,485.966963,59.040054,590.400538
1526,Gulf_Coast_Urban,AutoManufacturing,100082.0,0.387137,1.023447,15.112472,92.709275,151.124724,927.092751,61.670554,616.70554
1527,Gulf_Coast_Urban,Agriculture,90817.0,1.106212,0.529543,52.958543,45.670789,529.58543,456.707889,48.585891,485.858906
1528,Gulf_Coast_Urban,RealEstate,50000.0,1.599393,0.613071,78.915445,53.625779,789.154452,536.257791,63.741646,637.416455
1529,South_Asia_Coast,Retail,50000.0,1.395877,0.195166,68.204078,13.825366,682.040777,138.253658,35.576851,355.768506
1530,SE_Asia_StormBel,Steel,106723.0,1.581337,0.531148,77.965126,45.823584,779.651259,458.235836,58.680201,586.802005
1531,Gulf_Coast_Urban,RealEstate,50000.0,1.470157,0.408884,72.113528,34.179408,721.135284,341.794082,49.353056,493.530563
1532,SE_Asia_StormBel,Retail,50000.0,0.329953,0.282744,12.102793,22.166125,121.02793,221.661247,18.140792,181.40792
1533,South_Asia_Coast,Agriculture,70052.0,0.29507,0.584107,10.266856,50.867331,102.668556,508.673308,34.627141,346.271407
1534,Gulf_Coast_Urban,AutoManufacturing,64197.0,1.953532,0.859432,97.554307,77.088761,975.543068,770.88761,85.274979,852.749793
1535,Gulf_Coast_Urban,Agriculture,50000.0,1.016383,0.235534,48.23067,17.66992,482.306697,176.6992,29.89422,298.942199
1536,EastAfrica_Droug,Retail,246202.0,1.491552,0.198649,73.239567,14.157012,732.395666,141.570119,37.790034,377.900338
1537,Gulf_Coast_Urban,Agriculture,53146.0,1.394917,0.180509,68.153535,12.429437,681.535351,124.29437,34.719076,347.190762
1538,South_Asia_Coast,Retail,50000.0,0.184159,0.85125,4.429406,76.30949,44.294057,763.094895,47.557456,475.57456
1539,Gulf_Coast_Urban,Retail,50000.0,1.043629,0.877483,49.664698,78.807904,496.646984,788.079042,67.150622,671.506219
1540,SE_Asia_StormBel,Agriculture,135670.0,1.090607,0.983153,52.137193,88.871743,521.371925,888.717434,74.177923,741.779231
1541,South_Asia_Coast,OilGas,50000.0,1.636322,1.062338,80.859067,96.413137,808.590669,964.13137,90.191509,901.91509
1542,EastAfrica_Droug,Steel,61350.0,1.92814,0.44628,96.217912,37.740987,962.179119,377.409868,61.131757,611.317569
1543,SE_Asia_StormBel,RealEstate,50000.0,0.649917,0.407463,28.943019,34.044129,289.430186,340.441292,32.003685,320.03685
1544,Gulf_Coast_Urban,AutoManufacturing,55178.0,0.211816,1.091053,5.885044,99.147871,58.850442,991.478706,61.84274,618.4274
1545,South_Asia_Coast,Steel,79094.0,1.003078,0.199249,47.530422,14.214225,475.304221,142.142248,27.540704,275.407037
1546,SE_Asia_StormBel,RealEstate,50000.0,0.15671,0.093805,2.984753,4.17187,29.847529,41.718705,3.697023,36.970235
1547,South_Asia_Coast,RealEstate,50000.0,0.832296,0.454417,38.541898,38.51587,385.418983,385.158699,38.526281,385.262813
1548,SE_Asia_StormBel,AutoManufacturing,50000.0,0.619195,0.142453,27.326079,8.80509,273.260789,88.050895,16.213485,162.134853
1549,EastAfrica_Droug,Steel,50000.0,0.561653,0.45241,24.297521,38.324736,242.97521,383.247365,32.71385,327.138503
1550,SE_Asia_StormBel,AutoManufacturing,50000.0,0.103061,0.482171,0.161102,41.159175,1.611024,411.591747,24.759946,247.599457
1551,South_Asia_Coast,Retail,50000.0,0.576193,0.720673,25.062764,63.873581,250.627638,638.735811,48.349254,483.492542
1552,SE_Asia_StormBel,AutoManufacturing,120378.0,0.707843,0.83135,31.991732,74.41428,319.917318,744.142805,57.445261,574.45261
1553,South_Asia_Coast,Agriculture,50000.0,1.830969,0.730188,91.103635,64.779815,911.036346,647.798151,75.309343,753.093429
1554,South_Asia_Coast,OilGas,85876.0,0.267688,0.792548,8.825705,70.718868,88.257049,707.188679,45.961603,459.616027
1555,Gulf_Coast_Urban,OilGas,83505.0,1.557282,0.437437,76.699046,36.898729,766.990465,368.987294,52.818856,528.188563
1556,Gulf_Coast_Urban,OilGas,50000.0,1.47724,0.529354,72.486291,45.652743,724.862913,456.527426,56.386162,563.861621
1557,SE_Asia_StormBel,Steel,50000.0,0.719878,0.800101,32.625148,71.438236,326.251482,714.38236,55.913001,559.130009
1558,Gulf_Coast_Urban,Steel,54828.0,1.823269,0.204778,90.698351,14.74077,906.983512,147.407699,45.123802,451.238024
1559,South_Asia_Coast,Retail,74038.0,1.345091,0.797649,65.531099,71.204671,655.310993,712.04671,68.935242,689.352423
1560,South_Asia_Coast,Banking,50000.0,0.284296,1.04913,9.699787,95.155195,96.997874,951.551947,60.973032,609.730318
1561,Gulf_Coast_Urban,OilGas,137796.0,0.487626,0.234456,20.401363,17.56724,204.013631,175.672395,18.700889,187.00889
1562,Gulf_Coast_Urban,Retail,65108.0,0.862152,0.464155,40.113282,39.443376,401.132816,394.433757,39.711338,397.11338
1563,South_Asia_Coast,Banking,85512.0,1.937859,0.660438,96.729412,58.13698,967.294118,581.3698,73.573953,735.739527
1564,Gulf_Coast_Urban,OilGas,50000.0,0.602401,0.804059,26.442134,71.815171,264.421337,718.151714,53.665956,536.659563
1565,South_Asia_Coast,Steel,86514.0,0.913608,0.314627,42.821458,25.202549,428.214582,252.025493,32.250113,322.501129
1566,Gulf_Coast_Urban,Banking,281845.0,1.165277,0.663799,56.067199,58.457029,560.671995,584.570288,57.501097,575.010971
1567,South_Asia_Coast,Agriculture,91242.0,0.775481,1.031807,35.551639,93.505453,355.516389,935.054526,70.323927,703.239272
1568,EastAfrica_Droug,Agriculture,144699.0,1.431851,0.425325,70.097421,35.745237,700.974208,357.452366,49.48611,494.861103
1569,SE_Asia_StormBel,Agriculture,50000.0,1.355695,0.647506,66.08919,56.905371,660.891896,569.053712,60.578899,605.788986
1570,Gulf_Coast_Urban,AutoManufacturing,125417.0,0.214772,0.705289,6.040646,62.408465,60.406461,624.084646,39.861337,398.613372
1571,SE_Asia_StormBel,Agriculture,134491.0,0.914621,0.981663,42.874774,88.729837,428.747743,887.29837,70.387812,703.878119
1572,Gulf_Coast_Urban,RealEstate,72865.0,1.584057,0.376501,78.108253,31.095317,781.082534,310.953172,49.900492,499.004917
1573,South_Asia_Coast,OilGas,56399.0,1.315832,0.966601,63.991163,87.29531,639.911631,872.953102,77.973651,779.736513
1574,South_Asia_Coast,Agriculture,50000.0,0.974354,0.757142,46.018634,67.346898,460.186343,673.468984,58.815593,588.155928
1575,Gulf_Coast_Urban,Banking,58343.0,1.486751,0.802784,72.986892,71.693731,729.868918,716.937308,72.210995,722.109952
1576,EastAfrica_Droug,RealEstate,94106.0,1.373927,0.119621,67.048801,6.630563,670.48801,66.305634,30.797858,307.978584
1577,EastAfrica_Droug,RealEstate,50000.0,1.691459,0.424369,83.760994,35.654202,837.609944,356.542021,54.896919,548.96919
1578,SE_Asia_StormBel,RealEstate,50000.0,0.196893,0.173898,5.099617,11.799779,50.996167,117.997794,9.119714,91.197143
1579,SE_Asia_StormBel,Retail,64962.0,1.117031,0.639645,53.52796,56.15665,535.279597,561.566496,55.105174,551.051736
1580,SE_Asia_StormBel,Banking,72008.0,1.354611,0.929511,66.032164,83.762908,660.321642,837.629081,76.670611,766.706105
1581,Gulf_Coast_Urban,Retail,50000.0,1.383337,0.480486,67.544055,40.998686,675.44055,409.986857,51.616833,516.168334
1582,Gulf_Coast_Urban,RealEstate,61859.0,1.852633,0.286884,92.243822,22.560406,922.438223,225.60406,50.433773,504.337725
1583,SE_Asia_StormBel,AutoManufacturing,75504.0,0.882071,0.369839,41.161655,30.460829,411.616552,304.608294,34.74116,347.411597
1584,SE_Asia_StormBel,Agriculture,172309.0,1.610719,0.651848,79.511515,57.318837,795.115146,573.188366,66.195908,661.959078
1585,South_Asia_Coast,OilGas,50000.0,1.593465,0.85591,78.60343,76.753318,786.034303,767.533176,77.493363,774.933626
1586,EastAfrica_Droug,Banking,317787.0,0.61084,0.774353,26.886292,68.986022,268.862924,689.860215,52.14613,521.461299
1587,South_Asia_Coast,AutoManufacturing,62512.0,0.609764,1.039279,26.82966,94.217048,268.296599,942.170483,67.262093,672.620929
1588,Gulf_Coast_Urban,Steel,50000.0,1.891406,0.978066,94.284522,88.38723,942.845225,883.872295,90.746147,907.461467
1589,Gulf_Coast_Urban,Retail,50000.0,0.716365,0.160158,32.440262,10.491198,324.402618,104.911979,19.270823,192.708235
1590,South_Asia_Coast,Agriculture,50000.0,0.887364,0.788875,41.440211,70.369035,414.402107,703.690355,58.797506,587.975056
1591,South_Asia_Coast,Agriculture,52376.0,1.247508,0.463337,60.395169,39.365385,603.951686,393.653846,47.777298,477.772982
1592,South_Asia_Coast,Steel,87097.0,0.701483,0.402951,31.657013,33.614384,316.570131,336.143843,32.831436,328.314358
1593,EastAfrica_Droug,Steel,74202.0,1.357421,0.549675,66.18007,47.588085,661.8007,475.880855,55.024879,550.248793
1594,EastAfrica_Droug,Banking,50000.0,0.649939,0.85458,28.944148,76.62668,289.441483,766.266802,57.553667,575.536674
1595,South_Asia_Coast,Agriculture,50000.0,1.101927,0.487627,52.732992,41.67874,527.329924,416.787398,46.100441,461.004408
1596,SE_Asia_StormBel,Steel,83743.0,1.163216,0.912133,55.958726,82.107892,559.587259,821.078918,71.648225,716.482255
1597,Gulf_Coast_Urban,Agriculture,100236.0,1.621073,0.545532,80.056455,47.193479,800.564551,471.934791,60.33867,603.386695
1598,EastAfrica_Droug,AutoManufacturing,50000.0,1.734135,0.113397,86.007103,6.03785,860.071026,60.378497,38.025551,380.255508
1599,EastAfrica_Droug,Banking,50000.0,1.39503,0.711865,68.159468,63.034748,681.594675,630.347478,65.084636,650.846357
1600,South_Asia_Coast,Steel,50000.0,0.613021,0.869818,27.001128,78.0779,270.011284,780.779003,57.647192,576.471915
1601,Gulf_Coast_Urban,AutoManufacturing,131800.0,0.981331,0.381781,46.385816,31.598224,463.85816,315.982242,37.513261,375.132609
1602,Gulf_Coast_Urban,AutoManufacturing,50000.0,1.169412,0.283249,56.284836,22.21422,562.84836,222.1422,35.842466,358.424664
1603,Gulf_Coast_Urban,Steel,50000.0,0.665871,0.722187,29.782662,64.017819,297.82662,640.178185,50.323756,503.237559
1604,Gulf_Coast_Urban,Banking,93216.0,1.886,0.420274,94.000017,35.264192,940.000171,352.641923,58.758522,587.585222
1605,EastAfrica_Droug,Agriculture,50000.0,0.306386,1.00108,10.86242,90.579012,108.624195,905.790122,58.692375,586.923751
1606,SE_Asia_StormBel,RealEstate,183128.0,1.683563,0.855158,83.345435,76.681724,833.454354,766.817237,79.347208,793.472084
1607,EastAfrica_Droug,Agriculture,50000.0,0.910191,0.534253,42.641649,46.119292,426.416487,461.192915,44.728234,447.282344
1608,South_Asia_Coast,OilGas,50000.0,1.896468,1.074345,94.550965,97.556627,945.509647,975.566268,96.354362,963.543619
1609,Gulf_Coast_Urban,Steel,154171.0,1.11183,0.41173,53.254223,34.45048,532.542228,344.504804,41.971977,419.719774
1610,SE_Asia_StormBel,Retail,62208.0,1.486447,0.516853,72.970877,44.462159,729.708773,444.621593,55.865647,558.656465
1611,South_Asia_Coast,Banking,50000.0,1.495515,0.731384,73.448146,64.893676,734.481461,648.936759,68.315464,683.15464
1612,SE_Asia_StormBel,Steel,87331.0,1.426207,0.587634,69.800354,51.203235,698.003541,512.032349,58.642083,586.420826
1613,SE_Asia_StormBel,OilGas,50000.0,0.193817,0.411607,4.937743,34.43874,49.37743,344.3874,22.638341,226.383412
1614,Gulf_Coast_Urban,AutoManufacturing,50000.0,1.282128,0.488679,62.217263,41.778991,622.172628,417.789905,49.954299,499.542994
1615,Gulf_Coast_Urban,Retail,64608.0,1.800138,0.956864,89.480942,86.368042,894.809417,863.680416,87.613202,876.132016
1616,South_Asia_Coast,Retail,52761.0,1.702665,0.25812,84.350797,19.820936,843.507971,198.209356,45.63288,456.328802
1617,South_Asia_Coast,Agriculture,50000.0,1.8384,0.383502,91.494718,31.762141,914.947182,317.621414,55.655172,556.551721
1618,South_Asia_Coast,RealEstate,50000.0,0.944337,0.258445,44.438774,19.851909,444.387738,198.51909,29.686655,296.866549
1619,SE_Asia_StormBel,Agriculture,266273.0,0.963739,0.58782,45.459957,51.220942,454.599568,512.209418,48.916548,489.165478
1620,South_Asia_Coast,Banking,63898.0,1.635556,0.218941,80.818749,16.089645,808.187486,160.89645,41.981286,419.812864
1621,SE_Asia_StormBel,Retail,175841.0,0.676593,0.229694,30.346975,17.113714,303.469749,171.137136,22.407018,224.070181
1622,EastAfrica_Droug,Retail,76654.0,1.553641,0.926008,76.507398,83.429322,765.073978,834.293223,80.660552,806.605525
1623,SE_Asia_StormBel,RealEstate,161088.0,1.058362,0.788179,50.440103,70.302757,504.401026,703.027571,62.357695,623.576953
1624,South_Asia_Coast,Banking,93396.0,0.602226,0.24793,26.432962,18.850455,264.329624,188.504551,21.883458,218.83458
1625,Gulf_Coast_Urban,Steel,50000.0,1.322994,0.455999,64.368132,38.666598,643.681316,386.665976,48.947211,489.472112
