cust_id,product_type,age_years,monthly_income,loan_amount,property_value,profit_rate_pct,tenure_months,dpd_30plus_12m,dpd_60plus_12m,dpd_max_12m,monthly_instalment,dbr_ratio,base_pd,default_flag
213,MURABAHA_A,27,14240.500881,152271.96729,228971.05257,7.2926143715,260,3,1,60,1166.8650896,8.1939890976,0.14,0
214,IJARA_HOME,25,10063.505427,278699.46212,418303.05879,3.4189917017,248,3,2,60,1568.7249118,15.588255238,0.14,0
215,MURABAHA_A,60,12634.471539,75860.106386,105988.20742,6.6667198187,199,1,2,60,630.94703985,4.993853822,0.14,1
216,IJARA_HOME,50,20267.572156,359719.7379,472144.74596,4.0241856874,150,3,0,30,3055.5798771,15.076200807,0.09,1
217,IJARA_HOME,39,16112.988453,220791.18621,247921.77113,3.0556677102,48,3,0,30,4892.498398,30.363693316,0.09,0
218,MURABAHA_P,30,11964.573532,148587.99381,174208.71296,8.3632017759,173,2,1,60,1480.9338739,12.377657005,0.17,0
219,MURABAHA_A,35,13793.884456,208978.0977,259435.6213,6.9391872071,240,3,3,60,1612.5854305,11.690582414,0.14,0
220,IJARA_HOME,47,13081.423152,197885.08238,257575.97348,5.1315729334,75,4,0,30,3089.7444312,23.619329451,0.09,0
221,MURABAHA_A,35,17387.935661,441158.51428,492270.39951,6.3451983177,291,4,1,60,2973.5968455,17.101494413,0.14,0
222,MURABAHA_A,46,12984.124564,340806.90313,426999.73883,6.755736808,280,5,1,60,2421.4800886,18.649544501,0.14,0
223,MURABAHA_A,22,14235.577654,129973.33501,192726.33098,7.8630968379,97,0,0,0,1814.8114815,12.748421776,0.04,0
224,IJARA_HOME,55,14635.165763,108456.63715,125961.50218,3.7742964276,26,2,3,60,4350.8479464,29.728723383,0.14,0
225,MURABAHA_A,57,19498.611529,92614.940275,126301.14963,5.946829909,180,1,2,60,778.87956553,3.9945386079,0.14,0
226,IJARA_HOME,57,10861.043621,265904.26387,391288.8889,4.658615185,298,3,3,60,1507.3594103,13.878587205,0.14,0
227,MURABAHA_A,33,10286.527554,299258.72339,435910.36943,7.789656301,104,2,0,30,3966.2397425,38.557615499,0.09,0
228,MURABAHA_A,32,24837.71436,411261.31415,478276.60929,6.7880539911,202,5,1,60,3421.1540173,13.774029155,0.14,1
229,MURABAHA_A,41,12751.983397,415197.4774,506961.6143,5.5748269728,122,2,1,60,4466.0078587,35.022064565,0.14,0
230,MURABAHA_A,35,13958.354219,53382.219933,66457.419564,8.8005941163,221,4,3,60,488.70917863,3.5011948469,0.17,0
231,MURABAHA_A,47,9135.8919329,172167.51305,284963.23624,8.1792088737,188,0,0,0,1627.2672125,17.811804523,0.07,0
232,MURABAHA_A,23,13383.75382,299125.06677,440464.42836,7.5480158126,55,4,0,30,6450.4400068,48.196044948,0.09,0
233,IJARA_HOME,58,17262.637516,360378.22673,498875.09633,4.5450531511,69,5,3,60,5944.8684195,34.437775884,0.14,1
234,MURABAHA_A,30,11514.098728,268131.63813,349935.14036,6.3184291063,254,1,0,30,1916.7859595,16.647294806,0.09,0
235,MURABAHA_A,26,18534.718583,130710.1856,148185.08423,7.605756585,62,4,3,60,2556.106987,13.790913391,0.14,0
236,MURABAHA_A,39,14711.719348,68716.324866,110013.21821,6.7790849983,255,1,3,60,509.2803265,3.4617322045,0.14,0
237,IJARA_HOME,53,15650.569945,229081.67886,278087.71147,3.2149863576,293,4,1,60,1129.4586513,7.216725367,0.14,0
238,IJARA_HOME,48,13243.162739,286958.66605,364730.26109,3.2713401635,198,3,1,60,1877.3731072,14.176168821,0.14,1
239,MURABAHA_A,24,15668.726927,56163.500994,70625.316199,5.8107956519,84,1,2,60,815.38284947,5.2038870374,0.14,0
240,IJARA_HOME,22,8307.9688528,420378.24504,541232.92527,3.8220633128,68,3,1,60,6885.4449069,82.877596545,0.19,0
241,MURABAHA_P,41,22252.211191,285995.60158,395932.07972,7.5571011443,202,2,1,60,2506.2331517,11.262849926,0.14,0
242,IJARA_HOME,48,16824.764004,73232.178949,82045.155963,3.8225386156,179,0,0,0,537.41580032,3.1941951768,0.04,0
243,IJARA_HOME,37,18121.27377,118152.25482,188258.23688,4.1363481102,71,0,0,0,1878.8990041,10.368470936,0.04,0
244,IJARA_HOME,22,11040.7304,405662.28935,468450.06248,4.1175491586,79,2,1,60,5871.0941639,53.176682624,0.14,0
245,MURABAHA_A,58,16348.737314,315672.00655,474519.27063,9.4337276631,131,0,0,0,3868.5009264,23.662383535,0.07,0
246,MURABAHA_A,32,11146.471286,424690.22227,479112.50528,6.5407349392,233,1,3,60,3223.1051796,28.915924125,0.14,0
247,IJARA_HOME,47,10359.868147,124115.73613,182866.93451,3.3497501397,154,3,0,30,992.65909105,9.5817734061,0.09,0
248,IJARA_HOME,25,12493.738865,148809.75559,177377.14986,4.5415691269,205,0,0,0,1044.8556436,8.363034116,0.04,0
249,MURABAHA_P,43,20499.241762,115389.90643,167946.73513,7.5444166792,229,4,2,60,952.12346336,4.644676493,0.14,0
250,MURABAHA_A,23,16939.107734,132802.1965,172950.94704,8.1053304069,209,3,3,60,1187.9180457,7.0128726044,0.17,0
251,IJARA_HOME,49,12075.853493,202731.37325,252908.39007,4.3229677444,296,3,2,60,1114.8938239,9.2324225744,0.14,1
252,IJARA_HOME,31,20370.623495,234482.44995,321839.32365,3.3874230838,248,1,0,30,1316.0325358,6.460443079,0.09,0
253,IJARA_HOME,35,20134.670851,239669.25405,356901.24883,3.1285752352,281,4,0,30,1204.2156237,5.9808061063,0.09,0
254,MURABAHA_A,27,19685.323581,147396.59,214957.20637,8.1928822394,61,4,0,30,2962.4523487,15.049040655,0.12,0
255,IJARA_HOME,50,16955.897286,166459.29227,265535.29383,3.8700436084,206,2,0,30,1107.2335943,6.5300796277,0.09,0
256,IJARA_HOME,60,16335.811695,444471.47259,645593.50543,4.4426979641,26,3,1,60,17962.627489,109.95858561,0.19,1
257,MURABAHA_A,53,15995.483266,345674.92632,518886.55197,8.2505172189,94,2,0,30,5005.0422002,31.290346887,0.12,0
258,MURABAHA_A,41,19756.409172,398307.06352,536456.62767,8.9305227932,116,0,0,0,5138.4484428,26.009020151,0.07,0
259,MURABAHA_A,56,13308.939427,182778.68349,271666.03643,6.5081898957,282,4,3,60,1266.9284145,9.5193792224,0.14,1
260,IJARA_HOME,54,19191.36216,52080.187388,58506.642761,4.1533739931,260,1,3,60,304.09972022,1.5845655857,0.14,0
261,MURABAHA_A,54,7753.3032725,433523.06336,487518.71305,8.3673090525,139,4,0,30,4880.7585517,62.950698304,0.14,0
262,IJARA_HOME,29,18227.192145,401231.58973,579282.51903,4.643249892,212,2,0,30,2777.277552,15.237001563,0.09,0
263,MURABAHA_A,55,14685.95643,240569.00451,269183.6751,7.7615840765,46,4,0,30,6063.0532016,41.284701004,0.09,0
264,IJARA_HOME,46,22140.706309,143717.66383,207055.70171,3.5186153062,260,2,3,60,790.75152989,3.5714828553,0.14,1
265,MURABAHA_A,57,10262.621847,304814.03358,380880.14506,5.3004393678,182,1,0,30,2440.7319423,23.782732899,0.09,0
266,MURABAHA_A,34,16774.96641,428360.34084,651566.6443,7.3481570579,258,4,3,60,3307.7545039,19.718397182,0.14,1
267,MURABAHA_P,22,8884.9771985,432165.64618,657966.06076,6.80376626,108,1,0,30,5361.9277193,60.348244003,0.11,0
268,MURABAHA_A,49,16056.397432,372816.52996,559480.7572,6.7948452388,35,4,0,30,11772.28591,73.318351521,0.11,0
269,MURABAHA_A,39,9925.0005754,65481.052548,85691.824616,7.8992999892,125,1,2,60,770.22840929,7.7604873011,0.14,0
270,MURABAHA_P,44,12274.95846,351814.00431,543582.0018,8.098394298,236,5,2,60,2984.5182011,24.31387618,0.17,0
271,IJARA_HOME,54,14890.538481,378394.52839,494938.13773,4.1563471411,204,2,2,60,2589.7999688,17.392251946,0.14,0
272,IJARA_HOME,37,18586.833026,107841.59834,165847.14798,3.8867010741,287,4,2,60,577.64163087,3.1078001834,0.14,0
273,MURABAHA_A,34,18978.683641,187340.39813,298620.79212,6.4338556157,200,3,1,60,1529.2823787,8.0578948871,0.14,0
274,MURABAHA_A,28,11146.272753,214697.71583,276685.84164,7.3231873673,288,2,0,30,1585.0559089,14.220501723,0.09,0
275,MURABAHA_P,29,12261.436423,89463.877585,112059.85092,6.3202774359,56,4,0,30,1848.9056969,15.079030164,0.09,0
276,MURABAHA_A,47,15323.448621,449058.04126,529439.69739,6.466505814,269,3,2,60,3165.641468,20.658805641,0.14,0
277,MURABAHA_A,28,16359.705894,242209.38087,275969.30125,9.2225562567,159,2,1,60,2644.2516798,16.163198146,0.17,0
278,MURABAHA_A,22,13515.536174,373722.59265,470003.74482,7.4342753583,191,0,0,0,3342.8576812,24.733444816,0.04,0
279,IJARA_HOME,46,16289.55662,336121.48939,533349.58598,4.0512989998,271,1,1,60,1894.9756191,11.633070582,0.14,0
280,MURABAHA_A,44,18377.473435,164766.04259,222677.93715,6.5090709438,104,4,0,30,2077.1270819,11.302571538,0.09,0
281,MURABAHA_P,33,6776.4260297,322187.25886,506476.94882,8.7707353519,170,4,2,60,3316.5161616,48.941966563,0.17,1
282,MURABAHA_P,54,17386.240354,316209.52459,421591.71115,6.8109241465,300,0,0,0,2196.9083576,12.635902374,0.04,0
283,MURABAHA_A,47,13417.832946,159245.74034,245220.278,7.0448337647,203,2,2,60,1344.6701566,10.021515114,0.14,1
284,IJARA_HOME,23,18307.117925,54136.084765,65263.373087,3.7387965904,300,1,1,60,278.00049853,1.5185377604,0.14,1
285,MURABAHA_A,46,15575.357004,408880.83763,529787.23092,6.5011314611,70,4,0,30,7034.1916453,45.162314054,0.09,0
286,IJARA_HOME,46,21713.465263,382410.96679,522887.49745,4.0328416906,110,3,0,30,4164.3219405,19.17852305,0.09,0
287,MURABAHA_A,30,19016.516444,396003.69995,581652.94688,6.5213176961,123,2,2,60,4422.9850453,23.258650228,0.14,1
288,IJARA_HOME,23,16403.567585,217973.45513,320143.93575,4.1596146684,174,4,2,60,1670.3603588,10.182908993,0.14,1
289,IJARA_HOME,23,11841.993415,252180.15388,302632.50038,4.1437898479,94,4,3,60,3146.2797012,26.568835086,0.14,0
290,IJARA_HOME,31,9398.6437551,353519.239,481234.24992,4.3729875393,29,4,3,60,12867.979293,136.91315075,0.19,0
291,MURABAHA_P,51,14836.226643,413775.50103,460771.7286,6.6924677289,123,1,2,60,4657.7603149,31.394507693,0.14,0
292,IJARA_HOME,41,17421.499952,81023.172662,130008.92688,3.0693208593,171,5,0,30,585.56457836,3.36116052,0.09,0
293,IJARA_HOME,56,21310.80818,425846.1793,496509.65388,3.9427644104,140,1,0,30,3799.6993602,17.829916764,0.09,1
294,MURABAHA_A,22,17911.871635,245055.65343,374008.11313,7.4797941004,60,4,2,60,4908.059954,27.401156362,0.14,0
295,IJARA_HOME,57,13230.818677,211866.36053,237536.65801,4.1713743456,200,5,0,30,1471.6674276,11.123026198,0.09,0
296,MURABAHA_A,26,13941.888261,83214.127272,98040.521583,7.5198149516,293,5,0,30,621.05171387,4.4545738874,0.09,0
297,IJARA_HOME,42,11478.29164,420698.76073,575099.3622,4.19251529,226,2,3,60,2695.219102,23.481012563,0.14,0
298,IJARA_HOME,55,17449.305203,316695.57979,480974.13887,3.7667740602,281,3,1,60,1697.8791166,9.7303537125,0.14,0
299,IJARA_HOME,43,14156.061176,342250.61275,399887.7543,4.4712481325,94,4,2,60,4322.438893,30.534191958,0.14,0
300,MURABAHA_A,59,19114.868109,365665.46783,465375.69324,7.5945319409,133,4,2,60,4075.112016,21.319069494,0.14,0
301,MURABAHA_A,47,21682.517493,154014.56608,227567.81325,5.9750810736,88,4,1,60,2165.8003924,9.9886943158,0.14,0
302,IJARA_HOME,37,15518.950645,185134.48881,216422.09127,4.2523070638,293,5,3,60,1016.6703302,6.551153834,0.14,0
303,MURABAHA_A,23,16076.110339,150797.48156,231906.27546,8.4327846277,297,5,2,60,1211.02368,7.5330639966,0.17,0
304,MURABAHA_P,47,15316.929558,241475.24014,361743.00751,5.8732290666,110,2,1,60,2844.1727575,18.5688179,0.14,0
305,MURABAHA_A,44,13691.532686,202971.38738,241704.27177,6.5101658349,49,3,2,60,4728.3721546,34.535009798,0.14,1
306,IJARA_HOME,51,14011.581278,403105.52651,513470.08654,3.870524736,122,4,3,60,4002.0233495,28.562253398,0.14,0
307,IJARA_HOME,38,19403.024513,156695.11473,237860.08702,3.6192777042,204,0,0,0,1029.6168597,5.3064761064,0.04,0
308,IJARA_HOME,52,18107.363392,310366.39391,480127.80755,3.6147964566,262,3,1,60,1714.6216393,9.4691954991,0.14,1
309,MURABAHA_A,54,20918.895691,303071.37053,366723.24221,8.1027678189,153,2,3,60,3183.3169986,15.217423738,0.17,0
310,MURABAHA_P,34,5642.7991095,231603.05796,370533.10103,7.9402913288,160,0,0,0,2350.8745989,41.661497304,0.04,0
311,MURABAHA_A,41,15905.52056,309926.54655,408994.03859,8.9834910518,164,5,3,60,3287.757445,20.670542864,0.17,0
312,IJARA_HOME,39,16825.67815,89499.416854,138413.23583,3.484024973,84,2,2,60,1202.2076386,7.1450768752,0.14,0
313,MURABAHA_A,26,11362.131512,247605.77185,327873.62342,6.9280845594,156,0,0,0,2412.1305947,21.2295606,0.04,0
314,MURABAHA_A,23,9443.2985819,263898.40245,356550.527,7.95565729,58,2,1,60,5495.5651266,58.195397286,0.14,0
315,MURABAHA_P,45,14102.996603,375737.09013,494964.81383,7.2019143975,221,3,0,30,3074.3231209,21.799077227,0.09,1
316,MURABAHA_A,31,14452.395203,352684.49392,454322.10712,7.0726331423,112,0,0,0,4310.7721914,29.827389377,0.04,0
317,IJARA_HOME,59,18648.297909,282716.85382,340798.91641,4.888954912,103,4,0,30,3366.4039296,18.052070736,0.09,0
318,MURABAHA_A,41,11869.800599,445395.06277,614272.61278,8.1394386516,45,2,3,60,11518.190425,97.037775226,0.22,0
319,MURABAHA_P,57,10749.097025,107188.34987,157064.38172,7.0178513527,156,2,0,30,1049.418561,9.7628531823,0.09,0
320,MURABAHA_P,60,20128.772166,116658.00847,168018.28022,6.697088661,69,5,3,60,2041.7214339,10.143298444,0.14,0
321,MURABAHA_A,45,16204.931769,195152.28495,282919.14712,7.0259218512,267,5,0,30,1447.0805779,8.9298776357,0.09,1
322,IJARA_HOME,22,9080.4191011,208476.02766,233191.23733,3.7648531426,289,4,0,30,1098.2173199,12.094346171,0.09,0
323,MURABAHA_A,42,25534.632705,149318.6879,223102.40386,6.2417924751,165,2,0,30,1350.3929567,5.288476135,0.09,0
324,MURABAHA_A,52,15978.991671,399676.18594,476953.79534,6.5730943872,287,3,1,60,2765.9904304,17.310168797,0.14,0
325,MURABAHA_A,43,19081.909354,82557.394262,125927.88885,7.9391814397,32,5,1,60,2871.1402808,15.046399328,0.14,0
326,IJARA_HOME,59,16215.879638,299256.84975,335984.03934,3.6627136138,279,5,1,60,1594.901164,9.8354279849,0.14,0
327,MURABAHA_A,52,10131.357044,254969.16678,371073.52238,7.9220657179,143,3,1,60,2760.5762145,27.247842541,0.14,0
328,IJARA_HOME,26,15298.754442,274831.43713,370457.43901,3.9582992791,42,2,3,60,7018.1148018,45.873765923,0.14,0
329,IJARA_HOME,59,12665.968331,401509.22481,568813.99774,3.0389875967,186,5,3,60,2709.5099838,21.392047675,0.14,0
330,IJARA_HOME,23,14929.328693,322203.80446,519350.56296,3.7053075496,173,4,1,60,2406.7781298,16.121141006,0.14,0
331,MURABAHA_A,53,19182.415483,59218.182508,72585.648549,7.7458481791,27,1,3,60,2396.9909062,12.495772018,0.14,0
332,IJARA_HOME,22,17422.677205,344544.76265,438919.74906,4.0042509549,178,0,0,0,2570.2059172,14.752072181,0.04,0
333,MURABAHA_A,25,10799.928151,202523.29791,306817.51879,10.438881185,224,2,2,60,2057.3669951,19.049821131,0.17,0
334,MURABAHA_A,59,12975.131742,94129.771553,126201.53645,9.9801124356,135,4,1,60,1163.048144,8.9636711759,0.17,1
335,MURABAHA_A,44,29486.389215,301866.62199,363326.05698,7.4525759319,62,0,0,0,5881.110814,19.945171214,0.04,0
336,IJARA_HOME,49,15910.551967,230318.83258,383228.04973,4.0877843946,43,3,3,60,5767.2161386,36.247743953,0.14,0
337,IJARA_HOME,57,16697.379639,161864.71377,266368.33297,4.0317875018,278,5,3,60,896.80221795,5.3709159002,0.14,0
338,MURABAHA_P,51,5724.2077141,180835.25272,214200.13121,7.5799900287,217,2,0,30,1533.3005072,26.786248574,0.09,0
339,IJARA_HOME,28,9638.6586867,205004.79564,308479.78013,4.0815633074,199,4,2,60,1419.5354331,14.72752049,0.14,0
340,IJARA_HOME,24,13297.633007,233565.8499,325109.33185,4.1089502423,117,5,1,60,2426.1682227,18.245113408,0.14,1
341,MURABAHA_A,38,11371.300787,327880.70738,366988.58201,7.0758126032,66,0,0,0,6011.557495,52.866049432,0.04,0
342,MURABAHA_A,48,11164.839387,297730.82389,473280.57803,9.0815415129,58,5,3,60,6361.1442556,56.974794129,0.17,0
343,IJARA_HOME,59,15868.097738,286929.4866,399387.51729,3.9853738992,38,3,1,60,8049.777568,50.729316776,0.14,0
344,IJARA_HOME,36,14186.278431,173950.71667,202231.09286,4.3044507427,272,1,2,60,1002.5141631,7.0667875863,0.14,0
345,IJARA_HOME,25,15299.222623,315401.46619,404163.19809,3.4090394968,131,2,1,60,2886.7545687,18.868635615,0.14,0
346,IJARA_HOME,33,14120.817774,250649.06422,413344.87046,4.6785758335,210,1,2,60,1750.326403,12.395361452,0.14,0
347,MURABAHA_A,60,12212.491029,158828.15756,184914.56377,7.3144695324,230,5,3,60,1285.9715522,10.529969268,0.14,0
348,MURABAHA_A,40,23149.069728,176384.28332,240010.31338,7.1545500631,104,2,1,60,2280.7021482,9.8522410403,0.14,0
349,MURABAHA_P,58,23360.104045,436373.69648,590657.36061,8.6216129637,51,3,1,60,10249.829298,43.877498483,0.17,1
350,MURABAHA_A,42,15542.120179,424724.02323,682856.47213,7.7986728022,259,1,1,60,3394.2500722,21.839041476,0.14,0
351,IJARA_HOME,59,20383.331566,70807.641931,101720.06803,4.0175022358,150,1,1,60,601.23264027,2.9496289079,0.14,0
352,MURABAHA_A,40,11032.656241,92610.70434,118255.91211,6.1500437557,264,4,1,60,640.83841227,5.8085595914,0.14,0
353,IJARA_HOME,39,18231.204159,228164.25283,270977.08355,4.0242952483,59,2,1,60,4268.8421509,23.415031249,0.14,0
354,IJARA_HOME,35,18799.592288,131280.10472,178917.10888,4.6940603652,42,5,3,60,3395.6054623,18.062122893,0.14,1
355,MURABAHA_A,49,7226.88992,291191.89736,337126.06547,6.6528949501,297,4,0,30,2001.9330823,27.701170275,0.09,0
356,MURABAHA_A,54,17650.004773,378405.84461,507427.02323,7.7534244286,231,3,3,60,3158.3785252,17.894491054,0.14,0
357,MURABAHA_A,58,16191.353369,222180.29527,360733.53921,7.0783963263,105,1,1,60,2844.5400537,17.568266153,0.14,0
358,MURABAHA_A,60,15577.950198,106402.82445,135602.67096,8.1778506824,262,0,0,0,872.3088164,5.5996379838,0.07,0
359,MURABAHA_A,50,16143.010887,388746.88083,572943.63454,8.2016413023,155,5,3,60,4074.6226331,25.240784768,0.17,0
360,MURABAHA_A,47,13349.360922,241736.02303,307563.3595,7.954432284,276,1,0,30,1910.9389875,14.314834985,0.09,0
361,IJARA_HOME,27,9664.4468224,300936.26687,350109.75866,4.2443668597,176,5,1,60,2299.856505,23.797083757,0.14,0
362,MURABAHA_A,42,12062.373598,401225.69716,546689.80714,7.780974155,30,5,3,60,14760.316632,122.3666015,0.19,0
363,MURABAHA_A,44,12109.460072,237232.19596,292771.89806,9.5599803376,222,1,3,60,2281.914391,18.844063876,0.17,0
364,MURABAHA_A,39,13072.457797,398193.54676,464137.23166,5.6910906216,252,5,2,60,2711.443402,20.741649689,0.14,1
365,MURABAHA_A,45,21694.380699,375071.89754,549516.14708,6.7456014988,249,1,2,60,2802.3753845,12.917517321,0.14,0
366,IJARA_HOME,30,16594.358026,322185.42369,416475.14819,4.0806944241,232,2,3,60,2010.0746239,12.113000218,0.14,0
367,IJARA_HOME,38,13815.465476,395604.21482,518431.9956,3.2886526608,222,1,1,60,2381.0845999,17.234921285,0.14,1
368,MURABAHA_A,35,13820.018408,141922.52262,170405.82077,7.7578802052,132,1,2,60,1601.6668217,11.589469524,0.14,0
369,MURABAHA_A,42,14149.634405,134086.59613,180471.98785,5.1467543769,103,0,0,0,1613.2053241,11.40103891,0.04,0
370,IJARA_HOME,43,7537.0310696,202689.92316,335982.43127,3.3082799743,59,4,0,30,3727.1143307,49.45069612,0.09,0
371,IJARA_HOME,56,23442.189935,290001.80624,473633.77026,3.8351076239,189,5,1,60,2046.5615144,8.7302488378,0.14,0
372,IJARA_HOME,34,16598.935522,78081.788123,93626.590925,4.7712139312,298,2,0,30,447.66970997,2.6969784261,0.09,1
373,IJARA_HOME,35,22216.634393,318376.89821,415514.92108,3.3362633764,117,3,1,60,3191.4486393,14.365131022,0.14,1
374,IJARA_HOME,37,12120.220798,132601.52424,175857.78044,4.2703332862,126,0,0,0,1307.7451992,10.789780326,0.04,0
375,MURABAHA_P,32,17725.396762,255889.52182,402824.69961,9.383355047,109,5,3,60,3497.1301735,19.729488826,0.17,1
376,MURABAHA_A,37,14420.73822,64657.512028,98714.873319,6.2685268578,46,4,0,30,1584.8835558,10.990308066,0.09,0
377,IJARA_HOME,35,17513.147174,448510.27522,640259.58572,3.2127822038,223,5,1,60,2673.6643164,15.266612504,0.14,0
378,MURABAHA_A,25,5029.0845909,317600.48661,388382.43732,7.8030879577,103,2,2,60,4240.1746677,84.313051234,0.19,0
379,IJARA_HOME,38,16232.059371,412514.60938,514578.57286,4.5047890748,79,1,3,60,6043.9307878,37.234528592,0.14,0
380,IJARA_HOME,31,12863.791526,318615.14775,420739.50405,2.9831454726,46,2,1,60,7338.5904121,57.048424619,0.14,0
381,MURABAHA_P,33,11665.93915,359713.95578,519306.41102,6.9834393788,179,2,0,30,3240.1183214,27.774174713,0.09,0
382,IJARA_HOME,43,16444.154514,408494.41346,519469.85346,3.630728773,101,1,1,60,4699.9642219,28.581367426,0.14,1
383,MURABAHA_A,37,14745.996011,201987.71032,313321.21917,6.6658960198,57,3,3,60,4143.9640683,28.102300212,0.14,0
384,MURABAHA_A,58,19482.317565,172386.61516,211590.96734,7.7932149074,257,5,0,30,1381.2015896,7.0895137862,0.09,0
385,MURABAHA_A,46,20939.836656,201028.52462,261615.254,7.8253936289,207,2,2,60,1772.5218144,8.4648311424,0.14,0
386,MURABAHA_P,56,12566.757004,202498.38969,254321.84955,6.7147257296,270,2,2,60,1455.7953093,11.584494781,0.14,0
387,MURABAHA_P,23,20013.665632,137933.99306,167670.13163,7.7654551914,237,3,2,60,1139.6973891,5.6945959327,0.14,0
388,MURABAHA_A,25,20158.12812,413778.58082,565184.43321,7.0760972963,159,1,3,60,4017.3860256,19.929360513,0.14,1
389,MURABAHA_A,33,15271.564231,194113.5142,303653.8094,7.6161519625,38,5,1,60,5765.1018938,37.750565736,0.14,0
390,MURABAHA_A,53,17482.867422,85153.114796,141600.67576,5.9995039678,106,2,3,60,1036.8708707,5.930782667,0.14,0
391,MURABAHA_P,28,12809.972019,171016.51495,211950.48474,6.8616084672,252,3,1,60,1282.758559,10.01374989,0.14,0
392,MURABAHA_A,50,13586.134618,79092.554096,94066.150242,5.416290433,69,5,2,60,1336.5782444,9.837810989,0.14,1
393,IJARA_HOME,53,12396.032767,93436.658476,155454.74752,4.4495297691,105,4,3,60,1075.9422628,8.6797307089,0.14,1
394,IJARA_HOME,48,20615.596195,254899.07367,406697.75347,4.3500674827,205,2,0,30,1764.2766388,8.5579704904,0.09,0
395,MURABAHA_A,35,15845.444453,212918.6593,344759.00233,7.2497780039,25,4,1,60,9201.7551776,58.071928528,0.14,0
396,MURABAHA_P,27,12375.863478,354466.8626,492375.85262,8.5288816305,212,5,1,60,3241.5953557,26.192882312,0.17,0
397,MURABAHA_A,52,7840.2014674,353621.4848,394117.80405,6.8080547906,236,0,0,0,2722.6100404,34.726276509,0.04,0
398,IJARA_HOME,29,18467.603374,401390.71122,638133.14206,3.8364017509,31,4,2,60,13620.976921,73.756061601,0.16,0
399,MURABAHA_A,43,11205.855957,87135.932688,104874.84924,7.5501594345,230,4,3,60,717.89203704,6.4064007231,0.14,0
400,IJARA_HOME,56,21056.844445,315104.04004,372958.98261,4.6914438388,209,2,1,60,2209.3805723,10.49245806,0.14,0
401,MURABAHA_A,31,14286.634964,273994.66746,367804.0109,6.9076742353,170,4,0,30,2531.2403525,17.717540616,0.09,0
402,MURABAHA_P,44,13869.835725,67015.116569,96082.184925,7.0405914702,292,4,3,60,480.19539958,3.4621563593,0.14,0
403,MURABAHA_A,42,13132.622811,289133.61542,361766.85204,7.5125608258,166,1,2,60,2805.8178222,21.365250967,0.14,0
404,IJARA_HOME,58,19194.899429,96144.727059,120913.64823,4.6403472203,293,1,1,60,548.97786232,2.8600194773,0.14,0
405,MURABAHA_A,22,18520.913477,233521.09687,316751.18362,7.2769261792,239,4,3,60,1852.945378,10.004611167,0.14,0
406,MURABAHA_A,28,16765.681657,75817.2445,106721.05109,9.0258435179,64,4,0,30,1496.9286303,8.9285282933,0.12,0
407,MURABAHA_A,37,20324.309049,135163.10407,192962.51481,9.4267505111,151,2,3,60,1531.7198756,7.5363933501,0.17,0
408,IJARA_HOME,26,15610.82537,437704.39122,576768.77053,4.0678836439,214,0,0,0,2879.4744201,18.445369491,0.04,0
409,IJARA_HOME,40,12973.39529,188749.37044,211186.37577,5.0739462372,32,1,3,60,6318.8996406,48.706599153,0.14,0
410,MURABAHA_A,47,12849.292254,387963.01801,449236.28325,8.7379864339,157,1,0,30,4155.1281979,32.337409064,0.12,0
411,MURABAHA_A,53,18917.941246,201080.17726,334035.75373,8.7187872665,227,4,2,60,1811.1307643,9.5736144898,0.17,0
412,MURABAHA_A,30,13992.813987,306026.06395,433636.04413,8.8629426514,295,0,0,0,2551.3127267,18.2330211,0.07,0
413,MURABAHA_A,35,13661.470233,313316.12207,406102.13536,9.4770800832,209,1,2,60,3066.9168872,22.449391133,0.17,0
414,IJARA_HOME,53,14699.580592,233299.63544,356788.64009,3.9864864538,279,2,1,60,1284.0341987,8.7351757464,0.14,0
415,IJARA_HOME,48,17927.980002,130743.84276,193576.17782,3.9415083253,117,1,2,60,1347.7195345,7.5174087338,0.14,0
416,IJARA_HOME,22,13806.151015,357143.2556,436034.24727,3.4383483615,118,1,0,30,3571.3679443,25.867947848,0.09,0
417,MURABAHA_A,34,14713.696798,193665.8957,252091.04699,7.4974902725,184,5,3,60,1773.9266316,12.056294594,0.14,0
418,MURABAHA_A,36,14204.861746,353713.57622,412264.19089,7.1883881946,271,2,2,60,2642.5909002,18.603425696,0.14,0
419,IJARA_HOME,31,14472.428123,308117.10227,382205.43005,4.3235012137,50,5,3,60,6745.1232699,46.606714592,0.14,0
420,MURABAHA_A,56,13979.120209,72133.216169,88945.402607,8.1209053195,250,3,3,60,599.13341595,4.2859164739,0.17,1
421,MURABAHA_A,36,10536.445599,151666.18237,179988.59113,8.1541653871,296,5,2,60,1191.0507938,11.30410424,0.17,0
422,IJARA_HOME,22,12921.570879,136711.48829,162674.85527,4.0958419963,212,5,3,60,907.1255196,7.0202417963,0.14,0
423,IJARA_HOME,24,21965.990508,262356.29302,412467.97996,4.6733150773,166,0,0,0,2148.9582541,9.7831156456,0.04,0
424,MURABAHA_P,42,18325.123616,305046.56546,423922.23787,5.7257511514,192,4,2,60,2429.671836,13.258692748,0.14,0
425,IJARA_HOME,50,10396.806686,98377.156071,128750.02276,3.5432794228,163,3,0,30,761.26108832,7.3220663933,0.09,0
426,MURABAHA_A,26,12290.844076,113044.97328,136708.09969,7.0763475799,191,5,2,60,988.02462431,8.0387044063,0.14,0
