cust_id,segment,facility_type,limit_amt,current_balance,util_ratio,util_change_12m,undrawn_amt,obs_ccf,ead_at_default,dpd_12m_max,high_risk_flag,default_flag,secured_flag,revolving_flag,util_ratio_12m_ago,util_ratio_6m_ago,util_max_12m,util_min_12m,util_vol_12m,undrawn_ratio,limit_bucket,obs_ccf_capped,obs_ccf_high_flag,dpd_ever_30plus,high_risk_dpd_flag,segment_stress_scale,ccf_baseline,ccf_ttc,ccf_pit,ead_current,ead_ttc,ead_stressed_up,ead_stressed_down,high_util_flag,low_util_flag,ccf_gap,new_to_bank_flag,refinance_flag,sector_code
3674,SME,CreditLine,330569,135214,0.409,0.11,195354,0.443,221695,60,1,0,0,1,0.299,0.354,0.409,0.299,0.05499999999999999,0.5909628549561514,L3_200_500k,0.443,0,1,1,1.2,0.65,0.635,0.5258,135214,317779.51467268623,274901.8,195091.6,0,0,-0.20700000000000002,0,0,MANUFACTURING
3675,SME,Overdraft,398900,328063,0.822,0.262,70837,0.236,344752,5,1,1,0,1,0.5599999999999999,0.691,0.822,0.5599999999999999,0.131,0.17758084733015794,L3_200_500k,0.236,0,0,1,1.2,0.85,0.7749999999999999,0.48160000000000003,328063,1132130.5084745763,427492.48,303381.76,1,0,-0.614,0,0,MANUFACTURING
3676,SME,CreditLine,150295,87215,0.58,0.039,63080,0.327,107837,60,1,0,0,1,0.5409999999999999,0.5605,0.58,0.5409999999999999,0.019500000000000017,0.4197079077813633,L2_50_200k,0.327,0,1,1,1.2,0.65,0.635,0.45620000000000005,87215,209408.24159021408,133717.88,94896.56,0,0,-0.323,0,1,MANUFACTURING
3677,SME,Revolver,228013,117793,0.517,-0.257,110220,0.858,212412,30,0,0,0,1,0.774,0.6455,0.774,0.517,0.1285,0.48339349072202026,L3_200_500k,0.858,1,1,0,1.2,0.8,0.74,0.8348,117793,183199.16083916085,263390.88,186922.56,0,0,0.05799999999999994,0,0,MANUFACTURING
3678,Retail,CreditLine,22121,5631,0.255,-0.072,16490,0.428,12693,60,1,0,0,1,0.327,0.29100000000000004,0.327,0.255,0.036000000000000004,0.7454455042719588,L1_0_50k,0.428,0,1,1,1.0,0.65,0.635,0.5167999999999999,5631,18831.90420560748,15231.599999999999,11423.7,0,0,-0.22200000000000003,0,0,SERVICES
3679,Corporate,Revolver,821041,326274,0.397,-0.082,494767,0.589,617694,0,0,0,0,1,0.47900000000000004,0.43800000000000006,0.47900000000000004,0.397,0.04100000000000001,0.6026093702994125,L4_500k_plus,0.589,0,0,0,1.1,0.75,0.7049999999999998,0.6534,326274,739345.1103565365,753586.6799999999,549747.66,0,0,-0.16100000000000003,0,0,
3680,SME,CreditLine,413805,210125,0.508,0.089,203679,0.457,303153,0,0,0,0,1,0.41900000000000004,0.4635,0.508,0.41900000000000004,0.044499999999999984,0.4922100989596549,L3_200_500k,0.457,0,0,0,1.2,0.5,0.53,0.4742,210125,351577.8774617068,375909.72,266774.64,0,0,-0.04299999999999998,1,0,MANUFACTURING
3681,Retail,Overdraft,73698,66485,0.902,0.139,7213,0.288,68562,30,1,1,0,1,0.763,0.8325,0.902,0.763,0.0695,0.09787239816548618,L2_50_200k,0.288,0,1,1,1.0,0.9,0.81,0.5328,66485,192830.62500000003,82274.4,61705.8,1,0,-0.6120000000000001,0,0,SERVICES
3682,Retail,Revolver,51071,47848,0.937,0.082,3222,0.398,49131,0,1,0,0,1,0.8550000000000001,0.8960000000000001,0.937,0.8550000000000001,0.04099999999999998,0.06308864130328366,L2_50_200k,0.398,0,0,1,1.0,0.85,0.7749999999999999,0.5788,47848,95669.66080402008,58957.2,44217.9,1,0,-0.45199999999999996,0,0,SERVICES
3683,SME,Revolver,414905,113905,0.275,-0.228,301000,0.828,363100,0,0,0,0,1,0.503,0.389,0.503,0.275,0.11399999999999999,0.7254672756414119,L3_200_500k,0.828,1,0,0,1.2,0.75,0.7049999999999998,0.7968,113905,309161.2318840579,450244.0,319528.0,0,0,0.07799999999999996,0,1,MANUFACTURING
3684,SME,Revolver,294957,98921,0.335,-0.101,196035,0.782,252300,0,0,0,0,1,0.43600000000000005,0.38550000000000006,0.43600000000000005,0.335,0.05050000000000002,0.6646223008777551,L3_200_500k,0.782,1,0,0,1.2,0.75,0.7049999999999998,0.7692000000000001,98921,227457.16112531963,312852.0,222024.0,0,0,0.03200000000000003,0,0,MANUFACTURING
3685,SME,Revolver,203573,185690,0.912,-0.012,17883,0.505,194727,60,1,0,0,1,0.924,0.918,0.924,0.912,0.006000000000000005,0.08784563768279684,L3_200_500k,0.505,0,1,1,1.2,0.9,0.81,0.663,185690,312334.396039604,241461.48,171359.76,1,0,-0.395,0,0,MANUFACTURING
3686,Corporate,Revolver,1683071,636256,0.378,-0.102,1046815,0.837,1512790,30,0,0,0,1,0.48,0.429,0.48,0.378,0.05099999999999999,0.621967225387402,L4_500k_plus,0.837,1,1,0,1.1,0.8,0.74,0.8222,636256,1337472.6403823178,1845603.8,1346383.1,0,0,0.03699999999999992,1,0,
3687,SME,Revolver,257084,148067,0.576,0.096,109017,0.621,215743,5,0,0,0,1,0.48,0.528,0.576,0.48,0.04799999999999999,0.4240520608050287,L3_200_500k,0.621,0,0,0,1.2,0.75,0.7049999999999998,0.6726000000000001,148067,244925.6280193236,267521.32,189853.84,0,0,-0.129,0,1,MANUFACTURING
3688,SME,Revolver,177120,115695,0.653,-0.087,61425,0.526,148019,0,0,0,0,1,0.74,0.6965,0.74,0.653,0.04349999999999998,0.3467987804878049,L2_50_200k,0.526,0,0,0,1.2,0.75,0.7049999999999998,0.6156,115695,198390.4847908745,183543.56,130256.72,0,0,-0.22399999999999998,0,0,MANUFACTURING
3689,Retail,Revolver,40404,18664,0.462,-0.135,21740,0.622,32177,0,0,0,0,1,0.597,0.5295,0.597,0.462,0.06749999999999998,0.538065538065538,L1_0_50k,0.622,0,0,0,1.0,0.75,0.7049999999999998,0.6732,18664,36470.71543408359,38612.4,28959.3,0,0,-0.128,0,0,SERVICES
3690,Retail,Card,32433,9329,0.288,-0.15,23104,0.618,23615,0,0,0,1,0,0.43799999999999994,0.363,0.43799999999999994,0.288,0.07499999999999998,0.7123608670181605,L1_0_50k,0.618,0,0,0,1.0,0.5,0.53,0.5708,9329,20252.346278317153,28338.0,21253.5,0,0,0.118,0,1,SERVICES
3691,SME,CreditLine,409065,190336,0.465,0.034,218729,0.301,256163,0,0,0,0,1,0.43100000000000005,0.44800000000000006,0.465,0.43100000000000005,0.016999999999999987,0.5347047535232787,L3_200_500k,0.301,0,0,0,1.2,0.5,0.53,0.3806,190336,451051.1295681064,317642.12,225423.44,0,0,-0.199,1,0,MANUFACTURING
3692,Retail,CreditLine,85905,29079,0.339,-0.033,56826,0.44,54106,0,0,0,0,1,0.372,0.35550000000000004,0.372,0.339,0.016499999999999987,0.6614981665793609,L2_50_200k,0.44,0,0,0,1.0,0.5,0.53,0.464,29079,65173.13636363637,64927.2,48695.4,0,0,-0.06,0,0,SERVICES
3693,Retail,Revolver,24379,9190,0.377,-0.351,15189,0.743,20479,5,0,0,0,1,0.728,0.5525,0.728,0.377,0.1755,0.6230362196972804,L1_0_50k,0.743,0,0,0,1.0,0.75,0.7049999999999998,0.7458,9190,19431.62180349932,24574.8,18431.100000000002,0,0,-0.007000000000000006,1,0,SERVICES
3694,SME,Revolver,213369,109604,0.514,-0.033,103765,0.642,176265,0,0,0,0,1,0.547,0.5305,0.547,0.514,0.016500000000000015,0.48631713135460164,L3_200_500k,0.642,0,0,0,1.2,0.75,0.7049999999999998,0.6852,109604,193562.03271028036,218568.6,155113.2,0,0,-0.10799999999999998,0,0,MANUFACTURING
3695,SME,Revolver,246192,24972,0.101,0.027,221220,0.553,147303,5,0,0,0,1,0.07400000000000001,0.08750000000000001,0.101,0.07400000000000001,0.013499999999999998,0.8985669721193215,L3_200_500k,0.553,0,0,0,1.2,0.75,0.7049999999999998,0.6318000000000001,24972,187791.34719710663,182655.72,129626.64,0,1,-0.19699999999999995,0,0,MANUFACTURING
3696,Retail,Revolver,40586,20155,0.497,0.041,20431,0.276,25787,0,0,0,0,1,0.456,0.47650000000000003,0.497,0.456,0.02049999999999999,0.5034001872566894,L1_0_50k,0.276,0,0,0,1.0,0.75,0.7049999999999998,0.4656,20155,65868.96739130432,30944.399999999998,23208.3,0,0,-0.474,0,0,SERVICES
3697,Corporate,Overdraft,1524651,865563,0.568,0.142,659088,0.308,1068237,0,1,1,0,1,0.42599999999999993,0.49699999999999994,0.568,0.42599999999999993,0.07100000000000001,0.4322877825810628,L4_500k_plus,0.308,0,0,1,1.1,0.85,0.7749999999999999,0.5248,865563,2687934.0097402595,1303249.14,950730.93,0,0,-0.542,0,0,
3698,Retail,Revolver,30227,26657,0.882,-0.142,3569,0.696,29141,0,1,0,0,1,1.0,0.9410000000000001,1.0,0.882,0.059,0.11807324577364607,L1_0_50k,0.696,0,0,1,1.0,0.85,0.7749999999999999,0.7576,26657,32448.67097701149,34969.2,26226.9,1,0,-0.15400000000000003,1,0,SERVICES
3699,Retail,Overdraft,62252,9786,0.157,-0.093,52465,0.214,21020,5,0,0,0,1,0.25,0.20350000000000001,0.25,0.157,0.0465,0.8427841675769453,L2_50_200k,0.214,0,0,0,1.0,0.75,0.7049999999999998,0.4284,9786,69248.13084112148,25224.0,18918.0,0,1,-0.536,1,0,SERVICES
3700,Retail,Revolver,30847,24967,0.809,-0.047,5879,0.52,28022,0,1,0,0,1,0.8560000000000001,0.8325,0.8560000000000001,0.809,0.02350000000000002,0.19058579440464227,L1_0_50k,0.52,0,0,1,1.0,0.85,0.7749999999999999,0.652,24967,41763.55769230769,33626.4,25219.8,1,0,-0.32999999999999996,0,0,SERVICES
3701,Corporate,CreditLine,2662440,531551,0.2,0.104,2130888,0.313,1198696,0,1,0,0,1,0.09600000000000002,0.14800000000000002,0.2,0.09600000000000002,0.052,0.8003515572181908,L4_500k_plus,0.313,0,0,1,1.1,0.6,0.6,0.42779999999999996,531551,2297819.8083067094,1462409.1199999999,1066839.44,0,0,-0.287,0,0,
3702,SME,Revolver,98895,53055,0.536,-0.222,45840,0.452,73763,0,0,0,0,1,0.758,0.647,0.758,0.536,0.11099999999999999,0.46352191718489305,L2_50_200k,0.452,0,0,0,1.2,0.75,0.7049999999999998,0.5712,53055,115050.69690265483,91466.12,64911.44,0,0,-0.298,0,0,MANUFACTURING
3703,SME,CreditLine,596837,73300,0.123,-0.033,523536,0.388,276464,5,0,0,0,1,0.156,0.1395,0.156,0.123,0.0165,0.8771842228280083,L4_500k_plus,0.388,0,0,0,1.2,0.5,0.53,0.4328,73300,377644.1237113402,342815.36,243288.32,0,1,-0.11199999999999999,0,0,MANUFACTURING
3704,Retail,Card,28421,6766,0.238,-0.048,21654,0.821,24537,30,0,0,1,0,0.286,0.262,0.286,0.238,0.023999999999999994,0.7619014109285388,L1_0_50k,0.821,1,1,0,1.0,0.55,0.565,0.7125999999999999,6766,16885.998781973205,29444.399999999998,22083.3,0,0,0.2709999999999999,0,0,SERVICES
3705,Retail,Card,149021,103880,0.697,-0.103,45141,0.634,132502,5,0,0,1,0,0.7999999999999999,0.7484999999999999,0.7999999999999999,0.697,0.05149999999999999,0.30291703853819263,L2_50_200k,0.634,0,0,0,1.0,0.5,0.53,0.5804,103880,110766.65615141956,159002.4,119251.8,0,0,0.134,1,0,SERVICES
3706,SME,CreditLine,154436,80080,0.519,-0.011,74356,0.31,103125,0,0,1,0,1,0.53,0.5245,0.53,0.519,0.005500000000000005,0.4814680514905851,L2_50_200k,0.31,0,0,0,1.2,0.5,0.53,0.386,80080,176310.48387096776,127875.0,90750.0,0,0,-0.19,0,0,MANUFACTURING
3707,SME,Revolver,364105,98082,0.269,-0.023,266022,0.57,249605,60,1,1,0,1,0.29200000000000004,0.2805,0.29200000000000004,0.269,0.01150000000000001,0.7306189148734569,L3_200_500k,0.57,0,1,1,1.2,0.9,0.81,0.702,98082,354701.8421052632,309510.2,219652.4,0,0,-0.33000000000000007,0,0,MANUFACTURING
3708,SME,Revolver,274988,76687,0.279,-0.141,198301,0.757,226713,5,0,0,0,1,0.42000000000000004,0.34950000000000003,0.42000000000000004,0.279,0.07050000000000001,0.7211260127714664,L3_200_500k,0.757,1,0,0,1.2,0.75,0.7049999999999998,0.7542,76687,211139.58388375162,281124.12,199507.44,0,0,0.007000000000000006,0,0,MANUFACTURING
3709,Retail,Revolver,82964,40343,0.486,0.147,42621,0.521,62532,0,1,0,0,1,0.33899999999999997,0.4125,0.486,0.33899999999999997,0.07350000000000001,0.5137288462465648,L2_50_200k,0.521,0,0,1,1.0,0.85,0.7749999999999999,0.6526000000000001,40343,93017.85028790786,75038.4,56278.8,0,0,-0.32899999999999996,0,0,SERVICES
3710,SME,CreditLine,265879,39472,0.148,-0.195,226407,0.481,148350,30,0,0,0,1,0.34299999999999997,0.2455,0.34299999999999997,0.148,0.09749999999999999,0.8515414906780904,L3_200_500k,0.481,0,1,0,1.2,0.55,0.565,0.5085999999999999,39472,174257.27650727652,183954.0,130548.0,0,1,-0.06900000000000006,0,0,MANUFACTURING
3711,SME,Overdraft,255872,199444,0.779,-0.055,56428,0.415,222864,30,1,0,0,1,0.8340000000000001,0.8065,0.8340000000000001,0.779,0.027500000000000024,0.22053214107053526,L3_200_500k,0.415,0,1,1,1.2,0.9,0.81,0.609,199444,434987.56626506033,276351.36,196120.32,0,0,-0.48500000000000004,0,0,MANUFACTURING
3712,Retail,Revolver,102708,83170,0.81,0.134,19538,0.551,93932,0,1,1,0,1,0.676,0.7430000000000001,0.81,0.676,0.067,0.19022860926120652,L2_50_200k,0.551,0,0,1,1.0,0.85,0.7749999999999999,0.6706000000000001,83170,132118.5117967332,112718.4,84538.8,1,0,-0.29899999999999993,0,0,SERVICES
3713,SME,CreditLine,239235,172004,0.719,0.029,67231,0.399,198830,0,0,0,0,1,0.69,0.7044999999999999,0.719,0.69,0.014500000000000013,0.28102493364265263,L3_200_500k,0.399,0,0,0,1.2,0.5,0.53,0.4394,172004,264110.02506265667,246549.2,174970.4,0,0,-0.10099999999999998,0,1,MANUFACTURING
3714,Retail,Overdraft,45256,21828,0.482,0.007,23428,0.317,29243,0,0,0,0,1,0.475,0.4785,0.482,0.475,0.003500000000000003,0.5176772140710624,L1_0_50k,0.317,0,0,0,1.0,0.75,0.7049999999999998,0.4902000000000001,21828,65035.69400630913,35091.6,26318.7,0,0,-0.433,0,0,SERVICES
3715,SME,Overdraft,814371,117768,0.145,-0.039,696603,0.304,329333,30,0,0,0,1,0.184,0.16449999999999998,0.184,0.145,0.019500000000000003,0.8553877778064297,L4_500k_plus,0.304,0,1,0,1.2,0.8,0.74,0.5024000000000001,117768,801665.8552631579,408372.92,289813.04,0,1,-0.49600000000000005,0,0,MANUFACTURING
3716,Retail,Revolver,37850,18912,0.5,0.062,18938,0.714,32433,0,0,0,0,1,0.438,0.469,0.5,0.438,0.031,0.5003434610303831,L1_0_50k,0.714,0,0,0,1.0,0.75,0.7049999999999998,0.7283999999999999,18912,32024.180672268903,38919.6,29189.7,0,0,-0.03600000000000003,0,0,SERVICES
3717,Retail,CreditLine,65871,16078,0.244,0.04,49792,0.514,41660,0,0,0,0,1,0.204,0.22399999999999998,0.244,0.204,0.020000000000000004,0.7559016866299282,L2_50_200k,0.514,0,0,0,1.0,0.5,0.53,0.5084,16078,42956.80933852141,49992.0,37494.0,0,0,0.014000000000000012,0,0,SERVICES
3718,Corporate,Overdraft,1842415,1290662,0.701,0.028,551752,0.346,1481374,0,0,0,0,1,0.6729999999999999,0.6869999999999999,0.701,0.6729999999999999,0.014000000000000012,0.2994721601810667,L4_500k_plus,0.346,0,0,0,1.1,0.75,0.7049999999999998,0.5076,1290662,3018406.560693641,1807276.28,1318422.86,0,0,-0.404,0,0,
3719,Corporate,CreditLine,1869427,1767392,0.945,0.053,102034,0.313,1799359,0,1,0,0,1,0.8919999999999999,0.9184999999999999,0.945,0.8919999999999999,0.026500000000000024,0.0545803607201565,L4_500k_plus,0.313,0,0,1,1.1,0.6,0.6,0.42779999999999996,1767392,3449250.4792332267,2195217.98,1601429.51,1,0,-0.287,0,0,
3720,SME,CreditLine,259958,82781,0.318,-0.062,177176,0.585,186363,0,0,0,0,1,0.38,0.349,0.38,0.318,0.031,0.6815562513944561,L3_200_500k,0.585,0,0,0,1.2,0.5,0.53,0.5509999999999999,82781,168841.69230769234,231090.12,163999.44,0,0,0.08499999999999996,0,0,MANUFACTURING
3721,Corporate,Revolver,2552740,1463674,0.573,0.012,1089066,0.557,2070751,0,0,0,0,1,0.5609999999999999,0.567,0.573,0.5609999999999999,0.006000000000000005,0.42662629174925765,L4_500k_plus,0.557,0,0,0,1.1,0.75,0.7049999999999998,0.6342000000000001,1463674,2620968.5008976655,2526316.2199999997,1842968.3900000001,0,0,-0.19299999999999995,0,0,
3722,SME,Overdraft,119814,54208,0.452,-0.142,65605,0.394,80030,5,0,0,0,1,0.594,0.523,0.594,0.452,0.07099999999999998,0.5475570467558049,L2_50_200k,0.394,0,0,0,1.2,0.75,0.7049999999999998,0.5364,54208,143200.88832487306,99237.2,70426.4,0,0,-0.356,0,0,MANUFACTURING
3723,SME,CreditLine,192289,26567,0.138,-0.031,165721,0.372,88259,0,0,0,0,1,0.169,0.15350000000000003,0.169,0.138,0.0155,0.8618329701647001,L2_50_200k,0.372,0,0,0,1.2,0.5,0.53,0.4232,26567,125745.3494623656,109441.16,77667.92,0,1,-0.128,0,0,MANUFACTURING
3724,Corporate,Revolver,3815343,2008097,0.526,0.216,1807245,0.66,3200133,0,1,0,0,1,0.31000000000000005,0.41800000000000004,0.526,0.31000000000000005,0.10799999999999998,0.47367825120834484,L4_500k_plus,0.66,0,0,1,1.1,0.85,0.7749999999999999,0.736,2008097,3757731.931818181,3904162.26,2848118.37,0,0,-0.18999999999999995,0,0,
3725,SME,CreditLine,245709,103888,0.423,0.149,141820,0.423,163819,5,1,0,0,1,0.274,0.34850000000000003,0.423,0.274,0.07449999999999998,0.5771868348330749,L3_200_500k,0.423,0,0,1,1.2,0.6,0.6,0.49379999999999996,103888,232367.37588652482,203135.56,144160.72,0,0,-0.177,0,1,MANUFACTURING
3726,SME,CreditLine,225313,70403,0.312,-0.189,154910,0.441,138778,0,0,0,0,1,0.501,0.4065,0.501,0.312,0.0945,0.6875324548516952,L3_200_500k,0.441,0,0,0,1.2,0.5,0.53,0.4646,70403,166785.3514739229,172084.72,122124.64,0,0,-0.059,0,0,MANUFACTURING
3727,SME,Overdraft,616282,252070,0.409,0.143,364211,0.197,323979,0,1,1,0,1,0.266,0.3375,0.409,0.266,0.07149999999999998,0.5909810768446913,L4_500k_plus,0.197,0,0,1,1.2,0.85,0.7749999999999999,0.45820000000000005,252070,1274536.6751269032,401733.96,285101.52,0,0,-0.653,0,0,MANUFACTURING
3728,SME,Revolver,199818,157332,0.787,-0.172,42485,0.5,178581,0,1,0,0,1,0.9590000000000001,0.873,0.9590000000000001,0.787,0.08600000000000002,0.21261848281936563,L2_50_200k,0.5,0,0,1,1.2,0.85,0.7749999999999999,0.64,157332,276800.55,221440.44,157151.28,0,0,-0.35,0,0,MANUFACTURING
3729,SME,CreditLine,448401,53868,0.12,-0.214,394532,0.392,208423,0,0,1,0,1,0.33399999999999996,0.22699999999999998,0.33399999999999996,0.12,0.10699999999999998,0.8798642286703197,L3_200_500k,0.392,0,0,0,1.2,0.5,0.53,0.43520000000000003,53868,281796.4030612245,258444.52,183412.24,0,1,-0.10799999999999998,0,0,MANUFACTURING
3730,Retail,CreditLine,35933,21589,0.601,0.127,14344,0.468,28304,0,1,0,0,1,0.474,0.5375,0.601,0.474,0.0635,0.39918737650627556,L1_0_50k,0.468,0,0,1,1.0,0.6,0.6,0.5207999999999999,21589,36287.179487179485,33964.799999999996,25473.600000000002,0,0,-0.13199999999999995,0,0,SERVICES
3731,Retail,Revolver,38538,11554,0.3,-0.168,26984,0.628,28501,0,0,0,0,1,0.46799999999999997,0.384,0.46799999999999997,0.3,0.08399999999999999,0.7001920182676838,L1_0_50k,0.628,0,0,0,1.0,0.75,0.7049999999999998,0.6768000000000001,11554,31995.54936305732,34201.2,25650.9,0,0,-0.122,0,0,SERVICES
3732,Retail,Revolver,30722,3878,0.126,-0.052,26843,0.562,18971,0,0,0,0,1,0.178,0.152,0.178,0.126,0.025999999999999995,0.8737386888874422,L1_0_50k,0.562,0,0,0,1.0,0.75,0.7049999999999998,0.6372,3878,23798.14056939501,22765.2,17073.9,0,1,-0.18799999999999994,0,0,SERVICES
3733,Retail,Revolver,40264,26045,0.647,-0.133,14218,0.431,32173,0,0,1,0,1,0.78,0.7135,0.78,0.647,0.0665,0.3531194118815816,L1_0_50k,0.431,0,0,0,1.0,0.75,0.7049999999999998,0.5586,26045,52626.36890951275,38607.6,28955.7,0,0,-0.319,0,0,SERVICES
3734,Retail,Card,42155,14897,0.353,-0.148,27258,1.014,42532,60,1,1,1,0,0.501,0.427,0.501,0.353,0.07400000000000001,0.6466136875815442,L1_0_50k,1.014,1,1,1,1.0,0.65,0.635,0.8684,14897,26634.930966469426,51038.4,38278.8,0,0,0.364,0,0,SERVICES
3735,SME,Revolver,208254,109925,0.528,0.03,98329,0.566,165619,5,0,0,0,1,0.498,0.513,0.528,0.498,0.015000000000000013,0.4721589981464942,L3_200_500k,0.566,0,0,0,1.2,0.75,0.7049999999999998,0.6396,109925,206292.21731448759,205367.56,145744.72,0,0,-0.18400000000000005,0,0,MANUFACTURING
3736,Retail,Revolver,58367,41679,0.714,0.067,16687,0.527,50468,0,0,0,0,1,0.647,0.6805,0.714,0.647,0.033499999999999974,0.2858978532389878,L2_50_200k,0.527,0,0,0,1.0,0.75,0.7049999999999998,0.6162000000000001,41679,67514.11764705881,60561.6,45421.200000000004,0,0,-0.22299999999999998,0,1,SERVICES
3737,Corporate,Revolver,5988904,3708156,0.619,-0.007,2280747,0.503,4855708,5,0,0,0,1,0.626,0.6225,0.626,0.619,0.003500000000000003,0.3808287793559556,L4_500k_plus,0.503,0,0,0,1.1,0.75,0.7049999999999998,0.6018000000000001,3708156,6805713.996023856,5923963.76,4321580.12,0,0,-0.247,0,0,
3738,Retail,CreditLine,64694,30581,0.473,-0.182,34113,0.528,48580,0,0,0,0,1,0.655,0.5640000000000001,0.655,0.473,0.09100000000000003,0.5272977401304603,L2_50_200k,0.528,0,0,0,1.0,0.5,0.53,0.5168,30581,48764.01515151516,58296.0,43722.0,0,0,0.028000000000000025,0,0,SERVICES
3739,Corporate,Revolver,3035213,2327503,0.767,0.105,707710,0.531,2703539,0,1,0,0,1,0.662,0.7145,0.767,0.662,0.05249999999999999,0.23316650264742542,L4_500k_plus,0.531,0,0,1,1.1,0.85,0.7749999999999999,0.6586000000000001,2327503,3945843.173258003,3298317.58,2406149.71,0,0,-0.31899999999999995,0,0,
3740,Retail,CreditLine,44329,11695,0.264,-0.142,32634,0.568,30238,5,0,0,0,1,0.406,0.335,0.406,0.264,0.07100000000000001,0.7361772203298067,L1_0_50k,0.568,0,0,0,1.0,0.5,0.53,0.5408,11695,28215.03521126761,36285.6,27214.2,0,0,0.06799999999999995,0,1,SERVICES
3741,Retail,CreditLine,25154,16747,0.666,-0.056,8407,0.262,18951,5,0,0,0,1,0.7220000000000001,0.6940000000000001,0.7220000000000001,0.666,0.028000000000000025,0.33422119742386897,L1_0_50k,0.262,0,0,0,1.0,0.5,0.53,0.3572,16747,38335.99236641222,22741.2,17055.9,0,0,-0.238,0,0,SERVICES
3742,Retail,Revolver,38941,7442,0.191,0.037,31498,0.385,19563,30,0,0,0,1,0.154,0.1725,0.191,0.154,0.018500000000000003,0.8088646927402994,L1_0_50k,0.385,0,1,0,1.0,0.8,0.74,0.551,7442,37601.61038961039,23475.6,17606.7,0,1,-0.41500000000000004,0,1,SERVICES
3743,Retail,Revolver,68260,53228,0.78,0.069,15031,0.483,60493,30,1,0,0,1,0.7110000000000001,0.7455,0.78,0.7110000000000001,0.034499999999999975,0.22020216818048638,L2_50_200k,0.483,0,1,1,1.0,0.9,0.81,0.6498,53228,101447.88819875776,72591.59999999999,54443.700000000004,0,0,-0.41700000000000004,0,0,SERVICES
3744,SME,CreditLine,233623,147931,0.633,-0.022,85691,0.567,196533,0,0,0,0,1,0.655,0.644,0.655,0.633,0.01100000000000001,0.3667917970405311,L3_200_500k,0.567,0,0,0,1.2,0.5,0.53,0.5402,147931,183708.09523809527,243700.92,172949.04,0,0,0.06699999999999995,0,0,MANUFACTURING
3745,SME,Revolver,227267,205059,0.902,0.17,22208,0.609,218581,60,1,0,0,1,0.732,0.817,0.902,0.732,0.08500000000000002,0.09771766248509463,L3_200_500k,0.609,0,1,1,1.2,0.9,0.81,0.7254,205059,290723.49753694586,271040.44,192351.28,1,0,-0.29100000000000004,1,0,MANUFACTURING
3746,Corporate,Revolver,2097718,1049440,0.5,-0.142,1048278,0.686,1768428,0,0,0,0,1,0.642,0.571,0.642,0.5,0.07100000000000001,0.4997230323618332,L4_500k_plus,0.686,0,0,0,1.1,0.75,0.7049999999999998,0.7116,1049440,1817407.784256559,2157482.16,1573900.92,0,0,-0.06399999999999995,0,0,
3747,SME,CreditLine,222675,121220,0.544,0.149,101455,0.548,176775,0,1,0,0,1,0.395,0.46950000000000003,0.544,0.395,0.07450000000000001,0.45561917592904455,L3_200_500k,0.548,0,0,1,1.2,0.6,0.6,0.5688,121220,193549.27007299266,219201.0,155562.0,0,0,-0.051999999999999935,0,0,MANUFACTURING
3748,Corporate,Overdraft,3969447,833261,0.21,-0.109,3136185,0.246,1604850,60,1,0,0,1,0.319,0.2645,0.319,0.21,0.05450000000000001,0.7900810868617215,L4_500k_plus,0.246,0,1,1,1.1,0.9,0.81,0.5076,833261,5284262.195121951,1957917.0,1428316.5,0,0,-0.654,0,0,
3749,Retail,Overdraft,51316,17733,0.346,0.114,33583,0.215,24948,30,1,0,0,1,0.23199999999999998,0.289,0.346,0.23199999999999998,0.056999999999999995,0.6544352638553278,L2_50_200k,0.215,0,1,1,1.0,0.9,0.81,0.48900000000000005,17733,93990.13953488374,29937.6,22453.2,0,0,-0.685,0,0,SERVICES
3750,Retail,Overdraft,36855,23483,0.637,0.037,13371,0.365,28364,30,0,0,0,1,0.6,0.6185,0.637,0.6,0.018500000000000016,0.3628001628001628,L1_0_50k,0.365,0,1,0,1.0,0.8,0.74,0.539,23483,57505.095890410965,34036.799999999996,25527.600000000002,0,0,-0.43500000000000005,0,0,SERVICES
3751,Retail,Revolver,59997,45647,0.761,-0.032,14350,0.656,55064,30,1,0,0,1,0.793,0.777,0.793,0.761,0.016000000000000014,0.23917862559794656,L2_50_200k,0.656,0,1,1,1.0,0.9,0.81,0.7536,45647,67990.60975609756,66076.8,49557.6,0,0,-0.244,1,0,SERVICES
3752,SME,Overdraft,146468,137512,0.939,0.24,8955,0.233,139602,0,1,0,0,1,0.699,0.819,0.939,0.699,0.12,0.0611396345959527,L2_50_200k,0.233,0,0,1,1.2,0.85,0.7749999999999999,0.4798,137512,464341.4163090128,173106.48,122849.76,1,0,-0.617,0,0,MANUFACTURING
3753,Corporate,Revolver,2635847,434219,0.165,0.182,2201628,0.458,1441674,0,1,0,0,1,0.0,0.0825,0.165,0.0,0.0825,0.8352639587957874,L4_500k_plus,0.458,0,0,1,1.1,0.85,0.7749999999999999,0.6148,434219,2439513.8646288207,1758842.28,1283089.86,0,1,-0.39199999999999996,0,0,
3754,Retail,Overdraft,40439,10423,0.258,-0.087,30016,0.161,15244,5,0,0,0,1,0.345,0.3015,0.345,0.258,0.04349999999999998,0.7422537649298944,L1_0_50k,0.161,0,0,0,1.0,0.75,0.7049999999999998,0.39660000000000006,10423,66751.67701863353,18292.8,13719.6,0,0,-0.589,0,1,SERVICES
