cust_id,segment,facility_type,sector_code,limit_amt,current_balance,util_ratio,util_ratio_12m_ago,util_ratio_6m_ago,util_change_12m,util_max_12m,util_min_12m,util_vol_12m,undrawn_amt,undrawn_ratio,limit_bucket,obs_ccf,obs_ccf_capped,obs_ccf_high_flag,ccf_baseline,ccf_ttc,ccf_pit,ccf_gap,ead_current,ead_ttc,ead_at_default,ead_stressed_up,ead_stressed_down,dpd_12m_max,dpd_ever_30plus,high_risk_flag,high_risk_dpd_flag,secured_flag,revolving_flag,segment_stress_scale,high_util_flag,low_util_flag,new_to_bank_flag,refinance_flag,default_flag
227,Corporate,Overdraft,Manufacturing,592567,325911.85,0.55,0.5998473920584144,0.6259782930277173,-0.05,0.6259782930277173,0.55,0.076,266655.15,0.45,500k+,0.75,0.75,1,0.488,0.524,0.535,0.262,456039.56,478841.54,525903.21,684059.34,410435.6,30,1,1,0,1,1,0.142,0,0,1,0,1
228,Retail,Overdraft,Construction,16290,6776.64,0.416,0.3180845402454533,0.33289928245506184,0.098,0.416,0.3180845402454533,0.098,9513.36,0.584,0-50k,0.457,0.457,0,0.35,0.347,0.362,0.107,10106.32,10611.64,11124.25,13138.22,9095.69,15,0,1,0,0,1,0.069,0,0,1,0,0
229,Corporate,Overdraft,Manufacturing,188552,20929.27,0.111,0.05187958499158617,0.04763741434455525,0.059,0.111,0.04763741434455525,0.063,167622.73,0.889,150k-300k,0.78,0.78,1,0.65,0.665,0.698,0.13,129884.04,136378.24,151675.0,168849.25,116895.64,15,0,1,0,0,1,0.115,0,1,0,0,0
230,SME,Credit Card,Trading,287162,149898.56,0.522,0.49104036699338743,0.6123660040854585,0.031,0.6123660040854585,0.49104036699338743,0.121,137263.44,0.478,150k-300k,0.263,0.263,0,0.284,0.276,0.364,-0.021,188881.38,198325.45,185998.84,188881.38,169993.24,0,0,0,0,0,1,0.322,0,0,0,0,0
231,SME,Revolving Loan,Public Sector,251415,98806.1,0.393,0.4160093270246692,0.35124294411611096,-0.023,0.4160093270246692,0.35124294411611096,0.065,152608.9,0.607,150k-300k,0.413,0.413,0,0.45,0.491,0.473,-0.037,167480.11,175854.12,161833.58,167480.11,150732.1,0,0,0,0,1,0,0.384,0,0,0,0,1
232,Retail,Overdraft,Public Sector,322282,128912.8,0.4,0.32847424072162856,0.421769356521357,0.072,0.421769356521357,0.32847424072162856,0.093,193369.2,0.6,300k-500k,0.395,0.395,0,0.335,0.33,0.354,0.06,193691.48,203376.05,205293.63,251798.92,174322.33,0,0,1,0,0,1,0.142,0,0,0,0,0
233,SME,Credit Card,Manufacturing,87155,23706.16,0.272,0.26999672674122155,0.2368785763504636,0.002,0.272,0.2368785763504636,0.035,63448.84,0.728,50k-150k,0.65,0.65,1,0.511,0.517,0.502,0.139,56128.52,58934.95,64947.91,67354.22,50515.67,60,1,0,0,0,1,0.154,0,0,0,0,0
234,Retail,Credit Card,Services,497508,245768.95,0.494,0.42300731765673233,0.44571879357355243,0.071,0.494,0.42300731765673233,0.071,251739.05,0.506,300k-500k,0.496,0.496,0,0.449,0.481,0.422,0.047,358799.78,376739.77,370631.52,358799.78,322919.8,0,0,0,0,1,1,0.13,0,0,0,0,0
235,Retail,Overdraft,Trading,276150,45288.6,0.164,0.0,0.18402105466506785,0.164,0.18402105466506785,0.0,0.184,230861.4,0.836,150k-300k,0.426,0.426,0,0.421,0.435,0.483,0.005,142481.25,149605.31,143635.56,142481.25,128233.12,0,0,0,0,0,1,0.135,0,1,0,0,0
236,SME,Overdraft,Public Sector,442142,176414.66,0.399,0.3484583386675336,0.3955115920257414,0.051,0.399,0.3484583386675336,0.051,265727.33999999997,0.601,300k-500k,0.096,0.096,0,0.001,0.0,0.0,0.095,176680.39,185514.41,201924.48,229684.51,159012.35,0,0,1,0,1,1,0.183,0,0,0,0,0
237,Retail,Credit Card,Services,424481,22497.49,0.053,0.016694060696843323,0.031122223990025327,0.036,0.053,0.016694060696843323,0.036,401983.51,0.947,300k-500k,0.316,0.316,0,0.369,0.362,0.45,-0.053,170829.41,179370.88,149524.28,170829.41,153746.47,0,0,0,0,0,1,0.18,0,1,0,0,0
238,Retail,Credit Card,Public Sector,20908,13611.11,0.651,0.6494332323052717,0.585983689195027,0.002,0.651,0.585983689195027,0.065,7296.889999999999,0.349,0-50k,0.858,0.858,1,0.546,0.548,0.559,0.312,17595.21,18474.97,19871.84,26392.82,15835.69,60,1,1,1,1,1,0.095,0,0,0,1,0
239,SME,Overdraft,Public Sector,76165,57123.75,0.75,0.9741424580366107,0.7131940475764935,-0.224,0.9741424580366107,0.7131940475764935,0.261,19041.25,0.25,50k-150k,0.965,0.9,1,0.677,0.713,0.708,0.223,70014.68,73515.41,74260.88,105022.02,63013.21,30,1,1,0,0,1,0.164,0,0,0,0,1
240,Retail,Credit Card,Services,351550,245381.9,0.698,0.5178844824482668,0.6300591617484421,0.18,0.698,0.5178844824482668,0.18,106168.1,0.302,300k-500k,0.548,0.548,1,0.347,0.361,0.415,0.201,282222.23,296333.34,303562.02,366888.9,254000.01,0,0,1,0,1,1,0.155,0,0,0,0,0
241,Corporate,Credit Card,Manufacturing,154121,83995.94,0.545,0.5485721416623306,0.6425345845830044,-0.004,0.6425345845830044,0.545,0.098,70125.06,0.455,150k-300k,0.452,0.452,0,0.28,0.306,0.319,0.172,103630.96,108812.51,115692.47,134720.25,93267.86,0,0,1,0,1,1,0.12,0,0,0,0,1
242,Corporate,Overdraft,Trading,336666,165303.01,0.491,0.29810779950450794,0.4968575033416924,0.193,0.4968575033416924,0.29810779950450794,0.199,171362.99,0.509,300k-500k,0.328,0.328,0,0.294,0.28,0.305,0.034,215683.73,226467.92,221510.07,215683.73,194115.36,15,0,0,0,0,1,0.146,0,0,0,0,0
243,Corporate,Overdraft,Services,570242,512077.32,0.898,0.7874678291278383,0.8193193903765873,0.111,0.898,0.7874678291278383,0.111,58164.67999999999,0.102,500k+,0.6,0.6,1,0.556,0.569,0.586,0.044,544416.88,571637.72,546976.13,544416.88,489975.19,0,0,0,0,0,1,0.261,1,0,0,0,0
244,Retail,Term Loan,Services,72359,44500.78,0.615,0.32671765804861613,0.6030841080470689,0.288,0.615,0.32671765804861613,0.288,27858.22,0.385,50k-150k,0.516,0.516,1,0.56,0.588,0.529,-0.044,60101.38,63106.45,58875.62,60101.38,54091.24,0,0,0,0,0,0,0.176,0,0,0,0,0
245,Retail,Revolving Loan,Public Sector,199006,148856.49,0.748,0.6379960578496355,0.6970705737336969,0.11,0.748,0.6379960578496355,0.11,50149.51000000001,0.252,150k-300k,0.396,0.396,0,0.499,0.524,0.543,-0.103,173881.1,182575.16,168715.7,173881.1,156492.99,0,0,0,0,1,0,0.053,0,0,0,0,0
246,Corporate,Overdraft,Services,354400,166568.0,0.47,0.5369051358884089,0.4661878089024723,-0.067,0.5369051358884089,0.4661878089024723,0.071,187832.0,0.53,300k-500k,0.201,0.201,0,0.277,0.278,0.285,-0.076,218597.46,229527.33,204322.23,218597.46,196737.71,0,0,0,0,0,1,0.173,0,0,0,0,0
247,Retail,Overdraft,Trading,489663,347660.73,0.71,0.8737557170507074,0.7431978446850896,-0.164,0.8737557170507074,0.71,0.164,142002.27000000002,0.29,300k-500k,0.175,0.175,0,0.196,0.197,0.202,-0.021,375493.17,394267.83,372511.13,375493.17,337943.85,0,0,0,0,0,1,0.14,0,0,1,0,0
248,Corporate,Overdraft,Manufacturing,222317,76254.73,0.343,0.27094327941938756,0.2532887236134823,0.072,0.343,0.2532887236134823,0.09,146062.27000000002,0.657,150k-300k,0.549,0.549,1,0.398,0.428,0.412,0.151,134387.51,141106.89,156442.92,174703.76,120948.76,0,0,1,0,0,1,0.139,0,0,0,0,0
249,Corporate,Revolving Loan,Manufacturing,261163,22460.02,0.086,0.061400495011338534,0.052309810141131785,0.025,0.086,0.052309810141131785,0.034,238702.98,0.914,150k-300k,0.537,0.537,1,0.494,0.473,0.564,0.043,140379.29,147398.25,150643.52,140379.29,126341.36,0,0,0,0,1,0,0.176,0,1,0,0,0
250,Corporate,Term Loan,Manufacturing,521166,400776.65,0.769,0.7350854904938007,0.7857259063926233,0.034,0.7857259063926233,0.7350854904938007,0.051,120389.34999999998,0.231,500k+,0.297,0.297,0,0.264,0.288,0.287,0.033,432559.44,454187.41,436532.29,432559.44,389303.5,0,0,0,0,1,0,0.233,0,0,0,0,1
251,Retail,Credit Card,Trading,186973,40199.2,0.215,0.23417546938495887,0.057184511156469636,-0.019,0.23417546938495887,0.057184511156469636,0.177,146773.8,0.785,150k-300k,0.603,0.603,1,0.477,0.482,0.474,0.126,110210.3,115720.82,128703.8,132252.36,99189.27,30,1,0,0,1,1,0.106,0,0,1,0,0
252,Retail,Revolving Loan,Public Sector,157628,74242.79,0.471,0.2364950510757943,0.45181089313588235,0.235,0.471,0.2364950510757943,0.235,83385.21,0.529,150k-300k,0.819,0.819,1,0.814,0.807,0.892,0.005,142118.35,149224.27,142535.28,142118.35,127906.52,0,0,0,0,1,0,0.058,0,0,0,0,0
253,Corporate,Overdraft,Trading,182748,124634.14,0.682,0.6426514443053093,0.6154696019070696,0.039,0.682,0.6154696019070696,0.067,58113.86,0.318,150k-300k,0.499,0.499,0,0.376,0.412,0.41,0.123,146484.95,153809.2,153632.96,190430.44,131836.46,15,0,1,0,0,1,0.121,0,0,1,1,0
254,Retail,Overdraft,Services,513245,250463.56,0.488,0.35512331108137807,0.3923760630554179,0.133,0.488,0.35512331108137807,0.133,262781.44,0.512,500k+,0.295,0.295,0,0.272,0.275,0.333,0.023,321940.11,338037.12,327984.08,418522.14,289746.1,0,0,1,0,0,1,0.056,0,0,0,0,0
255,Retail,Term Loan,Construction,476974,146907.99,0.308,0.15946210348491063,0.2562576493712832,0.149,0.308,0.15946210348491063,0.149,330066.01,0.692,300k-500k,0.334,0.334,0,0.378,0.384,0.41,-0.044,271672.94,285256.59,257150.04,271672.94,244505.65,15,0,0,0,1,0,0.148,0,0,0,0,0
256,SME,Term Loan,Construction,540306,147503.54,0.273,0.20738100788377972,0.3476445280786056,0.066,0.3476445280786056,0.20738100788377972,0.14,392802.45999999996,0.727,500k+,0.538,0.538,1,0.536,0.54,0.61,0.002,358045.66,375947.94,358831.26,358045.66,322241.09,15,0,0,0,1,0,0.33,0,0,0,0,0
257,Corporate,Term Loan,Construction,203987,107909.12,0.529,0.4436737406241217,0.39994153854301473,0.085,0.529,0.39994153854301473,0.129,96077.88,0.471,150k-300k,0.257,0.257,0,0.288,0.3,0.389,-0.031,135579.55,142358.53,132601.14,135579.55,122021.59,0,0,0,0,1,0,0.141,0,0,0,0,0
258,SME,Credit Card,Manufacturing,158561,101637.6,0.641,0.6569554693763701,0.6907616994597947,-0.016,0.6907616994597947,0.641,0.05,56923.399999999994,0.359,150k-300k,0.669,0.669,1,0.519,0.529,0.539,0.15,131180.84,137739.88,139719.35,170535.09,118062.76,0,0,1,0,0,1,0.238,0,0,1,0,0
259,SME,Revolving Loan,Trading,378838,84859.71,0.224,0.20314574096953508,0.19144683626384068,0.021,0.224,0.19144683626384068,0.033,293978.29,0.776,300k-500k,0.288,0.288,0,0.294,0.308,0.339,-0.006,171289.33,179853.8,169525.46,171289.33,154160.4,0,0,0,0,0,0,0.366,0,0,0,0,0
260,Retail,Revolving Loan,Trading,315215,126716.43,0.402,0.3156222173995814,0.41813902225186705,0.086,0.41813902225186705,0.3156222173995814,0.103,188498.57,0.598,300k-500k,0.682,0.682,1,0.544,0.554,0.599,0.138,229259.65,240722.63,255272.45,298037.54,206333.68,0,0,1,0,1,0,0.166,0,0,0,0,0
261,SME,Term Loan,Manufacturing,541682,242673.54,0.448,0.4647244985307091,0.3659907959728594,-0.017,0.4647244985307091,0.3659907959728594,0.099,299008.45999999996,0.552,500k+,0.591,0.591,1,0.668,0.673,0.685,-0.077,442411.19,464531.75,419387.54,442411.19,398170.07,0,0,0,0,0,0,0.163,0,0,0,0,0
262,Corporate,Credit Card,Services,518972,327471.33,0.631,0.4686161211746779,0.6532381013385308,0.162,0.6532381013385308,0.4686161211746779,0.185,191500.66999999998,0.369,500k+,0.238,0.238,0,0.274,0.253,0.308,-0.036,379942.51,398939.64,373048.49,379942.51,341948.26,0,0,0,0,0,1,0.124,0,0,0,1,0
263,Retail,Revolving Loan,Construction,557137,183855.21,0.33,0.31647945133656347,0.2827553212896652,0.014,0.33,0.2827553212896652,0.047,373281.79000000004,0.67,500k+,0.647,0.647,1,0.451,0.427,0.511,0.196,352205.3,369815.56,425368.53,422646.36,316984.77,90,1,0,0,1,0,0.172,0,0,0,0,1
264,Retail,Overdraft,Construction,40207,15962.18,0.397,0.28309576315025636,0.4968739489129949,0.114,0.4968739489129949,0.28309576315025636,0.214,24244.82,0.603,0-50k,0.303,0.303,0,0.377,0.368,0.428,-0.074,25102.48,26357.6,23308.36,25102.48,22592.23,15,0,0,0,1,1,0.08,0,0,0,0,0
265,Corporate,Overdraft,Manufacturing,160362,90123.44,0.562,0.3696410369818929,0.4401468607964722,0.192,0.562,0.3696410369818929,0.192,70238.56,0.438,150k-300k,0.266,0.266,0,0.277,0.28,0.289,-0.011,109579.52,115058.5,108806.9,109579.52,98621.57,15,0,0,0,1,1,0.278,0,0,1,0,0
266,SME,Overdraft,Construction,129947,25469.61,0.196,0.2323329485492168,0.15797787281941988,-0.036,0.2323329485492168,0.15797787281941988,0.074,104477.39,0.804,50k-150k,0.501,0.501,1,0.241,0.289,0.245,0.26,50648.66,53181.09,77812.78,75972.99,45583.79,60,1,1,1,1,1,0.212,0,1,0,0,1
267,SME,Revolving Loan,Public Sector,413331,124825.96,0.302,0.25051012131594996,0.20245210899045096,0.051,0.302,0.20245210899045096,0.1,288505.04,0.698,300k-500k,0.741,0.741,1,0.626,0.645,0.646,0.115,305430.12,320701.63,338608.19,366516.14,274887.11,30,1,0,0,0,0,0.361,0,0,0,0,1
268,SME,Term Loan,Trading,168824,81541.99,0.483,0.5635675826021991,0.38135499638410164,-0.081,0.5635675826021991,0.38135499638410164,0.182,87282.01,0.517,150k-300k,0.568,0.568,1,0.389,0.392,0.431,0.179,115494.69,121269.42,131118.17,150143.1,103945.22,0,0,1,0,1,0,0.389,0,0,0,0,0
269,Retail,Overdraft,Construction,182474,92331.84,0.506,0.43914207948415257,0.40782276912844884,0.067,0.506,0.40782276912844884,0.098,90142.16,0.494,150k-300k,0.454,0.454,0,0.427,0.433,0.492,0.027,130822.54,137363.67,133256.38,130822.54,117740.29,0,0,0,0,0,1,0.093,0,0,0,0,0
270,Retail,Term Loan,Construction,246107,168091.08,0.683,0.6764604401195607,0.5939684715518235,0.007,0.683,0.5939684715518235,0.089,78015.92000000001,0.317,150k-300k,0.3,0.3,0,0.313,0.309,0.366,-0.013,192510.06,202135.56,191495.86,192510.06,173259.05,0,0,0,0,0,0,0.112,0,0,0,1,0
271,SME,Credit Card,Public Sector,174269,36247.95,0.208,0.1542005541688305,0.23436736464998487,0.054,0.23436736464998487,0.1542005541688305,0.08,138021.05,0.792,150k-300k,0.607,0.607,1,0.521,0.53,0.613,0.086,108156.92,113564.77,120026.73,140604.0,97341.23,0,0,1,0,0,1,0.243,0,0,0,0,0
272,SME,Overdraft,Services,331223,58295.25,0.176,0.0,0.13759209205480968,0.176,0.176,0.0,0.176,272927.75,0.824,300k-500k,0.312,0.312,0,0.339,0.323,0.412,-0.027,150817.76,158358.65,143448.71,150817.76,135735.98,0,0,0,0,0,1,0.193,0,1,0,1,0
273,Corporate,Credit Card,Services,565821,42436.58,0.075,0.0705586199928576,0.11694190131249389,0.004,0.11694190131249389,0.0705586199928576,0.046,523384.42,0.925,500k+,0.562,0.562,1,0.41,0.428,0.462,0.152,257024.19,269875.4,336578.62,334131.45,231321.77,0,0,1,0,0,1,0.265,0,1,1,0,0
274,Corporate,Term Loan,Public Sector,476113,129026.62,0.271,0.09924605225215966,0.248265074377992,0.172,0.271,0.09924605225215966,0.172,347086.38,0.729,300k-500k,0.494,0.494,0,0.574,0.543,0.608,-0.08,328254.2,344666.91,300487.29,328254.2,295428.78,0,0,0,0,0,0,0.278,0,0,1,0,0
275,Retail,Revolving Loan,Services,210453,166889.23,0.793,0.7862566742225274,0.6947570216508814,0.007,0.793,0.6947570216508814,0.098,43563.76999999999,0.207,150k-300k,0.418,0.418,0,0.289,0.275,0.313,0.129,179479.16,188453.12,185098.89,233322.91,161531.24,0,0,1,0,0,0,0.145,0,0,0,0,0
276,Retail,Term Loan,Manufacturing,84283,58913.82,0.699,0.5101221018781562,0.728230011416102,0.189,0.728230011416102,0.5101221018781562,0.218,25369.18,0.301,50k-150k,0.683,0.683,1,0.688,0.669,0.703,-0.005,76367.82,80186.21,76240.97,76367.82,68731.04,0,0,0,0,1,0,0.055,0,0,1,1,0
277,SME,Overdraft,Public Sector,350237,208741.25,0.596,0.5603706675810937,0.4948302030922513,0.036,0.596,0.4948302030922513,0.101,141495.75,0.404,300k-500k,0.667,0.667,1,0.693,0.707,0.737,-0.026,306797.8,322137.69,303118.92,306797.8,276118.02,0,0,0,0,0,1,0.273,0,0,0,0,1
278,SME,Overdraft,Trading,397942,99087.56,0.249,0.10328799245798337,0.1750120432550915,0.146,0.249,0.10328799245798337,0.146,298854.44,0.751,300k-500k,0.583,0.583,1,0.558,0.572,0.546,0.025,265848.34,279140.76,273319.7,265848.34,239263.51,0,0,0,0,1,1,0.322,0,0,1,0,0
279,SME,Term Loan,Trading,51963,31385.65,0.604,0.6208168040906331,0.6087873603757068,-0.017,0.6208168040906331,0.604,0.017,20577.35,0.396,50k-150k,0.34,0.34,0,0.249,0.237,0.241,0.091,36509.41,38334.88,38381.95,47462.23,32858.47,0,0,1,0,1,0,0.214,0,0,0,0,1
280,SME,Overdraft,Trading,298178,93926.07,0.315,0.21299681591910663,0.3195702800859067,0.102,0.3195702800859067,0.21299681591910663,0.107,204251.93,0.685,150k-300k,0.303,0.303,0,0.296,0.33,0.36,0.007,154384.64,162103.87,155814.4,154384.64,138946.18,0,0,0,0,0,1,0.237,0,0,0,0,0
281,Corporate,Overdraft,Construction,262697,86164.62,0.328,0.23242107793405492,0.3949324069200695,0.096,0.3949324069200695,0.23242107793405492,0.163,176532.38,0.672,150k-300k,0.349,0.349,0,0.213,0.246,0.24,0.136,123766.02,129954.32,147774.42,160895.83,111389.42,0,0,1,0,1,1,0.237,0,0,0,0,0
282,Retail,Credit Card,Public Sector,543431,214655.24,0.395,0.2803029590316459,0.34553734332351405,0.115,0.395,0.2803029590316459,0.115,328775.76,0.605,500k+,0.407,0.407,0,0.466,0.48,0.556,-0.059,367864.74,386257.98,348466.97,367864.74,331078.27,0,0,0,0,0,1,0.156,0,0,0,0,0
283,Retail,Revolving Loan,Public Sector,204929,105948.29,0.517,0.39715444598999533,0.4199771236614811,0.12,0.517,0.39715444598999533,0.12,98980.71,0.483,150k-300k,0.902,0.9,1,0.649,0.606,0.729,0.251,170186.77,178696.11,195030.93,255280.15,153168.09,30,1,1,0,1,0,0.139,0,0,1,0,1
284,Retail,Term Loan,Services,386201,312822.81,0.81,0.8203690484379113,0.8294339286822421,-0.01,0.8294339286822421,0.81,0.019,73378.19,0.19,300k-500k,0.58,0.58,1,0.268,0.293,0.309,0.312,332488.16,349112.57,355382.16,498732.24,299239.34,30,1,1,0,0,0,0.114,1,0,0,0,0
285,SME,Credit Card,Public Sector,521177,116222.47,0.223,0.12992058271997972,0.18082522512378482,0.093,0.223,0.12992058271997972,0.093,404954.53,0.777,500k+,0.316,0.316,0,0.291,0.284,0.297,0.025,234064.24,245767.45,244188.1,234064.24,210657.82,0,0,0,0,1,1,0.16,0,0,0,0,0
286,Retail,Overdraft,Public Sector,598950,216819.9,0.362,0.4364058199274252,0.37719047208923373,-0.074,0.4364058199274252,0.362,0.074,382130.1,0.638,500k+,0.316,0.316,0,0.171,0.193,0.212,0.145,282164.15,296272.36,337573.01,366813.4,253947.74,0,0,1,0,0,1,0.167,0,0,0,0,0
287,Retail,Credit Card,Services,155249,25460.84,0.164,0.17195113481290525,0.21487160871191963,-0.008,0.21487160871191963,0.164,0.051,129788.16,0.836,150k-300k,0.32,0.32,0,0.206,0.243,0.209,0.114,52197.2,54807.06,66993.05,67856.36,46977.48,0,0,1,0,1,1,0.18,0,1,0,0,0
288,Retail,Revolving Loan,Public Sector,210907,96384.5,0.457,0.31564988448679415,0.2762820853717666,0.141,0.457,0.2762820853717666,0.181,114522.5,0.543,150k-300k,0.683,0.683,1,0.711,0.725,0.715,-0.028,177810.0,186700.5,174603.37,177810.0,160029.0,0,0,0,0,1,0,0.064,0,0,1,0,0
289,Retail,Term Loan,Public Sector,76721,57770.91,0.753,0.7060794886474471,0.7440084071752536,0.047,0.753,0.7060794886474471,0.047,18950.089999999997,0.247,50k-150k,0.515,0.515,1,0.415,0.407,0.444,0.1,65635.2,68916.96,67530.21,85325.76,59071.68,0,0,1,0,1,0,0.17,0,0,1,0,0
290,SME,Revolving Loan,Manufacturing,135557,55171.7,0.407,0.421087103742015,0.25912490703442437,-0.014,0.421087103742015,0.25912490703442437,0.162,80385.3,0.593,50k-150k,0.261,0.261,0,0.098,0.123,0.157,0.163,63049.46,66201.93,76152.26,75659.35,56744.51,60,1,0,0,1,0,0.329,0,0,0,1,0
291,Retail,Revolving Loan,Services,195850,86761.55,0.443,0.3626964029550957,0.3595131316723302,0.08,0.443,0.3595131316723302,0.083,109088.45,0.557,150k-300k,0.442,0.442,0,0.275,0.326,0.31,0.167,116760.87,122598.91,134978.64,140113.04,105084.78,90,1,0,0,1,0,0.113,0,0,0,0,0
292,Retail,Credit Card,Manufacturing,235996,159297.3,0.675,0.5355121266532288,0.6874127497120142,0.139,0.6874127497120142,0.5355121266532288,0.152,76698.70000000001,0.325,150k-300k,0.707,0.707,1,0.558,0.591,0.596,0.149,202095.17,212199.93,213523.28,262723.72,181885.65,0,0,1,0,1,1,0.165,0,0,1,0,0
293,SME,Credit Card,Construction,362347,62323.68,0.172,0.1574962349002009,0.10865974371984297,0.015,0.172,0.10865974371984297,0.063,300023.32,0.828,300k-500k,0.376,0.376,0,0.252,0.281,0.273,0.124,137929.56,144826.04,175132.45,179308.43,124136.6,0,0,1,0,1,1,0.212,0,1,0,0,0
294,Retail,Revolving Loan,Services,506430,270940.05,0.535,0.5250113252194281,0.49790737871673335,0.01,0.535,0.49790737871673335,0.037,235489.95,0.465,500k+,0.372,0.372,0,0.399,0.407,0.418,-0.027,364900.54,383145.57,358542.31,364900.54,328410.49,0,0,0,0,0,0,0.058,0,0,0,0,0
295,Retail,Overdraft,Public Sector,414158,52598.07,0.127,0.02866444573450158,0.1536877425681736,0.098,0.1536877425681736,0.02866444573450158,0.125,361559.93,0.873,300k-500k,0.469,0.469,0,0.292,0.325,0.298,0.177,158173.57,166082.25,222169.68,189808.28,142356.21,30,1,0,0,0,1,0.143,0,1,0,0,0
296,Retail,Term Loan,Public Sector,72659,27973.72,0.385,0.29643365073578354,0.3994947830979316,0.089,0.3994947830979316,0.29643365073578354,0.103,44685.28,0.615,50k-150k,0.622,0.622,1,0.496,0.508,0.469,0.126,50137.62,52644.5,55767.96,65178.91,45123.86,0,0,1,0,0,0,0.08,0,0,0,0,0
297,SME,Overdraft,Manufacturing,285038,229455.59,0.805,0.8374314826428689,0.8216785083717227,-0.032,0.8374314826428689,0.805,0.032,55582.41,0.195,150k-300k,0.849,0.849,1,0.639,0.668,0.644,0.21,264972.75,278221.39,276645.06,344464.58,238475.48,0,0,1,0,1,1,0.15,1,0,0,0,0
298,Retail,Overdraft,Manufacturing,369300,45793.2,0.124,0.25780535322131715,0.12889703793097565,-0.134,0.25780535322131715,0.124,0.134,323506.8,0.876,300k-500k,0.553,0.553,1,0.45,0.437,0.475,0.103,191371.26,200939.82,224692.46,248782.64,172234.13,0,0,1,0,0,1,0.165,0,1,0,0,0
299,SME,Term Loan,Construction,245506,53029.3,0.216,0.05983777573262103,0.08577711337609326,0.156,0.216,0.05983777573262103,0.156,192476.7,0.784,150k-300k,0.387,0.387,0,0.356,0.366,0.387,0.031,121551.01,127628.56,127517.78,121551.01,109395.91,0,0,0,0,1,0,0.325,0,0,0,0,0
300,Retail,Credit Card,Construction,303334,73103.49,0.241,0.20068047559591276,0.2421133925580664,0.04,0.2421133925580664,0.20068047559591276,0.041,230230.51,0.759,300k-500k,0.129,0.129,0,0.147,0.158,0.164,-0.018,106947.37,112294.74,102803.23,106947.37,96252.63,0,0,0,0,1,1,0.096,0,0,0,0,0
301,Retail,Overdraft,Public Sector,275575,143023.43,0.519,0.47351213944331444,0.4893060341058207,0.045,0.519,0.47351213944331444,0.045,132551.57,0.481,150k-300k,0.458,0.458,0,0.256,0.248,0.317,0.202,176956.63,185804.46,203732.05,212347.96,159260.97,30,1,0,0,1,1,0.16,0,0,0,0,0
302,Retail,Credit Card,Trading,193466,131363.41,0.679,0.5831836130857029,0.6590311257281035,0.096,0.679,0.5831836130857029,0.096,62102.59,0.321,150k-300k,0.542,0.542,1,0.511,0.54,0.538,0.031,163097.83,171252.72,165023.01,163097.83,146788.05,0,0,0,0,1,1,0.183,0,0,0,0,0
303,Retail,Term Loan,Construction,106311,44756.93,0.421,0.4184991363457219,0.4232212059036,0.003,0.4232212059036,0.4184991363457219,0.005,61554.07,0.579,50k-150k,0.388,0.388,0,0.378,0.397,0.423,0.01,68024.37,71425.59,68639.91,68024.37,61221.93,0,0,0,0,1,0,0.079,0,0,0,0,0
304,SME,Overdraft,Public Sector,168410,104919.43,0.623,0.5489609370605811,0.6736087796797043,0.074,0.6736087796797043,0.5489609370605811,0.125,63490.57000000001,0.377,150k-300k,0.387,0.387,0,0.375,0.364,0.45,0.012,128728.39,135164.81,129490.28,128728.39,115855.55,0,0,0,0,1,1,0.38,0,0,0,0,0
305,SME,Credit Card,Construction,429799,39541.51,0.092,0.0,0.11010428861747348,0.092,0.11010428861747348,0.0,0.11,390257.49,0.908,300k-500k,0.557,0.557,1,0.533,0.528,0.545,0.024,247548.75,259926.19,256914.93,247548.75,222793.88,0,0,0,0,0,1,0.268,0,1,0,0,0
306,Corporate,Credit Card,Services,149985,110838.92,0.739,0.6600767253247634,0.7181959361155421,0.079,0.739,0.6600767253247634,0.079,39146.08,0.261,50k-150k,0.36,0.36,0,0.405,0.384,0.451,-0.045,126693.08,133027.73,124931.51,126693.08,114023.77,0,0,0,0,0,1,0.288,0,0,0,0,0
307,Retail,Overdraft,Manufacturing,282004,96727.37,0.343,0.2771693993697705,0.2894177548828134,0.066,0.343,0.2771693993697705,0.066,185276.63,0.657,150k-300k,0.443,0.443,0,0.34,0.352,0.354,0.103,159721.42,167707.49,178804.92,207637.85,143749.28,15,0,1,0,1,1,0.145,0,0,0,0,0
308,Retail,Term Loan,Public Sector,562212,324396.32,0.577,0.6041743123901574,0.5046452756756983,-0.027,0.6041743123901574,0.5046452756756983,0.1,237815.68,0.423,500k+,0.436,0.436,0,0.449,0.437,0.533,-0.013,431175.56,452734.34,428083.96,431175.56,388058.0,0,0,0,0,1,0,0.06,0,0,0,1,0
309,SME,Revolving Loan,Construction,371790,117113.85,0.315,0.26131176428067066,0.3022161955341095,0.054,0.315,0.26131176428067066,0.054,254676.15,0.685,300k-500k,0.618,0.618,1,0.486,0.461,0.475,0.132,240886.46,252930.78,274503.71,313152.4,216797.81,0,0,1,0,0,0,0.152,0,0,0,0,0
310,Retail,Credit Card,Manufacturing,435745,147717.56,0.339,0.3473122822655753,0.4186343533493661,-0.008,0.4186343533493661,0.339,0.08,288027.44,0.661,300k-500k,0.257,0.257,0,0.266,0.25,0.272,-0.009,224332.86,235549.5,221740.61,224332.86,201899.57,0,0,0,0,1,1,0.185,0,0,0,0,0
