cust_id,segment,secured_flag,ead,collateral_value,recovery_amount,recovery_cost,time_to_recovery,recovery_strategy,seniority,lgd_observed,default_flag
1857,Mortgage,1,656873,556560,434690,39070,13,Legal,Senior,0.398,1
1858,Corporate,1,14486318,16907987,9110472,1150091,14,Auction,Senior,0.45,1
1859,Auto,1,71248,73461,36817,6106,5,Auction,Senior,0.569,0
1860,Mortgage,1,449434,411467,202709,46932,18,InternalRecovery,Subordinated,0.653,0
1861,Mortgage,1,587091,657180,372886,61321,3,Auction,Senior,0.469,0
1862,SME,1,197985,176637,135987,12738,14,DirectSale,Subordinated,0.377,0
1863,SME,1,892734,1002163,798987,36996,3,DirectSale,Subordinated,0.146,0
1864,Corporate,1,4527690,3179335,1752006,271810,17,DirectSale,Senior,0.673,0
1865,SME,0,578073,0,78385,96899,7,InternalRecovery,Senior,0.95,0
1866,SME,1,408552,267344,206403,19319,17,Legal,Senior,0.542,1
1867,Auto,1,119801,134853,82179,7098,15,DirectSale,Senior,0.373,0
1868,Mortgage,1,1016805,1183769,895267,80464,17,Legal,Senior,0.199,1
1869,Mortgage,1,369196,339810,152412,33142,18,Auction,Senior,0.677,0
1870,Mortgage,0,351695,0,28738,42262,25,DirectSale,Senior,0.95,1
1871,Mortgage,0,496652,0,63021,38197,24,Auction,Subordinated,0.95,0
1872,Mortgage,0,421507,0,32876,75992,24,Legal,Senior,0.95,0
1873,SME,1,461324,494265,326699,24606,21,InternalRecovery,Subordinated,0.345,0
1874,Corporate,0,8626581,0,745375,1369787,13,Legal,Senior,0.95,0
1875,Mortgage,0,921010,0,160726,68111,11,Auction,Senior,0.899,0
1876,Mortgage,1,832541,847774,605839,98508,20,Auction,Senior,0.391,0
1877,Mortgage,0,543483,0,129063,105681,16,Legal,Senior,0.95,0
1878,Corporate,1,6227932,3793683,2632294,153234,12,DirectSale,Senior,0.602,0
1879,Mortgage,1,751734,709267,360270,42288,20,InternalRecovery,Senior,0.577,0
1880,Corporate,1,6631476,5711832,2793652,587562,13,Auction,Senior,0.667,0
1881,Mortgage,0,314488,0,24350,52656,15,Legal,Senior,0.95,0
1882,Corporate,1,5031581,5952957,3811527,527195,7,InternalRecovery,Senior,0.347,0
1883,Mortgage,0,486088,0,77191,41276,12,Legal,Senior,0.926,0
1884,Auto,1,65590,75689,48109,5915,18,Legal,Subordinated,0.357,0
1885,Corporate,1,14315751,11473348,9076496,531677,17,Auction,Subordinated,0.403,0
1886,SME,1,381770,297433,233998,19955,7,Legal,Senior,0.439,0
1887,Corporate,0,3761451,0,812154,697544,18,Auction,Senior,0.95,0
1888,SME,1,160524,148054,81790,15790,19,InternalRecovery,Senior,0.589,1
1889,Mortgage,1,550399,358140,217456,26443,3,InternalRecovery,Senior,0.653,0
1890,Auto,1,51420,47330,29639,5149,13,Auction,Senior,0.524,0
1891,SME,1,461281,312825,239240,22457,5,Auction,Subordinated,0.53,1
1892,Mortgage,1,1080226,706406,338547,26708,16,Legal,Senior,0.711,0
1893,Corporate,1,6842222,7724073,5636277,244745,24,Auction,Subordinated,0.212,0
1894,Mortgage,1,925491,830003,438312,92246,7,InternalRecovery,Senior,0.626,0
1895,Auto,1,78027,47622,36787,1996,13,Auction,Senior,0.554,0
1896,Corporate,1,5349841,3789212,2920010,252864,15,DirectSale,Senior,0.501,0
1897,Mortgage,1,357931,304706,162386,21810,5,Auction,Subordinated,0.607,0
1898,Auto,0,55103,0,3742,7270,20,InternalRecovery,Senior,0.95,0
1899,Auto,0,62971,0,14089,3644,7,InternalRecovery,Subordinated,0.834,0
1900,Auto,1,33721,24961,17936,2954,14,Auction,Senior,0.556,0
1901,Auto,1,111407,80791,53133,9532,15,Legal,Senior,0.609,0
1902,Auto,0,124384,0,26129,15540,12,DirectSale,Senior,0.915,0
1903,Mortgage,1,825636,752749,567046,73701,11,Legal,Senior,0.402,0
1904,SME,0,233973,0,17027,37614,4,Auction,Senior,0.95,0
1905,Auto,1,99906,97382,70280,7667,7,InternalRecovery,Senior,0.373,0
1906,SME,0,477183,0,107191,77743,10,DirectSale,Senior,0.938,0
1907,Auto,1,75396,66520,53048,6179,12,Auction,Senior,0.378,0
1908,Auto,1,51669,53436,40400,4548,9,Auction,Senior,0.306,0
1909,SME,1,260082,212531,163289,7376,3,DirectSale,Senior,0.401,0
1910,Mortgage,1,528899,555606,441977,58058,15,Auction,Subordinated,0.274,0
1911,Auto,0,113605,0,16214,19073,22,Legal,Senior,0.95,0
1912,Mortgage,0,545067,0,95185,55136,12,Auction,Subordinated,0.927,0
1913,Auto,1,112232,71668,37836,4768,14,DirectSale,Senior,0.705,0
1914,Mortgage,1,545632,510661,335760,38153,11,DirectSale,Senior,0.455,0
1915,Auto,1,87941,78611,41561,2855,6,Legal,Senior,0.56,0
1916,Mortgage,1,488199,331918,150670,19111,5,Legal,Senior,0.731,0
1917,Corporate,1,1652994,1261785,785871,67656,19,Auction,Senior,0.566,0
1918,Corporate,1,7528365,8206866,4758427,960181,10,Auction,Senior,0.495,0
1919,Auto,1,84749,67905,28264,5645,17,Legal,Senior,0.733,0
1920,SME,0,123907,0,30581,18155,33,DirectSale,Senior,0.9,0
1921,SME,0,405656,0,24053,60133,21,Auction,Senior,0.95,0
1922,SME,1,278255,313369,218262,18194,3,Auction,Senior,0.281,1
1923,Corporate,1,4417239,3354537,1350949,162519,26,DirectSale,Senior,0.731,0
1924,Auto,1,139728,124948,95067,12071,12,Auction,Subordinated,0.406,0
1925,Auto,0,72574,0,17826,7089,31,Auction,Senior,0.852,0
1926,Auto,0,129707,0,20287,23248,21,DirectSale,Senior,0.95,0
1927,Corporate,1,6056714,6444228,4196935,737946,13,Auction,Senior,0.429,1
1928,Mortgage,1,567193,549873,241561,44129,5,Legal,Senior,0.652,1
1929,Mortgage,0,1004557,0,208020,125170,12,Auction,Senior,0.918,0
1930,Mortgage,0,939038,0,169828,134530,15,Auction,Subordinated,0.95,0
1931,Mortgage,1,554964,362021,167274,33304,17,Legal,Subordinated,0.759,0
1932,SME,1,238047,264888,197194,14957,5,Auction,Senior,0.234,1
1933,Mortgage,1,889418,770585,356168,23542,17,Legal,Senior,0.626,0
1934,Auto,1,85751,58757,26649,7017,8,DirectSale,Senior,0.771,1
1935,SME,1,479681,482196,273251,54948,3,Legal,Subordinated,0.545,0
1936,Mortgage,0,256542,0,59332,21487,24,DirectSale,Senior,0.852,0
1937,Mortgage,1,2037467,1731442,1205961,195152,25,Legal,Senior,0.504,0
1938,Corporate,0,2551600,0,500767,220437,9,Legal,Senior,0.89,0
1939,SME,1,438349,495346,252052,16223,6,Auction,Senior,0.462,0
1940,Mortgage,0,793128,0,73984,64422,16,Auction,Senior,0.95,1
1941,SME,0,409671,0,86808,67944,18,Auction,Senior,0.95,1
1942,Corporate,0,6648367,0,1424378,876339,24,DirectSale,Senior,0.918,0
1943,Mortgage,1,524160,386920,164612,30588,6,Legal,Senior,0.744,0
1944,Mortgage,0,695395,0,154344,114018,26,DirectSale,Senior,0.942,0
1945,Mortgage,1,617394,547395,271510,52494,14,DirectSale,Subordinated,0.645,0
1946,Mortgage,1,809022,630230,259530,19054,18,InternalRecovery,Senior,0.703,0
1947,Mortgage,1,355335,422065,255197,36831,3,Auction,Senior,0.385,0
1948,SME,1,323181,376123,184845,22571,23,Legal,Senior,0.498,1
1949,Mortgage,0,353076,0,60159,56102,20,Legal,Senior,0.95,0
1950,Corporate,0,3500415,0,260862,513100,21,DirectSale,Senior,0.95,0
1951,Mortgage,0,614423,0,44900,49625,24,Legal,Senior,0.95,0
1952,Mortgage,1,367405,273295,134655,8630,25,Legal,Subordinated,0.657,0
1953,Mortgage,1,292836,276476,175963,18614,12,Auction,Senior,0.463,0
1954,Mortgage,1,539519,446482,224277,46775,12,DirectSale,Senior,0.671,1
1955,SME,0,343180,0,56671,49057,24,InternalRecovery,Senior,0.95,0
1956,Mortgage,0,811769,0,102566,45446,16,Legal,Senior,0.93,0
1957,Mortgage,1,593562,364929,185040,20196,17,InternalRecovery,Subordinated,0.722,0
1958,Mortgage,1,466286,423362,302225,35788,4,Auction,Senior,0.429,0
1959,Mortgage,0,1728841,0,374839,149520,9,InternalRecovery,Senior,0.87,0
1960,Corporate,1,1789249,1513352,877277,79736,8,DirectSale,Senior,0.554,1
1961,Corporate,1,2575720,1698529,1150916,57929,26,Auction,Senior,0.576,0
1962,Mortgage,0,681756,0,151883,125260,25,DirectSale,Subordinated,0.95,1
1963,Auto,1,76144,74857,57254,4256,20,Auction,Subordinated,0.304,0
1964,Corporate,1,2787854,2895836,1572525,338888,14,Legal,Senior,0.557,0
1965,Auto,1,88776,101116,44745,8428,11,Legal,Subordinated,0.591,0
1966,Auto,0,95438,0,22738,11936,28,InternalRecovery,Senior,0.887,0
1967,Auto,1,42873,36373,21969,4223,11,Legal,Senior,0.586,0
1968,Mortgage,0,800975,0,195770,86600,20,DirectSale,Subordinated,0.864,0
1969,Auto,1,60069,54674,33793,5777,3,Legal,Senior,0.534,0
1970,SME,1,211143,175214,88858,5788,10,Legal,Senior,0.607,0
1971,Corporate,1,3434723,2407688,975048,280479,20,Legal,Senior,0.798,0
1972,SME,1,247356,253731,103013,13641,17,DirectSale,Senior,0.639,0
1973,Auto,1,71432,78585,48762,2648,6,Auction,Subordinated,0.354,0
1974,Corporate,1,7221586,5837230,3521757,516533,12,DirectSale,Senior,0.584,0
1975,SME,1,286938,186897,84627,20325,19,InternalRecovery,Senior,0.776,0
1976,SME,1,274456,203080,102517,8890,13,InternalRecovery,Subordinated,0.659,0
1977,SME,1,328831,379522,212088,37726,8,DirectSale,Subordinated,0.47,0
1978,Mortgage,1,448124,510739,404748,50861,23,Legal,Senior,0.21,0
1979,Mortgage,0,529040,0,67971,101017,22,Auction,Subordinated,0.95,0
1980,SME,0,620364,0,125909,88388,13,Legal,Senior,0.94,0
1981,Mortgage,1,374635,376051,257594,45106,6,DirectSale,Subordinated,0.433,1
1982,SME,1,168009,105740,71591,5344,13,Auction,Senior,0.606,1
1983,Mortgage,1,1030288,1038686,812996,56787,17,Legal,Senior,0.266,0
1984,SME,1,179448,169561,102881,11859,15,Legal,Senior,0.493,0
1985,Mortgage,0,367625,0,70349,22669,30,Auction,Senior,0.87,0
1986,Auto,1,104807,99264,52896,10937,11,Auction,Subordinated,0.6,0
1987,Auto,0,49186,0,3223,4700,23,DirectSale,Senior,0.95,0
1988,Corporate,1,1425196,1587972,1072092,90915,13,InternalRecovery,Senior,0.312,0
1989,Auto,0,53007,0,10956,8652,22,Auction,Subordinated,0.95,0
1990,Mortgage,1,373472,361057,283924,35459,16,Legal,Senior,0.335,0
1991,Auto,0,97650,0,14535,14632,21,DirectSale,Senior,0.95,0
1992,SME,1,270032,205303,133590,8304,7,Auction,Senior,0.536,0
1993,Mortgage,1,620070,373576,240090,13365,12,Legal,Senior,0.634,0
1994,SME,1,432864,310544,187743,26548,6,Legal,Senior,0.628,0
1995,Mortgage,1,445541,302887,230947,14857,18,Legal,Senior,0.515,0
1996,Mortgage,0,602840,0,92827,61447,14,InternalRecovery,Senior,0.948,1
1997,SME,1,170089,144026,105471,12133,11,Auction,Senior,0.451,1
1998,Mortgage,1,507583,348552,160915,18329,9,InternalRecovery,Senior,0.719,1
1999,Auto,1,59667,35898,20951,1344,8,DirectSale,Subordinated,0.671,1
2000,SME,0,705433,0,107467,80986,4,Legal,Senior,0.95,0
2001,Auto,1,49823,30226,23821,2328,10,Legal,Subordinated,0.569,0
2002,SME,1,386001,265989,210885,15879,11,Legal,Senior,0.495,0
2003,Corporate,0,3995642,0,479472,573394,5,Auction,Senior,0.95,0
2004,Mortgage,1,581906,620803,350937,67780,8,Legal,Subordinated,0.513,0
2005,Mortgage,1,777119,724602,393938,68110,11,Legal,Senior,0.581,0
2006,Mortgage,0,1035129,0,191107,189708,26,Legal,Senior,0.95,0
2007,Corporate,1,9240862,9372650,6297468,1098125,5,Legal,Senior,0.437,0
2008,Mortgage,1,831870,750536,334620,49362,15,Legal,Subordinated,0.657,0
2009,SME,1,611524,564424,264754,25800,4,Auction,Senior,0.609,0
2010,Mortgage,1,499716,510112,237890,49997,19,Auction,Senior,0.624,0
2011,Mortgage,0,500617,0,123737,84389,19,Auction,Senior,0.921,1
2012,SME,1,397519,300774,120514,29421,12,InternalRecovery,Senior,0.771,0
2013,Auto,1,108037,99072,75541,11045,6,Legal,Senior,0.403,0
2014,Corporate,1,4550217,4862822,3239149,369262,11,DirectSale,Senior,0.369,0
2015,Mortgage,0,553314,0,115192,108514,16,Legal,Senior,0.95,0
2016,Auto,0,81217,0,19722,5070,28,Auction,Senior,0.82,0
2017,SME,1,383085,237344,109282,22046,9,InternalRecovery,Senior,0.772,0
2018,SME,0,320952,0,38834,27730,22,DirectSale,Senior,0.95,0
2019,Mortgage,1,560958,506328,351850,28010,9,Auction,Senior,0.423,0
2020,Mortgage,0,2396400,0,333332,400726,21,DirectSale,Senior,0.95,0
2021,Auto,1,53152,37435,15926,1679,17,Legal,Senior,0.732,0
2022,SME,1,271125,253660,184968,12656,9,Legal,Senior,0.364,0
2023,SME,1,348255,254575,180546,30386,12,Legal,Senior,0.569,0
2024,SME,1,806094,845373,525551,65302,6,Auction,Senior,0.429,0
2025,Auto,1,48922,58033,27409,2092,22,Auction,Senior,0.482,0
2026,SME,1,349430,372243,182519,34722,24,Auction,Senior,0.577,0
2027,Auto,1,59685,63229,37531,2555,16,Auction,Senior,0.414,0
2028,Auto,1,69184,81761,48399,6447,6,Auction,Senior,0.394,0
2029,SME,0,445447,0,101643,37950,20,Auction,Senior,0.857,0
2030,Auto,1,60819,46116,33532,2637,20,Legal,Subordinated,0.492,0
2031,Corporate,0,2302417,0,401016,268863,20,Auction,Senior,0.943,0
2032,Mortgage,0,1122902,0,271587,135409,19,Auction,Subordinated,0.879,0
2033,Mortgage,1,1512589,1128268,890354,56729,14,Legal,Senior,0.449,0
2034,Auto,0,94237,0,19220,8202,21,Legal,Senior,0.883,0
2035,Mortgage,1,663576,450226,220311,34263,20,InternalRecovery,Senior,0.72,0
2036,Auto,1,54517,63151,40798,3789,14,Legal,Subordinated,0.321,0
2037,SME,0,339323,0,34147,53631,21,Legal,Senior,0.95,0
2038,Mortgage,0,372519,0,40850,61586,20,Legal,Senior,0.95,0
2039,Corporate,1,4821546,4116433,1762184,453646,16,DirectSale,Senior,0.729,0
2040,SME,0,317605,0,56684,43095,23,DirectSale,Senior,0.95,0
2041,Auto,1,67854,55033,22637,1994,13,DirectSale,Senior,0.696,0
2042,Auto,1,57641,57994,30284,4822,9,InternalRecovery,Senior,0.558,0
2043,SME,0,121319,0,23738,7730,14,DirectSale,Senior,0.868,0
2044,Mortgage,1,449859,273125,213263,10660,14,DirectSale,Senior,0.55,0
2045,Mortgage,0,749366,0,79929,119383,19,DirectSale,Senior,0.95,0
2046,Corporate,0,11558756,0,2451626,921763,23,DirectSale,Senior,0.868,0
2047,SME,1,408865,369445,260926,21760,11,DirectSale,Senior,0.415,0
2048,SME,1,359607,267329,182387,29809,10,Legal,Senior,0.576,0
2049,Mortgage,1,987038,1143571,709103,58618,11,DirectSale,Senior,0.341,0
2050,Mortgage,0,555904,0,75141,70664,30,Legal,Senior,0.95,1
2051,Mortgage,1,699084,600062,386406,27201,9,DirectSale,Senior,0.486,0
2052,Auto,1,79632,68840,45084,3308,6,DirectSale,Senior,0.475,0
2053,Auto,1,66372,67869,40254,6180,18,InternalRecovery,Senior,0.487,0
2054,SME,0,250683,0,29347,37725,16,Legal,Senior,0.95,0
2055,Auto,1,62914,53006,28188,3856,11,InternalRecovery,Senior,0.613,0
2056,Mortgage,0,866502,0,159996,73151,18,Legal,Senior,0.9,0
2057,Mortgage,0,415904,0,41475,77881,22,Legal,Senior,0.95,0
2058,Auto,0,128904,0,27981,16231,10,Legal,Senior,0.909,0
2059,SME,0,565214,0,69147,32616,17,InternalRecovery,Subordinated,0.935,0
2060,SME,1,226190,248218,168584,20330,10,Auction,Senior,0.345,0
2061,SME,1,180145,147677,97113,10195,14,Auction,Senior,0.518,1
2062,Mortgage,1,1434440,1382718,828387,76993,7,Legal,Senior,0.476,1
2063,SME,1,386125,327680,230091,16779,12,DirectSale,Senior,0.448,0
2064,Auto,1,58980,44864,34568,2790,15,Auction,Subordinated,0.461,0
2065,Auto,1,70222,48050,23994,4917,20,Auction,Subordinated,0.728,0
2066,SME,1,727062,852347,402420,89596,3,DirectSale,Senior,0.57,0
2067,Auto,0,115653,0,7792,12520,24,DirectSale,Senior,0.95,0
2068,Corporate,1,5362969,4847168,2549955,169176,15,DirectSale,Subordinated,0.556,0
2069,Mortgage,1,551044,632673,452658,24233,18,Auction,Senior,0.223,0
2070,SME,1,142310,130764,75040,5877,4,DirectSale,Senior,0.514,0
2071,Mortgage,0,1125459,0,199026,120694,4,Auction,Senior,0.93,0
2072,SME,0,288849,0,65909,27291,16,Auction,Senior,0.866,0
2073,SME,1,330929,260297,158926,21976,12,DirectSale,Subordinated,0.586,1
2074,SME,1,215948,205898,135771,10472,11,DirectSale,Senior,0.42,0
2075,Corporate,1,3524235,3616093,1809253,227144,11,Auction,Senior,0.551,0
2076,Mortgage,1,774807,826833,473635,54547,3,Auction,Subordinated,0.459,0
2077,Corporate,1,10162911,8242781,4459273,413249,11,Legal,Senior,0.602,1
2078,Mortgage,1,587718,624681,323553,44905,14,InternalRecovery,Subordinated,0.526,0
2079,Auto,0,83925,0,6595,5943,20,Legal,Senior,0.95,0
2080,Mortgage,1,612381,467095,333618,43359,16,DirectSale,Senior,0.526,0
2081,Mortgage,0,752614,0,57328,91170,20,Auction,Senior,0.95,0
2082,Corporate,1,6459806,7383182,5417903,643550,16,InternalRecovery,Subordinated,0.261,0
2083,Corporate,0,8682025,0,750166,545727,15,Legal,Subordinated,0.95,0
2084,Corporate,1,8177904,6107527,3449786,211439,15,Legal,Senior,0.604,0
2085,Mortgage,0,606356,0,44595,44269,12,Legal,Subordinated,0.95,0
2086,SME,1,219291,192564,104925,7422,20,Auction,Subordinated,0.555,0
2087,SME,1,231274,158424,90451,11873,17,Legal,Senior,0.66,0
2088,Mortgage,0,1354207,0,318256,225642,31,DirectSale,Senior,0.932,0
2089,Auto,0,52376,0,11488,6850,19,InternalRecovery,Senior,0.911,0
2090,SME,1,147812,132896,55794,5325,18,Legal,Senior,0.659,0
2091,Mortgage,1,636417,637675,294883,51371,14,Auction,Senior,0.617,1
2092,Mortgage,0,533345,0,46246,77607,18,Legal,Senior,0.95,0
2093,SME,0,367148,0,42806,44111,23,DirectSale,Senior,0.95,1
2094,Corporate,1,10911033,10542084,5201157,327648,4,Legal,Senior,0.553,0
2095,Auto,1,59227,70864,40510,4365,11,Legal,Senior,0.39,0
2096,SME,1,231155,226744,170990,11446,23,Auction,Senior,0.31,0
2097,Auto,1,113031,103291,72163,7591,29,Legal,Senior,0.429,0
2098,Auto,1,39668,25832,12638,1793,16,Legal,Senior,0.727,0
2099,Mortgage,1,241423,161803,66546,12563,11,Legal,Subordinated,0.776,0
2100,SME,1,399683,416724,223444,23095,14,DirectSale,Senior,0.499,0
2101,Mortgage,1,703812,500683,309141,53617,14,Legal,Senior,0.637,1
2102,SME,1,257930,264503,192928,31189,13,Auction,Senior,0.373,0
2103,SME,0,308147,0,43996,52250,18,InternalRecovery,Senior,0.95,0
2104,SME,0,294706,0,55962,24053,8,InternalRecovery,Senior,0.892,0
2105,SME,0,273829,0,53424,42607,32,Legal,Senior,0.95,0
2106,Auto,1,54384,38034,21892,2744,18,Auction,Subordinated,0.648,1
2107,Corporate,0,2596978,0,290986,407498,22,Legal,Subordinated,0.95,0
2108,Mortgage,1,831032,808758,431898,55024,4,Auction,Senior,0.546,0
2109,Auto,1,82007,84515,53415,9192,14,Auction,Senior,0.461,0
2110,Mortgage,0,214840,0,21050,18319,22,Auction,Senior,0.95,1
2111,Auto,1,172846,156764,71722,9152,15,DirectSale,Senior,0.638,0
2112,Corporate,1,6676272,4596867,3031665,192131,7,InternalRecovery,Senior,0.575,1
2113,Mortgage,1,493266,513755,385764,29171,4,Legal,Senior,0.277,0
2114,SME,0,600797,0,32743,58623,9,Legal,Senior,0.95,0
2115,SME,0,279788,0,46734,32894,17,InternalRecovery,Senior,0.95,1
2116,Auto,1,116742,123809,68218,10613,9,InternalRecovery,Senior,0.507,0
2117,Mortgage,1,704465,671023,317403,57470,20,Legal,Senior,0.631,0
2118,Mortgage,1,710467,700743,546261,74673,16,Auction,Senior,0.336,0
2119,Corporate,0,3933044,0,658395,468693,22,Legal,Subordinated,0.95,1
2120,Corporate,0,3699478,0,720229,697781,19,InternalRecovery,Senior,0.95,0
2121,Mortgage,1,704277,774053,339811,64780,8,Auction,Senior,0.609,0
2122,SME,1,198510,168050,68048,16115,14,Auction,Senior,0.738,0
2123,Mortgage,0,805113,0,68418,138600,16,DirectSale,Subordinated,0.95,0
2124,Auto,1,164907,146665,71234,11327,12,Legal,Senior,0.637,0
2125,Mortgage,1,412682,376450,254023,13922,10,DirectSale,Senior,0.418,0
2126,SME,1,348852,394083,226866,18633,5,InternalRecovery,Subordinated,0.403,0
2127,SME,1,183605,219973,165272,17281,14,Auction,Senior,0.194,0
2128,Mortgage,1,703094,622622,404471,53821,15,InternalRecovery,Senior,0.501,0
2129,Auto,0,98387,0,5731,6759,13,Legal,Senior,0.95,0
2130,Mortgage,1,529888,460773,200434,29684,7,Auction,Senior,0.678,0
2131,Auto,1,75675,61526,36493,3447,21,DirectSale,Senior,0.563,0
2132,Mortgage,1,198462,230271,97610,13949,18,InternalRecovery,Senior,0.578,0
2133,SME,1,327512,204709,89790,6802,11,Auction,Senior,0.747,0
2134,Mortgage,1,261515,229882,165256,17072,7,InternalRecovery,Senior,0.433,0
2135,Auto,1,48793,51125,35806,5525,8,DirectSale,Senior,0.379,0
2136,Auto,0,65055,0,5726,8892,16,Auction,Senior,0.95,0
2137,Mortgage,1,424379,443287,309585,19501,4,InternalRecovery,Subordinated,0.316,0
2138,Mortgage,1,537035,617752,424184,52991,23,InternalRecovery,Senior,0.309,0
2139,Mortgage,0,747415,0,172111,113820,20,Auction,Senior,0.922,0
2140,Mortgage,1,475418,490892,320498,15194,16,Auction,Subordinated,0.358,0
2141,Auto,1,81366,66881,46865,6898,14,Auction,Senior,0.509,0
2142,Mortgage,0,747525,0,100635,149386,17,DirectSale,Senior,0.95,0
2143,Auto,0,101960,0,23589,17297,16,InternalRecovery,Subordinated,0.938,0
2144,SME,1,203690,173929,132202,6784,5,Auction,Senior,0.384,0
2145,Mortgage,1,470143,304254,226590,12166,4,DirectSale,Senior,0.544,0
2146,SME,1,179844,126429,55504,14348,14,Legal,Subordinated,0.771,0
2147,Auto,0,82507,0,19511,6477,34,DirectSale,Senior,0.842,0
2148,Mortgage,1,855970,780927,463605,62430,21,Legal,Subordinated,0.531,0
2149,SME,0,429444,0,106485,47518,28,Auction,Subordinated,0.863,0
2150,Mortgage,0,570315,0,38353,110289,29,Legal,Senior,0.95,0
2151,Auto,1,42725,30193,19439,1120,7,Legal,Senior,0.571,0
2152,Mortgage,1,544325,500486,331254,57256,12,Auction,Subordinated,0.497,1
2153,SME,0,249093,0,21303,29057,21,Legal,Senior,0.95,0
2154,Mortgage,1,1240312,1181660,601103,131624,12,Legal,Senior,0.621,0
2155,Auto,0,101165,0,17179,18205,26,Legal,Senior,0.95,1
2156,Mortgage,0,599933,0,71393,41165,10,Legal,Senior,0.95,0
2157,Corporate,1,3564322,3228180,1892351,323239,5,DirectSale,Senior,0.56,1
2158,Auto,1,87834,80629,58259,5579,6,InternalRecovery,Subordinated,0.4,0
2159,SME,1,228125,156789,81517,15305,17,InternalRecovery,Senior,0.71,0
2160,Mortgage,1,1172194,883439,600020,42506,15,Auction,Subordinated,0.524,0
2161,SME,1,130648,139611,73505,9431,17,InternalRecovery,Senior,0.51,0
2162,Auto,1,46117,33172,13424,1908,12,Auction,Senior,0.75,0
2163,Auto,0,81889,0,17933,9346,12,Legal,Senior,0.895,0
2164,Mortgage,1,745693,456356,326065,42404,25,Auction,Senior,0.62,0
2165,Auto,0,167714,0,37730,9815,13,DirectSale,Senior,0.834,0
2166,Corporate,1,8301815,5854375,2467733,463816,22,Auction,Subordinated,0.759,0
2167,Auto,1,71069,68560,31761,6666,16,Auction,Subordinated,0.647,0
2168,Mortgage,0,622542,0,100913,72399,15,DirectSale,Senior,0.95,0
2169,SME,0,343046,0,36924,38227,11,Legal,Senior,0.95,0
2170,SME,0,504431,0,57874,73097,11,Auction,Subordinated,0.95,0
2171,Auto,1,76828,74162,42738,3116,3,DirectSale,Senior,0.484,0
2172,Auto,0,55479,0,12580,9761,10,DirectSale,Senior,0.949,0
2173,SME,1,309147,220810,171840,9506,17,InternalRecovery,Subordinated,0.475,0
2174,Corporate,0,2873215,0,687403,277601,15,Legal,Senior,0.857,0
2175,Mortgage,1,914199,933415,412860,57103,8,Legal,Senior,0.611,0
2176,SME,0,548754,0,39357,58908,23,Legal,Senior,0.95,0
2177,SME,0,336041,0,78794,32144,22,DirectSale,Senior,0.861,0
2178,Auto,0,68665,0,4751,9461,19,Legal,Senior,0.95,0
2179,Corporate,1,3788148,2618329,1628400,291878,19,Legal,Senior,0.647,1
2180,SME,1,181209,180265,136841,10506,12,DirectSale,Senior,0.303,0
2181,SME,0,253475,0,19465,32651,21,Legal,Senior,0.95,0
2182,Auto,1,71640,64081,48176,2221,14,DirectSale,Senior,0.359,0
2183,Mortgage,1,283129,171076,120907,16110,16,InternalRecovery,Subordinated,0.63,0
2184,Corporate,1,4893518,5357019,4275591,307663,7,Legal,Subordinated,0.189,0
2185,Auto,1,60149,64701,43941,4131,4,Legal,Subordinated,0.338,0
2186,Mortgage,1,822856,827782,356261,47771,4,Legal,Subordinated,0.625,0
2187,Corporate,1,2573516,1672072,752627,197392,6,Auction,Senior,0.784,0
2188,Mortgage,1,308937,208535,84036,21196,13,InternalRecovery,Senior,0.797,0
2189,Mortgage,1,1238436,826963,536444,84520,23,Auction,Senior,0.635,1
2190,Mortgage,1,874945,555004,305584,23916,13,Auction,Senior,0.678,0
2191,Corporate,1,8899009,8252161,6001909,588781,11,Auction,Senior,0.392,1
2192,Mortgage,0,758021,0,40005,120738,15,Auction,Senior,0.95,0
2193,Mortgage,1,1179612,830126,483410,41742,12,DirectSale,Senior,0.626,0
2194,Auto,1,53385,55657,33743,2478,18,InternalRecovery,Subordinated,0.414,0
2195,SME,1,400368,321235,133429,34538,6,Legal,Subordinated,0.753,0
2196,Mortgage,1,752602,569763,246529,62704,15,Auction,Subordinated,0.756,0
2197,Mortgage,1,953965,722042,509497,47135,10,Legal,Senior,0.515,0
2198,Mortgage,1,1533662,1486107,1180175,80358,19,InternalRecovery,Senior,0.283,0
2199,Auto,0,82353,0,16757,14751,14,Auction,Senior,0.95,0
2200,Mortgage,1,1042704,785838,514066,76963,6,Legal,Senior,0.581,0
2201,Mortgage,0,754932,0,180141,149435,16,Auction,Senior,0.95,0
2202,Mortgage,1,577932,648423,259797,21011,22,Legal,Subordinated,0.587,0
2203,SME,1,340896,283779,157809,10978,10,DirectSale,Senior,0.569,0
2204,Auto,1,58777,60674,36947,2584,13,Auction,Senior,0.415,1
2205,Auto,0,110161,0,20211,18208,28,DirectSale,Subordinated,0.95,1
2206,Auto,1,92376,85013,49534,3264,17,Auction,Senior,0.499,0
2207,SME,1,660755,740773,464576,24364,17,DirectSale,Senior,0.334,1
2208,Auto,1,101978,84138,59024,9915,3,Auction,Senior,0.518,0
2209,Auto,0,112429,0,25156,22266,27,InternalRecovery,Senior,0.95,0
2210,Auto,1,60057,60715,37016,5717,5,InternalRecovery,Senior,0.479,0
2211,Auto,0,63650,0,3234,3603,22,Legal,Senior,0.95,0
