cust_id,region,sector,loan_amount,hazard_index_100,transition_combined_index_100,exposure_index_100,vulnerability_index_100,hazard_score_1000,transition_combined_score_1000,exposure_score_1000,vulnerability_score_1000,combined_climate_index_100,combined_climate_score_1000,climate_rating
998,EastAfrica_Droug,AutoManufacturing,340834,65.282243,40.118883,75.957287,28.453369,652.822425,401.188829,759.572867,284.533689,56.135833,561.358326,C – Moderately Vulnerable
999,South_Asia_Coast,Retail,50000,66.110761,16.066518,77.768595,18.603793,661.10761,160.665182,777.685945,186.037925,49.388113,493.881134,C – Moderately Vulnerable
1000,Gulf_Coast_Urban,AutoManufacturing,50000,50.24717,69.712999,27.463215,81.786538,502.471696,697.129988,274.63215,817.865384,54.148544,541.485436,C – Moderately Vulnerable
1001,Gulf_Coast_Urban,Steel,50000,48.67993,81.161761,24.102198,19.359185,486.799301,811.617608,241.021982,193.591851,46.257843,462.578431,C – Moderately Vulnerable
1002,SE_Asia_StormBel,Agriculture,107166,46.514166,82.871693,72.27877,84.374511,465.14166,828.716934,722.787704,843.745111,67.723751,677.237507,D – High Climate Risk
1003,South_Asia_Coast,RealEstate,169096,82.987853,39.024658,98.276511,62.229947,829.87853,390.246584,982.765107,622.299465,72.705533,727.055328,D – High Climate Risk
1004,South_Asia_Coast,AutoManufacturing,244831,45.179337,39.517914,72.47796,66.020213,451.79337,395.179139,724.779604,660.202128,53.714768,537.147685,C – Moderately Vulnerable
1005,South_Asia_Coast,Retail,60612,80.066344,82.193827,50.600591,43.747098,800.663437,821.938272,506.005914,437.470978,67.78389,677.838896,D – High Climate Risk
1006,SE_Asia_StormBel,Agriculture,50000,13.760763,16.538888,30.519031,3.608335,137.607627,165.38888,305.190315,36.08335,17.121997,171.219971,A – Climate Strong
1007,South_Asia_Coast,AutoManufacturing,50000,70.512897,51.716624,13.213581,55.473101,705.128974,517.166242,132.135811,554.731012,49.233031,492.330306,C – Moderately Vulnerable
1008,South_Asia_Coast,Agriculture,61505,27.557557,71.39859,58.215776,71.378294,275.57557,713.985901,582.157756,713.782935,52.75548,527.554804,C – Moderately Vulnerable
1009,Gulf_Coast_Urban,AutoManufacturing,58868,39.302769,18.597956,8.291647,0.30575,393.027693,185.979559,82.916466,3.057498,20.524232,205.242324,B – Resilient
1010,SE_Asia_StormBel,Agriculture,170525,74.402469,6.983897,92.67153,2.601065,744.024686,69.838971,926.715299,26.010648,51.34488,513.448805,C – Moderately Vulnerable
1011,Gulf_Coast_Urban,Banking,50000,54.384239,39.833645,6.424416,90.706339,543.842393,398.336449,64.244165,907.063387,44.20495,442.049499,C – Moderately Vulnerable
1012,South_Asia_Coast,OilGas,50000,56.596996,45.55313,13.434143,68.034817,565.969959,455.5313,134.341428,680.348175,44.760989,447.609894,C – Moderately Vulnerable
1013,South_Asia_Coast,Agriculture,50000,69.981514,7.140304,75.9259,79.071929,699.815139,71.403045,759.258998,790.719289,57.12087,571.208703,C – Moderately Vulnerable
1014,EastAfrica_Droug,Banking,80448,34.053353,64.776717,88.860446,2.65117,340.533526,647.767175,888.604465,26.511703,50.72564,507.256399,C – Moderately Vulnerable
1015,South_Asia_Coast,OilGas,50000,39.302194,47.38741,18.219909,40.069667,393.021939,473.874096,182.199087,400.696668,36.168047,361.680474,B – Resilient
1016,South_Asia_Coast,Steel,50000,29.580709,57.331764,5.23757,74.712675,295.807091,573.317637,52.375698,747.126752,37.202483,372.024828,B – Resilient
1017,Gulf_Coast_Urban,OilGas,153123,58.317694,57.468636,13.547344,9.150764,583.176936,574.686359,135.473444,91.507641,39.537802,395.378024,B – Resilient
1018,SE_Asia_StormBel,Agriculture,87340,48.012088,24.973169,71.41774,18.837485,480.120882,249.73169,714.177397,188.374849,43.727581,437.275808,C – Moderately Vulnerable
1019,South_Asia_Coast,RealEstate,50000,54.436491,39.342102,88.951444,50.88573,544.364906,393.421016,889.514438,508.8573,58.759018,587.590175,C – Moderately Vulnerable
1020,EastAfrica_Droug,RealEstate,50000,63.409982,56.189727,71.619426,89.336811,634.099821,561.897266,716.194259,893.368109,67.546303,675.463035,D – High Climate Risk
1021,South_Asia_Coast,Steel,90532,35.384709,35.894626,36.610178,32.884323,353.847087,358.946261,366.10178,328.843229,35.443497,354.434975,B – Resilient
1022,Gulf_Coast_Urban,Agriculture,50000,45.652317,58.006273,60.440785,82.781481,456.523168,580.062727,604.407846,827.814808,58.007297,580.072973,C – Moderately Vulnerable
1023,South_Asia_Coast,OilGas,90092,22.174589,86.379537,50.921062,0.919484,221.745889,863.795366,509.210623,9.194841,42.224178,422.241785,C – Moderately Vulnerable
1024,South_Asia_Coast,RealEstate,50000,29.855137,35.136072,52.076723,18.203237,298.551372,351.360715,520.767228,182.032371,34.982982,349.829821,B – Resilient
1025,South_Asia_Coast,AutoManufacturing,80037,43.852444,58.670552,82.565989,29.032089,438.524443,586.705521,825.659891,290.320893,55.012304,550.123042,C – Moderately Vulnerable
1026,SE_Asia_StormBel,Retail,65900,41.389001,40.926132,95.554752,70.911771,413.890009,409.261325,955.54752,709.117714,59.243137,592.431371,C – Moderately Vulnerable
1027,South_Asia_Coast,Agriculture,50000,55.812021,31.774438,88.734383,57.929055,558.120211,317.744383,887.343831,579.290555,58.350771,583.507711,C – Moderately Vulnerable
1028,South_Asia_Coast,Banking,50000,29.154015,57.731763,75.851941,26.43834,291.540145,577.317634,758.519408,264.383402,47.565582,475.655822,C – Moderately Vulnerable
1029,Gulf_Coast_Urban,Banking,190598,41.979591,48.709863,45.783275,58.149686,419.795912,487.098629,457.832746,581.496857,47.038594,470.385942,C – Moderately Vulnerable
1030,South_Asia_Coast,AutoManufacturing,399136,49.349412,3.946651,23.807221,88.976127,493.494118,39.466506,238.072213,889.761274,37.557181,375.571812,B – Resilient
1031,EastAfrica_Droug,AutoManufacturing,50000,89.161218,29.700466,37.617521,46.939586,891.612185,297.00466,376.175206,469.395863,55.076861,550.76861,C – Moderately Vulnerable
1032,SE_Asia_StormBel,Agriculture,137930,45.193586,38.49319,86.435399,69.607302,451.935856,384.931897,864.353987,696.073022,57.490997,574.909974,C – Moderately Vulnerable
1033,Gulf_Coast_Urban,Retail,75849,51.26448,36.356472,0.768495,34.55035,512.6448,363.564722,7.684948,345.5035,32.406362,324.063623,B – Resilient
1034,EastAfrica_Droug,RealEstate,316737,60.111816,44.28827,32.125898,71.261708,601.118159,442.882698,321.258979,712.617078,50.831934,508.319337,C – Moderately Vulnerable
1035,EastAfrica_Droug,Retail,50000,67.715224,52.041888,48.869158,86.702757,677.152245,520.418877,488.691577,867.02757,61.933503,619.335035,D – High Climate Risk
1036,South_Asia_Coast,Steel,122839,63.551024,48.596072,4.009176,56.668859,635.510243,485.960716,40.091761,566.688594,43.894499,438.944993,C – Moderately Vulnerable
1037,Gulf_Coast_Urban,OilGas,50000,73.223063,63.3338,10.45949,38.616282,732.230628,633.337996,104.594899,386.16282,49.868837,498.688367,C – Moderately Vulnerable
1038,South_Asia_Coast,OilGas,166895,36.43192,20.58078,70.797593,75.425308,364.319199,205.807802,707.975926,754.25308,46.909561,469.095614,C – Moderately Vulnerable
1039,EastAfrica_Droug,AutoManufacturing,380420,57.977667,39.52662,94.342569,95.611839,579.776669,395.266198,943.425694,956.118394,68.101257,681.012566,D – High Climate Risk
1040,Gulf_Coast_Urban,RealEstate,71001,82.292862,38.792671,67.451992,6.815789,822.928625,387.926713,674.519923,68.157894,56.386036,563.860362,C – Moderately Vulnerable
1041,SE_Asia_StormBel,Retail,50000,68.115562,31.460115,23.564471,51.640324,681.155623,314.601151,235.644713,516.40324,45.342642,453.42642,C – Moderately Vulnerable
1042,South_Asia_Coast,AutoManufacturing,185553,41.022366,30.723033,29.774255,18.200678,410.223661,307.230327,297.742551,182.006782,32.212252,322.122518,B – Resilient
1043,Gulf_Coast_Urban,Agriculture,94126,49.501796,13.88475,60.676655,27.402087,495.017963,138.847503,606.766546,274.02087,40.076293,400.76293,C – Moderately Vulnerable
1044,SE_Asia_StormBel,AutoManufacturing,81018,58.420914,62.911307,98.58269,63.614408,584.209142,629.113069,985.826898,636.144077,70.36298,703.629803,D – High Climate Risk
1045,South_Asia_Coast,Agriculture,212477,43.284023,49.682094,65.315996,95.979298,432.840229,496.82094,653.15996,959.792981,58.295825,582.958252,C – Moderately Vulnerable
1046,SE_Asia_StormBel,Agriculture,50000,38.485333,79.865846,8.324941,85.303894,384.853332,798.658464,83.249405,853.038936,48.313147,483.131474,C – Moderately Vulnerable
1047,Gulf_Coast_Urban,Steel,50000,57.785327,67.400139,17.274533,25.760305,577.853268,674.001386,172.745335,257.60305,45.257578,452.575782,C – Moderately Vulnerable
1048,EastAfrica_Droug,Steel,96318,78.90037,75.237556,71.305167,2.417214,789.003699,752.375561,713.051672,24.172137,64.613392,646.133924,D – High Climate Risk
1049,South_Asia_Coast,Agriculture,50000,36.733608,51.366513,74.310284,59.933262,367.336079,513.665128,743.102844,599.332622,53.265951,532.659514,C – Moderately Vulnerable
1050,EastAfrica_Droug,RealEstate,50000,46.377035,86.817595,7.713055,53.385748,463.770354,868.17595,77.130553,533.857481,47.872487,478.724872,C – Moderately Vulnerable
1051,South_Asia_Coast,Steel,166012,52.586312,26.528915,57.838623,46.027563,525.863117,265.289146,578.386228,460.275634,46.401228,464.012279,C – Moderately Vulnerable
1052,SE_Asia_StormBel,Steel,84657,58.759332,33.161579,82.038451,47.522923,587.593321,331.615788,820.384511,475.22923,56.494212,564.942121,C – Moderately Vulnerable
1053,South_Asia_Coast,OilGas,50000,40.471709,55.966976,19.107316,59.170777,404.717093,559.669759,191.07316,591.707775,41.809288,418.092878,C – Moderately Vulnerable
1054,South_Asia_Coast,AutoManufacturing,82986,59.410221,39.149389,70.547473,39.70499,594.10221,391.493889,705.47473,397.049902,54.173541,541.735414,C – Moderately Vulnerable
1055,South_Asia_Coast,OilGas,161338,43.717882,37.844238,41.188954,17.124894,437.178822,378.442379,411.889538,171.248945,37.628291,376.282909,B – Resilient
1056,Gulf_Coast_Urban,RealEstate,68681,50.852071,54.058846,65.591882,25.915151,508.520711,540.588459,655.91882,259.151508,51.598179,515.981795,C – Moderately Vulnerable
1057,South_Asia_Coast,Steel,120263,59.504809,66.377801,55.985837,6.387429,595.048093,663.778011,559.858366,63.874288,52.375707,523.75707,C – Moderately Vulnerable
1058,Gulf_Coast_Urban,Banking,50000,85.33075,51.344458,93.780929,5.605,853.307499,513.444583,937.809286,56.049999,66.987859,669.878592,D – High Climate Risk
1059,SE_Asia_StormBel,Steel,73711,54.335389,91.228595,15.748874,86.740161,543.353888,912.285946,157.488741,867.401606,58.772777,587.727774,C – Moderately Vulnerable
1060,SE_Asia_StormBel,Retail,50000,70.629152,73.984131,21.228999,12.538035,706.291524,739.841315,212.289985,125.380352,50.404191,504.041911,C – Moderately Vulnerable
1061,South_Asia_Coast,RealEstate,99090,46.406657,73.213349,17.737577,6.89227,464.066575,732.133494,177.375769,68.922703,40.013902,400.139023,C – Moderately Vulnerable
1062,South_Asia_Coast,Banking,79866,31.086685,67.857812,70.063012,82.637437,310.866846,678.578123,700.630118,826.374368,57.756161,577.561611,C – Moderately Vulnerable
1063,South_Asia_Coast,AutoManufacturing,50000,48.762392,9.676345,18.457792,95.35442,487.623917,96.763453,184.577918,953.544205,38.403534,384.035344,B – Resilient
1064,Gulf_Coast_Urban,AutoManufacturing,202137,61.291232,53.666653,41.522982,20.57387,612.91232,536.666529,415.229819,205.738704,48.33542,483.354205,C – Moderately Vulnerable
1065,Gulf_Coast_Urban,Banking,94552,71.916189,21.259684,88.583165,75.72894,719.161892,212.596841,885.831648,757.289399,63.990719,639.907194,D – High Climate Risk
1066,South_Asia_Coast,AutoManufacturing,50000,43.663932,31.883873,27.808693,16.254373,436.639317,318.838732,278.08693,162.543734,32.643674,326.436737,B – Resilient
1067,Gulf_Coast_Urban,Banking,101205,53.226459,52.105171,14.96693,68.074928,532.26459,521.051712,149.669298,680.74928,45.608525,456.085251,C – Moderately Vulnerable
1068,EastAfrica_Droug,RealEstate,50000,56.420862,77.97222,53.322969,67.97382,564.208617,779.722197,533.229693,679.738199,62.767172,627.671718,D – High Climate Risk
1069,Gulf_Coast_Urban,Banking,50000,54.082225,9.973459,65.5454,42.93034,540.82225,99.734591,655.454004,429.303402,44.248045,442.480446,C – Moderately Vulnerable
1070,Gulf_Coast_Urban,Banking,50000,37.707038,82.891028,49.621937,88.201193,377.070379,828.910278,496.219372,882.011926,59.555883,595.558834,C – Moderately Vulnerable
1071,Gulf_Coast_Urban,Retail,50000,39.450337,53.346256,54.646895,12.104949,394.503371,533.46256,546.468949,121.049492,42.621648,426.216481,C – Moderately Vulnerable
1072,Gulf_Coast_Urban,Retail,84973,37.500733,75.307377,19.281424,47.654887,375.007333,753.073772,192.814237,476.548873,43.92069,439.2069,C – Moderately Vulnerable
1073,EastAfrica_Droug,OilGas,64577,46.745207,55.003917,29.475081,60.17424,467.452072,550.039172,294.750805,601.742404,46.506708,465.06708,C – Moderately Vulnerable
1074,EastAfrica_Droug,RealEstate,108943,33.537965,57.377302,65.916232,75.904489,335.379651,573.773017,659.162321,759.044893,53.947345,539.473446,C – Moderately Vulnerable
1075,South_Asia_Coast,RealEstate,50000,36.375184,68.295189,80.661947,14.268571,363.751838,682.951891,806.619471,142.685705,52.110884,521.10884,C – Moderately Vulnerable
1076,Gulf_Coast_Urban,Retail,50000,59.461271,34.480687,36.07655,53.493109,594.612707,344.806873,360.765499,534.931087,46.47472,464.747204,C – Moderately Vulnerable
1077,Gulf_Coast_Urban,Agriculture,50000,57.641433,27.769179,70.937621,45.495961,576.414326,277.691789,709.37621,454.959606,51.675595,516.755955,C – Moderately Vulnerable
1078,South_Asia_Coast,Agriculture,62449,36.147137,46.880421,19.761386,41.641379,361.471366,468.804207,197.613861,416.413787,35.558156,355.581563,B – Resilient
1079,Gulf_Coast_Urban,OilGas,61170,51.988826,75.905689,29.737886,35.93389,519.888258,759.056886,297.378855,359.338899,49.997066,499.970661,C – Moderately Vulnerable
1080,South_Asia_Coast,Agriculture,71860,70.575096,22.378541,0.651603,99.692673,705.750958,223.785408,6.516031,996.926734,45.412721,454.127205,C – Moderately Vulnerable
1081,South_Asia_Coast,Agriculture,64283,56.144626,36.379582,22.011658,17.01042,561.446262,363.795817,220.116577,170.104201,36.799992,367.99992,B – Resilient
1082,EastAfrica_Droug,Agriculture,50000,56.075077,79.797232,76.181701,75.298402,560.750771,797.972317,761.817007,752.984025,69.91577,699.157705,D – High Climate Risk
1083,Gulf_Coast_Urban,Steel,50000,67.52135,8.420049,8.486532,37.690905,675.2135,84.200493,84.865325,376.90905,33.512754,335.127537,B – Resilient
1084,South_Asia_Coast,OilGas,57397,36.044618,52.69807,7.796582,64.908709,360.446181,526.980705,77.965816,649.087087,37.475586,374.755857,B – Resilient
1085,South_Asia_Coast,Retail,89654,42.430984,64.913961,63.934342,98.829879,424.309841,649.139609,639.34342,988.298787,61.887402,618.87402,D – High Climate Risk
1086,SE_Asia_StormBel,Agriculture,64092,43.83307,78.553593,50.029389,47.774052,438.330702,785.535931,500.293886,477.740516,54.653428,546.534277,C – Moderately Vulnerable
1087,SE_Asia_StormBel,AutoManufacturing,50000,35.161484,64.322184,77.456302,82.444907,351.614839,643.221839,774.563021,824.449066,60.117877,601.178769,D – High Climate Risk
1088,Gulf_Coast_Urban,Banking,50000,43.00945,38.860949,39.097696,7.593955,430.094495,388.609487,390.976956,75.93955,35.682062,356.820617,B – Resilient
1089,South_Asia_Coast,Steel,90032,52.377704,18.354909,56.207377,55.460411,523.777043,183.549094,562.073774,554.604107,45.29183,452.918298,C – Moderately Vulnerable
1090,Gulf_Coast_Urban,Agriculture,109745,55.967371,52.162275,94.079487,38.215385,559.673706,521.622748,940.794866,382.15385,61.881328,618.813278,D – High Climate Risk
1091,South_Asia_Coast,Banking,141042,44.181192,21.050183,86.954856,69.916553,441.811916,210.501829,869.548556,699.165532,52.95216,529.521597,C – Moderately Vulnerable
1092,SE_Asia_StormBel,Banking,50000,46.413045,38.272324,60.154555,3.686792,464.130447,382.723237,601.545546,36.867917,41.404304,414.04304,C – Moderately Vulnerable
1093,SE_Asia_StormBel,Steel,50000,7.244739,77.018703,47.951134,44.771739,72.447389,770.187034,479.511342,447.717394,40.493879,404.938789,C – Moderately Vulnerable
1094,SE_Asia_StormBel,OilGas,81252,53.814915,37.201708,4.857516,49.456333,538.149152,372.01708,48.57516,494.563326,36.768476,367.684762,B – Resilient
1095,Gulf_Coast_Urban,AutoManufacturing,50000,77.845245,34.699619,52.746273,84.469312,778.452453,346.99619,527.462726,844.693122,61.777706,617.777056,D – High Climate Risk
1096,Gulf_Coast_Urban,AutoManufacturing,55122,55.686238,83.676692,46.868796,38.467398,556.862381,836.766918,468.687964,384.673977,57.896665,578.96665,C – Moderately Vulnerable
1097,Gulf_Coast_Urban,AutoManufacturing,67412,32.420561,60.776464,93.008178,32.061404,324.205606,607.764635,930.081784,320.614036,54.602567,546.025672,C – Moderately Vulnerable
1098,Gulf_Coast_Urban,Agriculture,93239,54.007748,56.237737,40.502289,38.908516,540.07748,562.377371,405.022893,389.085157,48.923996,489.239958,C – Moderately Vulnerable
1099,South_Asia_Coast,Steel,122340,45.052255,77.827164,62.165319,43.780835,450.522551,778.271638,621.653193,437.808351,57.333535,573.335353,C – Moderately Vulnerable
1100,Gulf_Coast_Urban,AutoManufacturing,152620,56.774103,88.724803,91.468228,25.453327,567.741034,887.248034,914.682276,254.53327,68.737193,687.37193,D – High Climate Risk
1101,EastAfrica_Droug,Banking,172035,65.734793,64.043303,19.459103,4.525687,657.347927,640.433029,194.591027,45.256869,44.561632,445.616319,C – Moderately Vulnerable
1102,South_Asia_Coast,Banking,65071,38.932249,48.925814,37.576331,99.030202,389.322489,489.258139,375.76331,990.302016,50.106354,501.063536,C – Moderately Vulnerable
1103,South_Asia_Coast,RealEstate,50000,71.508898,34.013209,36.463687,76.547859,715.088978,340.13209,364.636866,765.478589,54.129517,541.29517,C – Moderately Vulnerable
1104,South_Asia_Coast,RealEstate,50000,46.891488,77.946569,28.35415,98.544906,468.914882,779.465695,283.541496,985.449058,57.768937,577.689365,C – Moderately Vulnerable
1105,South_Asia_Coast,Steel,184702,66.358681,35.658845,86.249879,66.274929,663.586814,356.588448,862.49879,662.749289,63.643959,636.439588,D – High Climate Risk
1106,Gulf_Coast_Urban,Agriculture,67441,49.203661,91.709574,68.087414,88.294517,492.03661,917.095741,680.874137,882.945171,70.414706,704.147059,D – High Climate Risk
1107,Gulf_Coast_Urban,Agriculture,342046,25.291521,89.359407,97.512727,45.030994,252.915207,893.594072,975.127267,450.309937,62.324715,623.247147,D – High Climate Risk
1108,South_Asia_Coast,OilGas,50000,50.413034,46.416453,81.893295,34.915456,504.130337,464.164534,818.93295,349.154563,54.959317,549.593174,C – Moderately Vulnerable
1109,South_Asia_Coast,OilGas,380899,45.963124,91.683241,88.296275,99.378523,459.631245,916.832409,882.962748,993.785231,75.988751,759.88751,D – High Climate Risk
1110,EastAfrica_Droug,AutoManufacturing,59802,33.891616,54.293821,4.093438,16.950937,338.916161,542.938208,40.934379,169.509366,29.001521,290.015208,B – Resilient
1111,South_Asia_Coast,Retail,50000,60.958179,45.643834,1.786007,21.674983,609.581789,456.438342,17.86007,216.749826,36.44407,364.440703,B – Resilient
1112,Gulf_Coast_Urban,Banking,50000,55.322969,47.41045,66.162742,66.817052,553.229692,474.104496,661.627416,668.170519,57.778895,577.788948,C – Moderately Vulnerable
1113,Gulf_Coast_Urban,OilGas,101507,49.4037,75.358758,61.118137,25.530156,494.036998,753.587577,611.181372,255.301556,55.240042,552.40042,C – Moderately Vulnerable
1114,SE_Asia_StormBel,Agriculture,50000,49.295735,31.696285,2.46979,43.084586,492.95735,316.962854,24.6979,430.845857,32.257714,322.577139,B – Resilient
1115,SE_Asia_StormBel,Banking,50000,28.996923,27.125541,7.089196,93.22011,289.96923,271.255406,70.891962,932.201097,32.685624,326.856237,B – Resilient
1116,SE_Asia_StormBel,Retail,57408,58.415861,69.6851,47.689446,26.578332,584.158607,696.850997,476.894458,265.783317,53.775937,537.759374,C – Moderately Vulnerable
1117,EastAfrica_Droug,OilGas,50000,65.20197,52.214555,79.997422,51.067517,652.019701,522.145546,799.974217,510.675171,63.533811,635.338112,D – High Climate Risk
1118,South_Asia_Coast,Steel,55384,42.491679,27.814994,72.263455,73.667315,424.916787,278.149939,722.634545,736.673148,50.941797,509.417969,C – Moderately Vulnerable
1119,Gulf_Coast_Urban,RealEstate,237138,49.450011,63.666019,52.448319,7.183226,494.500107,636.660195,524.483189,71.832255,47.413572,474.135722,C – Moderately Vulnerable
1120,EastAfrica_Droug,OilGas,84589,59.125943,61.088107,44.692178,7.210036,591.259432,610.881066,446.921776,72.100359,48.220657,482.206566,C – Moderately Vulnerable
1121,South_Asia_Coast,OilGas,50000,37.485319,33.285476,78.560603,74.590819,374.853189,332.854756,785.606027,745.908186,52.270004,522.70004,C – Moderately Vulnerable
1122,South_Asia_Coast,Steel,50000,25.967417,81.956662,31.191641,92.005827,259.674171,819.566624,311.916413,920.058268,51.176546,511.765459,C – Moderately Vulnerable
1123,South_Asia_Coast,Agriculture,78411,35.922178,91.38147,73.208953,59.18281,359.221784,913.814704,732.089534,591.828098,62.59779,625.977899,D – High Climate Risk
1124,South_Asia_Coast,AutoManufacturing,50000,52.430617,65.91462,91.596004,3.816763,524.306167,659.1462,915.960035,38.167626,58.300886,583.008861,C – Moderately Vulnerable
1125,SE_Asia_StormBel,Steel,87103,37.405373,34.690567,19.501756,45.182635,374.05373,346.905666,195.017559,451.826355,33.417356,334.173565,B – Resilient
1126,SE_Asia_StormBel,AutoManufacturing,50000,26.521572,63.807317,41.239729,72.045958,265.215724,638.073174,412.397287,720.459583,46.351206,463.512056,C – Moderately Vulnerable
1127,EastAfrica_Droug,OilGas,50000,67.954405,62.390688,40.728713,63.178741,679.544053,623.906875,407.287131,631.787412,59.040703,590.407032,C – Moderately Vulnerable
1128,Gulf_Coast_Urban,Agriculture,153989,46.425587,70.680871,43.450222,19.818093,464.255869,706.808706,434.50222,198.180932,47.754443,477.544426,C – Moderately Vulnerable
1129,Gulf_Coast_Urban,Retail,105581,33.880695,33.704793,6.129773,5.312564,338.806949,337.047929,61.297735,53.125636,22.613769,226.137694,B – Resilient
1130,Gulf_Coast_Urban,OilGas,50000,56.911364,52.252334,71.776837,88.930603,569.113642,522.523338,717.768369,889.30603,64.265861,642.658606,D – High Climate Risk
1131,South_Asia_Coast,Steel,50000,23.564889,73.789215,62.530252,22.588119,235.648889,737.892146,625.302517,225.881192,45.715796,457.157956,C – Moderately Vulnerable
1132,SE_Asia_StormBel,Retail,137909,51.839103,31.152835,86.656269,99.577513,518.391031,311.528351,866.562689,995.775127,62.532589,625.32589,D – High Climate Risk
1133,EastAfrica_Droug,RealEstate,52422,38.024082,17.352872,6.23823,11.542019,380.240819,173.528719,62.382296,115.420188,20.937507,209.375069,B – Resilient
1134,Gulf_Coast_Urban,Retail,50000,41.902202,50.781877,53.038295,11.435245,419.022022,507.818766,530.382955,114.352453,42.336101,423.361006,C – Moderately Vulnerable
1135,South_Asia_Coast,Steel,50000,67.654053,29.580812,20.000436,66.812949,676.540533,295.808125,200.004356,668.129491,46.096173,460.96173,C – Moderately Vulnerable
1136,EastAfrica_Droug,Banking,65430,60.192858,77.182114,67.903535,27.013423,601.928583,771.821137,679.035348,270.134228,61.390926,613.909259,D – High Climate Risk
1137,South_Asia_Coast,Retail,51859,62.717001,42.128522,78.350292,97.439289,627.170013,421.285218,783.50292,974.392889,66.686547,666.865473,D – High Climate Risk
1138,SE_Asia_StormBel,Steel,56042,32.660748,11.920001,47.778678,23.701809,326.607477,119.200005,477.78678,237.018091,29.911203,299.112027,B – Resilient
1139,SE_Asia_StormBel,Banking,53106,35.088911,52.860879,20.42304,62.361128,350.889109,528.608785,204.230398,623.61128,39.956268,399.562676,B – Resilient
1140,SE_Asia_StormBel,OilGas,50000,25.619875,29.796305,61.058956,40.641838,256.19875,297.963046,610.589556,406.418375,37.777047,377.770469,B – Resilient
1141,South_Asia_Coast,Banking,50000,83.006941,75.073139,14.044529,9.029529,830.069406,750.73139,140.445293,90.295287,52.686276,526.862756,C – Moderately Vulnerable
1142,Gulf_Coast_Urban,Agriculture,50000,58.281375,58.689616,37.42926,70.799336,582.813754,586.896164,374.292601,707.993362,55.048101,550.48101,C – Moderately Vulnerable
1143,South_Asia_Coast,RealEstate,64421,49.144857,43.291215,61.556073,79.042609,491.448574,432.912147,615.560734,790.426087,55.268913,552.689134,C – Moderately Vulnerable
1144,SE_Asia_StormBel,Banking,95436,55.325431,57.462218,94.366616,82.656738,553.254309,574.62218,943.666164,826.567383,69.71962,697.196202,D – High Climate Risk
1145,Gulf_Coast_Urban,Agriculture,50000,34.08168,61.456027,66.405796,48.998746,340.816801,614.560275,664.057956,489.987465,51.243856,512.438558,C – Moderately Vulnerable
1146,South_Asia_Coast,Agriculture,50000,65.252602,35.550331,63.419714,97.59018,652.526018,355.503312,634.197136,975.901801,62.219449,622.194489,D – High Climate Risk
1147,South_Asia_Coast,Agriculture,50000,34.278037,72.262511,72.453018,79.976976,342.780366,722.625106,724.530176,799.769761,60.172741,601.727413,D – High Climate Risk
1148,SE_Asia_StormBel,Banking,183859,26.021892,17.319555,16.980481,44.0122,260.218923,173.195547,169.804815,440.122003,24.284501,242.845014,B – Resilient
1149,South_Asia_Coast,Steel,50000,23.164162,48.839669,73.552142,9.945751,231.641617,488.396686,735.521417,99.457507,40.197272,401.972718,C – Moderately Vulnerable
1150,South_Asia_Coast,Steel,50450,32.382787,4.666196,24.285917,25.43818,323.827868,46.661964,242.859169,254.381804,22.387731,223.877308,B – Resilient
1151,South_Asia_Coast,RealEstate,50000,35.906462,35.396365,74.296739,77.214075,359.064624,353.963645,742.967385,772.140747,51.572649,515.726488,C – Moderately Vulnerable
1152,South_Asia_Coast,Steel,94595,70.378981,80.860525,89.250416,87.965893,703.789809,808.60525,892.504164,879.658931,80.355263,803.552626,E – Critical Climate Risk
1153,South_Asia_Coast,AutoManufacturing,54249,54.212396,77.545236,51.427443,66.243312,542.123959,775.452363,514.27443,662.433116,61.154005,611.540051,D – High Climate Risk
1154,South_Asia_Coast,Steel,50000,42.078505,12.576992,1.033056,38.792154,420.78505,125.769916,10.330556,387.921541,23.948812,239.488117,B – Resilient
1155,SE_Asia_StormBel,Steel,50000,60.8029,17.618157,59.974496,35.598448,608.028997,176.18157,599.744956,355.984484,46.018945,460.189453,C – Moderately Vulnerable
1156,South_Asia_Coast,Steel,81006,51.880071,50.658008,34.468114,35.878879,518.800715,506.580077,344.681141,358.788793,44.821387,448.213873,C – Moderately Vulnerable
1157,EastAfrica_Droug,OilGas,73953,54.862604,60.748525,55.042093,49.14687,548.626041,607.485246,550.420926,491.468705,55.521596,555.215963,C – Moderately Vulnerable
1158,South_Asia_Coast,RealEstate,50000,37.217157,14.701187,41.792826,72.581503,372.171566,147.011873,417.928259,725.815027,38.036734,380.367335,B – Resilient
1159,South_Asia_Coast,AutoManufacturing,159836,74.461336,79.36794,66.164329,16.314058,744.61336,793.679398,661.64329,163.140577,64.891643,648.916435,D – High Climate Risk
1160,EastAfrica_Droug,Steel,50000,47.376935,62.359389,31.559324,2.090234,473.769348,623.593893,315.593245,20.902341,40.375141,403.751407,C – Moderately Vulnerable
1161,South_Asia_Coast,RealEstate,50000,34.129872,51.69114,37.695104,7.645379,341.298721,516.911404,376.951044,76.453791,35.438823,354.388233,B – Resilient
1162,EastAfrica_Droug,Retail,203395,58.591422,55.305303,3.796395,66.584803,585.914224,553.05303,37.963947,665.848035,45.270143,452.701428,C – Moderately Vulnerable
