cust_id,secured_flag,ead,collateral_value,time_to_recovery,default_flag,recovery_amount,recovery_cost,lgd_observed,collateral_type,legal_action_flag,restructuring_flag,seniority,industry,segment,exposure_class
2488,0,6317724,125073,14,0,7596,1424,0.95,PlantMachinery,1,0,Senior,Manufacturing,SME,Unsecured
2489,1,3219037,159449,24,0,138952,25941,0.95,Receivables,0,0,Senior,Services,Mortgage,Secured
2490,1,2651596,2295253,37,0,1434181,143799,0.5133564841702885,Property,1,0,Junior,Transport,SME,Secured
2491,1,2642606,933407,18,0,530206,127898,0.8477608845208101,Property,0,0,Junior,Manufacturing,SME,Partially Secured
2492,1,1904205,443733,35,1,322421,70946,0.8679370130842005,Property,1,0,Senior,Services,Mortgage,Secured
2493,0,9045480,8874849,16,0,1636593,367166,0.8596617316051773,Guarantee,1,0,Junior,Manufacturing,SME,Unsecured
2494,1,1256585,119005,20,0,93169,8302,0.932462189187361,Guarantee,0,0,Senior,Retail,Corporate,Secured
2495,1,2142025,2133282,18,0,1294937,319540,0.544637901051575,Inventory,0,0,Senior,Services,SME,Secured
2496,1,281837,645246,5,0,573388,79763,0.05,Property,0,0,Senior,Transport,SME,Secured
2497,1,527043,1729861,28,0,1499892,279541,0.05,Receivables,1,0,Senior,Services,Mortgage,Secured
2498,0,361920,822290,17,1,49315,11329,0.8950431034482759,PlantMachinery,0,0,Senior,Retail,Corporate,Unsecured
2499,0,4299733,93016,38,0,8072,566,0.95,PlantMachinery,0,0,Junior,Manufacturing,Corporate,Unsecured
2500,1,93663,810175,29,0,373956,42502,0.05,PlantMachinery,1,1,Senior,Retail,Corporate,Secured
2501,0,804269,1055063,19,1,220978,27322,0.759214889545662,Property,0,1,Junior,Retail,Corporate,Unsecured
2502,0,60252,65435,16,0,3620,741,0.95,Property,0,0,Senior,Retail,SME,Unsecured
2503,1,523719,6190046,4,0,3599462,392746,0.05,Vehicles,0,0,Junior,Manufacturing,SME,Secured
2504,0,736048,1027180,29,1,109425,14023,0.8703861704671434,Guarantee,1,0,Senior,Services,Corporate,Unsecured
2505,1,4803575,1527566,26,0,1252468,157696,0.7720922437975882,Vehicles,0,0,Senior,Construction,Other,Secured
2506,1,1788035,202383,37,0,124154,28852,0.9467001484870262,Vehicles,1,0,Senior,Transport,Corporate,Secured
2507,0,522749,1559193,6,0,116819,5920,0.7878542091902615,Inventory,0,0,Senior,Energy,SME,Unsecured
2508,1,3491925,2418008,28,0,1051143,82069,0.7224814393207185,Vehicles,1,0,Junior,Retail,Corporate,Secured
2509,0,1224241,964075,38,0,210251,49548,0.8687325453076641,Receivables,1,0,Senior,Retail,Corporate,Unsecured
2510,0,1248641,721935,6,0,111822,19226,0.9258425760486801,Property,0,1,Senior,Manufacturing,Mortgage,Unsecured
2511,1,361251,272952,36,0,216998,14786,0.4402451481103167,Guarantee,1,0,Senior,Manufacturing,SME,Secured
2512,0,446853,575027,15,0,224087,32455,0.5711520343379143,Inventory,0,0,Senior,Manufacturing,Corporate,Unsecured
2513,1,526972,415304,3,0,281549,66833,0.59254761163781,Receivables,0,0,Senior,Manufacturing,SME,Partially Secured
2514,1,1259797,1368458,3,0,805124,161971,0.48947886048307787,PlantMachinery,1,0,Senior,Services,Mortgage,Partially Secured
2515,1,1300014,286397,11,1,243915,24682,0.8313610468810336,Vehicles,0,0,Senior,Services,SME,Secured
2516,0,5632661,1357446,13,0,268527,36763,0.95,Vehicles,0,0,Senior,Energy,Corporate,Unsecured
2517,1,1767461,289849,18,1,153683,22767,0.9259299073642926,Property,1,0,Junior,Construction,SME,Secured
2518,1,80212,546567,31,0,443847,90080,0.05,Receivables,0,0,Senior,Transport,SME,Secured
2519,0,1563819,1436397,38,0,82402,16945,0.95,Receivables,1,0,Senior,Retail,Corporate,Unsecured
2520,0,282090,336321,17,0,73979,8045,0.7662660852919281,Guarantee,1,1,Senior,Manufacturing,SME,Unsecured
2521,0,457727,1491943,4,0,134119,26182,0.7641891345714804,Guarantee,1,0,Junior,Retail,Corporate,Unsecured
2522,1,533828,1340151,12,0,930447,227723,0.05,Guarantee,0,0,Junior,Transport,Corporate,Secured
2523,1,619496,541421,13,0,381598,24618,0.4237573769645002,Guarantee,1,0,Senior,Retail,Corporate,Secured
2524,1,304020,2618105,32,1,1785853,380486,0.05,Vehicles,0,1,Senior,Retail,Corporate,Secured
2525,0,1473987,794575,25,0,109010,18388,0.9385191321226035,Vehicles,0,0,Senior,Construction,Corporate,Unsecured
2526,1,293372,2452219,24,0,1486641,187516,0.05,Receivables,0,0,Senior,Construction,Other,Partially Secured
2527,1,1717993,5245134,38,0,4683158,973837,0.05,Receivables,0,0,Senior,Construction,SME,Partially Secured
2528,0,11262296,559371,31,1,108559,12503,0.95,PlantMachinery,1,0,Senior,Services,Other,Unsecured
2529,1,318265,1482811,34,0,1089595,127506,0.05,Vehicles,0,0,Senior,Retail,Corporate,Partially Secured
2530,0,904818,361737,35,0,72882,10938,0.9315398234783128,Vehicles,0,0,Senior,Transport,SME,Unsecured
2531,0,96427,234193,11,0,19359,2740,0.8276520061808414,Receivables,0,0,Junior,Manufacturing,SME,Unsecured
2532,0,890078,588301,3,0,75898,5814,0.9212608333202259,Guarantee,1,0,Senior,Manufacturing,Corporate,Unsecured
2533,1,2286921,162940,20,0,84873,4672,0.95,Guarantee,0,1,Junior,Services,Mortgage,Secured
2534,1,2472250,260050,24,0,107970,19059,0.95,Property,0,0,Junior,Services,Corporate,Secured
2535,0,1299335,1398031,39,0,406742,47582,0.7235816783200637,Receivables,0,1,Senior,Transport,Corporate,Unsecured
2536,0,2926341,414565,16,1,99731,15425,0.95,Vehicles,0,0,Senior,Energy,Corporate,Unsecured
2537,0,15341230,1593694,24,0,624975,56933,0.95,PlantMachinery,0,0,Junior,Transport,SME,Unsecured
2538,1,6664494,1013938,35,0,441280,72169,0.9446153001263111,Vehicles,1,0,Senior,Energy,Corporate,Partially Secured
2539,0,713172,5588768,8,0,1974442,229451,0.05,Inventory,1,0,Junior,Construction,SME,Unsecured
2540,0,281783,1298565,29,1,70707,12172,0.7922692284488418,Guarantee,0,0,Senior,Services,SME,Unsecured
2541,0,801186,2484643,8,0,312223,57877,0.6825381372115839,Vehicles,0,1,Senior,Services,Corporate,Unsecured
2542,0,466501,1134920,18,0,342684,17341,0.30258884761233096,Vehicles,0,0,Senior,Energy,Mortgage,Unsecured
2543,0,1888602,1027390,4,0,151442,20631,0.9307365977585537,Vehicles,0,0,Senior,Construction,Corporate,Unsecured
2544,1,369093,2626614,39,0,2294311,447833,0.05,Receivables,0,0,Senior,Transport,Corporate,Secured
2545,1,1118140,1522215,31,0,855040,169260,0.3866778757579552,Property,0,0,Senior,Transport,SME,Secured
2546,1,2780146,919026,25,0,466125,58804,0.8534893491205138,Vehicles,0,0,Junior,Retail,Mortgage,Partially Secured
2547,1,1087404,914579,23,0,665694,142586,0.5189386833228496,Vehicles,0,0,Senior,Manufacturing,SME,Secured
2548,1,466814,1318561,15,0,1168243,210350,0.05,Vehicles,0,0,Junior,Retail,SME,Partially Secured
2549,1,3893480,348533,3,0,235866,58456,0.95,Vehicles,1,0,Senior,Services,Mortgage,Secured
2550,1,183692,332641,31,0,181924,27744,0.160660235611785,Vehicles,1,0,Junior,Transport,SME,Partially Secured
2551,1,866489,3498855,9,1,2992342,374336,0.05,PlantMachinery,1,0,Senior,Retail,SME,Partially Secured
2552,1,1153533,5670880,33,1,3999092,935245,0.05,Guarantee,1,0,Senior,Transport,Corporate,Partially Secured
2553,0,1221889,262558,24,0,56689,7408,0.95,Receivables,1,0,Senior,Energy,Other,Unsecured
2554,0,1440493,349446,18,0,28028,4991,0.95,Receivables,1,0,Junior,Energy,Mortgage,Unsecured
2555,1,2214284,2563220,30,1,1375180,295877,0.5125724613464218,Vehicles,1,0,Junior,Retail,Other,Partially Secured
2556,0,1160768,1311749,27,0,396712,56382,0.7068061834923085,Guarantee,1,0,Senior,Transport,SME,Unsecured
2557,1,832294,1535046,16,0,1085727,150226,0.05,PlantMachinery,1,0,Senior,Retail,Corporate,Secured
2558,1,800034,1955705,23,0,1273796,137198,0.05,Inventory,0,0,Senior,Energy,Mortgage,Partially Secured
2559,1,652446,559721,21,0,316960,76839,0.6319680096130561,Inventory,1,0,Junior,Construction,Corporate,Partially Secured
2560,1,2643312,1048600,15,0,481754,115041,0.861267606699474,PlantMachinery,0,0,Senior,Construction,Corporate,Secured
2561,0,629997,962617,4,0,268782,38481,0.6344411163862684,Guarantee,1,0,Senior,Services,Corporate,Unsecured
2562,0,2804598,283696,38,0,82267,9497,0.95,Inventory,1,0,Senior,Manufacturing,Corporate,Unsecured
2563,1,1225671,1031577,16,0,561558,42428,0.5764524085174569,Receivables,0,1,Senior,Energy,Corporate,Partially Secured
2564,1,714076,2846161,36,0,1242814,180892,0.05,Inventory,1,1,Senior,Retail,Corporate,Secured
2565,1,2231996,505070,20,0,348443,79724,0.8796059670357832,Guarantee,0,0,Senior,Manufacturing,Mortgage,Secured
2566,1,581023,862703,26,0,550050,123121,0.26521153207360126,Vehicles,0,0,Senior,Transport,SME,Secured
2567,1,2276578,915641,32,0,414997,30395,0.8310613561230935,Guarantee,0,0,Senior,Services,Corporate,Secured
2568,1,1487676,533315,21,0,337016,49601,0.8068026909085042,Property,0,0,Senior,Services,Mortgage,Secured
2569,0,662433,1535845,38,0,189908,40473,0.7744149219619192,PlantMachinery,0,0,Junior,Manufacturing,SME,Unsecured
2570,0,2040355,345216,23,1,35753,7758,0.95,Property,0,0,Senior,Energy,Corporate,Unsecured
2571,1,2077321,3159454,21,0,1673055,396287,0.3853776089492187,Guarantee,1,0,Senior,Services,SME,Secured
2572,0,3826723,1452542,28,0,74853,6783,0.95,PlantMachinery,0,0,Senior,Transport,SME,Unsecured
2573,1,3160203,260290,37,0,136814,18191,0.95,PlantMachinery,1,0,Senior,Construction,Mortgage,Secured
2574,1,1965533,4722319,6,0,3009328,724900,0.05,PlantMachinery,0,0,Junior,Retail,SME,Secured
2575,1,389418,877569,23,0,760530,79238,0.05,Guarantee,1,0,Senior,Manufacturing,Corporate,Secured
2576,1,13916517,329310,5,0,275251,32194,0.95,Receivables,1,0,Junior,Manufacturing,Mortgage,Secured
2577,0,295488,2458372,7,0,409785,38983,0.05,Receivables,1,0,Senior,Construction,SME,Unsecured
2578,1,3107295,1256874,31,0,999334,157635,0.7291216315155142,PlantMachinery,1,0,Senior,Transport,Mortgage,Secured
2579,1,1851087,103864,21,0,84309,13147,0.95,Vehicles,1,0,Senior,Services,Mortgage,Secured
2580,1,371705,409124,19,0,315564,67351,0.33223120485331115,Inventory,0,0,Senior,Transport,Mortgage,Secured
2581,1,1062036,991532,36,1,841243,111518,0.3128999393617542,Guarantee,0,0,Senior,Services,Corporate,Partially Secured
2582,0,1111529,67810,22,0,26289,2630,0.95,Vehicles,0,0,Senior,Services,Mortgage,Unsecured
2583,1,4437415,800968,30,0,531092,114795,0.9061847945256416,Receivables,0,0,Senior,Manufacturing,Corporate,Secured
2584,1,589299,867852,11,1,627636,112913,0.12655035898584588,Guarantee,0,0,Senior,Retail,Corporate,Partially Secured
2585,1,925468,198423,5,0,98992,8043,0.901726477846884,Guarantee,1,0,Junior,Manufacturing,Mortgage,Secured
2586,1,116300,982356,12,0,640134,105004,0.05,PlantMachinery,1,0,Senior,Transport,Mortgage,Secured
2587,1,6815859,735429,23,0,339797,48242,0.95,Receivables,0,0,Senior,Transport,SME,Secured
2588,0,412310,196727,6,0,76292,16719,0.8555140549586476,Inventory,1,0,Senior,Manufacturing,Corporate,Unsecured
2589,1,1667624,2005725,24,1,900190,153329,0.5521406504104043,Property,0,0,Senior,Construction,Corporate,Secured
2590,0,1086630,1833320,9,0,535817,111573,0.6095782373024856,Property,0,0,Senior,Transport,Other,Unsecured
2591,0,1090338,530348,14,0,119668,17077,0.9059089933580229,Vehicles,0,0,Junior,Construction,Corporate,Unsecured
2592,0,2702970,586284,13,0,88856,21865,0.95,Guarantee,0,0,Junior,Construction,SME,Unsecured
2593,1,6396505,1621545,24,0,1004819,210969,0.8758931635322726,PlantMachinery,0,0,Senior,Retail,SME,Secured
2594,1,1546482,584943,31,0,432216,73355,0.7679500957657445,Receivables,0,0,Senior,Energy,Mortgage,Partially Secured
2595,1,2315365,87203,29,0,60811,12926,0.95,Vehicles,0,0,Senior,Construction,SME,Secured
2596,0,1670931,1246225,22,0,462850,52796,0.7545954919742347,Vehicles,1,0,Junior,Services,SME,Unsecured
2597,1,3326833,298168,16,0,173674,42635,0.95,Vehicles,1,0,Senior,Manufacturing,Corporate,Secured
2598,1,756973,475048,9,0,203650,27084,0.7667472948176487,Inventory,0,0,Junior,Energy,Mortgage,Secured
2599,1,3524998,3626061,17,0,3183495,394999,0.2089368561343865,Guarantee,1,1,Senior,Construction,SME,Partially Secured
2600,1,3650956,629463,30,0,378530,78549,0.9178349451486132,Vehicles,1,0,Senior,Energy,Corporate,Partially Secured
2601,1,3550279,730809,12,0,444506,78285,0.8968472618630817,PlantMachinery,0,0,Senior,Construction,Other,Secured
2602,1,621475,1277779,5,0,593108,120792,0.24000804537592024,Inventory,0,0,Senior,Manufacturing,Mortgage,Secured
2603,0,1016282,1271702,14,0,241123,49649,0.8115936324760253,Property,0,1,Senior,Manufacturing,SME,Unsecured
2604,1,1527995,265370,15,0,236075,41858,0.8728942175857906,Property,0,0,Junior,Services,Corporate,Secured
2605,1,305332,682604,36,0,359399,78673,0.0805876881558435,Property,1,0,Senior,Retail,Mortgage,Secured
2606,1,5926356,759008,3,1,422515,82510,0.942628319999676,Guarantee,1,0,Senior,Transport,Corporate,Secured
2607,1,1187930,983850,27,0,509739,84358,0.6419140858468091,PlantMachinery,0,0,Junior,Services,Corporate,Secured
2608,1,1597463,1002637,21,0,835490,168961,0.5827577853133374,Guarantee,0,0,Senior,Retail,SME,Secured
2609,0,675356,12561980,27,0,3611832,540206,0.05,PlantMachinery,1,0,Senior,Transport,SME,Unsecured
2610,1,319056,200096,8,0,162430,23885,0.5657658843588587,Inventory,1,0,Junior,Construction,Mortgage,Secured
2611,0,657348,2143822,6,0,789011,93048,0.05,Property,1,0,Senior,Transport,Corporate,Unsecured
2612,1,1497345,2681034,28,0,2076581,455667,0.05,Inventory,1,0,Senior,Retail,Corporate,Secured
2613,1,2358246,1254267,28,0,665416,73105,0.7488340910999107,Property,0,0,Senior,Manufacturing,Corporate,Partially Secured
2614,0,1413799,356700,28,0,84102,8433,0.9464782476151136,Property,0,0,Senior,Transport,SME,Unsecured
2615,1,1700995,4552262,16,0,2147050,201641,0.05,Guarantee,0,0,Junior,Retail,SME,Secured
2616,1,858527,65435,34,0,48976,8918,0.95,Property,0,0,Junior,Retail,SME,Secured
2617,1,1975335,344003,30,0,264976,23820,0.8779164040529834,Guarantee,0,0,Senior,Services,Other,Secured
2618,1,5297962,2646769,4,0,2072918,463322,0.6961858163573087,Property,1,0,Senior,Construction,SME,Secured
2619,0,2433374,485472,23,0,158177,29992,0.9473221132468745,Inventory,0,0,Senior,Retail,Corporate,Unsecured
2620,1,2702105,4223230,16,0,2012445,418517,0.41011618719479814,Guarantee,0,0,Senior,Construction,Mortgage,Secured
2621,0,1613661,138277,39,0,30659,2396,0.95,PlantMachinery,0,0,Senior,Construction,Corporate,Unsecured
2622,0,267491,214633,4,0,15355,813,0.9456355540934087,Property,0,0,Junior,Retail,SME,Unsecured
2623,1,423087,406442,7,0,313359,20761,0.30842119942234103,Vehicles,1,0,Junior,Construction,Other,Secured
2624,0,1895277,1154455,4,0,107258,19888,0.95,Receivables,0,0,Senior,Energy,SME,Unsecured
2625,1,1189520,571361,3,0,346375,24475,0.7293866433519403,PlantMachinery,1,0,Senior,Manufacturing,SME,Secured
2626,0,1866998,425304,24,0,41645,6015,0.95,PlantMachinery,1,0,Junior,Services,Other,Unsecured
2627,1,6429603,3479628,27,1,2536216,534132,0.6886146780757691,Inventory,1,0,Senior,Manufacturing,SME,Secured
2628,0,2485628,3854645,32,0,896884,108999,0.683023767031913,Receivables,0,0,Senior,Services,Mortgage,Unsecured
2629,1,4234967,462398,11,0,289337,17189,0.9357378699763186,Inventory,0,0,Senior,Retail,Corporate,Secured
2630,1,1322033,111218,39,0,94696,21465,0.9446072828741794,PlantMachinery,0,1,Senior,Construction,Corporate,Secured
2631,1,536479,67966,12,0,52337,10030,0.9211395040626008,Property,1,0,Senior,Services,Corporate,Partially Secured
2632,0,1134989,949052,17,0,130626,7451,0.8914747191382472,Guarantee,1,0,Senior,Transport,Mortgage,Unsecured
2633,1,537803,1500863,5,1,635067,72968,0.05,Guarantee,1,0,Senior,Retail,Corporate,Secured
2634,1,5713229,781755,10,0,553356,68873,0.91519979332178,Guarantee,0,0,Junior,Retail,Mortgage,Secured
2635,0,2650850,674684,27,0,72109,16133,0.95,Property,1,0,Junior,Services,Corporate,Unsecured
2636,0,2023850,301041,38,0,82951,5571,0.95,Inventory,1,0,Senior,Retail,Other,Unsecured
2637,0,4138910,1499253,23,0,113148,23081,0.95,PlantMachinery,0,0,Senior,Services,Corporate,Unsecured
2638,0,159523,4620455,36,0,796271,194950,0.05,PlantMachinery,1,0,Senior,Construction,Corporate,Unsecured
2639,0,2165448,63667,29,0,3539,449,0.95,Guarantee,0,0,Junior,Construction,Mortgage,Unsecured
2640,0,324277,669809,11,0,137009,7501,0.6006253912550072,PlantMachinery,0,0,Senior,Manufacturing,SME,Unsecured
2641,1,1193910,250851,12,0,177312,17381,0.8660443417007982,Vehicles,1,0,Junior,Transport,Mortgage,Partially Secured
2642,1,880541,141561,29,0,93485,7043,0.9018308062884068,Guarantee,0,0,Senior,Energy,SME,Secured
2643,0,2330833,210454,27,0,25164,5229,0.95,Property,1,0,Senior,Energy,SME,Unsecured
2644,1,1510856,1107526,15,0,646056,77706,0.6238225218022102,Inventory,0,0,Senior,Retail,SME,Secured
2645,1,4616360,1138769,6,0,694784,159567,0.8840608184803611,Guarantee,0,0,Senior,Services,SME,Secured
2646,1,658752,3635715,18,0,2321211,540340,0.05,Inventory,0,0,Junior,Manufacturing,SME,Secured
2647,0,2443921,736496,14,0,73489,9094,0.95,Property,1,0,Senior,Retail,SME,Unsecured
2648,1,1414410,105446,27,0,91489,15639,0.9463733995093361,Inventory,0,0,Senior,Construction,Corporate,Secured
2649,1,234382,561301,18,0,495348,118306,0.05,Inventory,0,0,Senior,Energy,SME,Secured
2650,1,479924,158733,4,0,87295,5870,0.8303377201390221,Inventory,0,0,Senior,Construction,SME,Partially Secured
2651,1,1035217,193401,11,0,152660,31232,0.8827028536046065,Inventory,1,0,Senior,Retail,Mortgage,Partially Secured
2652,1,3657507,1381409,15,0,1071710,64089,0.7245060638298163,Guarantee,1,0,Senior,Retail,Corporate,Secured
2653,1,1912119,903109,16,0,756616,104965,0.6591995581864936,Inventory,1,0,Junior,Retail,Corporate,Secured
2654,1,374182,1392097,14,0,559515,85321,0.05,PlantMachinery,1,0,Senior,Manufacturing,SME,Secured
2655,0,1045163,492257,37,0,155607,24878,0.8749199885568089,Vehicles,1,0,Senior,Manufacturing,Corporate,Unsecured
2656,1,9045757,1740325,24,0,822292,180745,0.9290775774763793,Receivables,0,0,Junior,Transport,Mortgage,Partially Secured
2657,0,1344084,462895,23,0,79357,7245,0.9463485913082813,Guarantee,0,0,Senior,Services,SME,Unsecured
2658,0,866896,2491389,5,0,622311,86008,0.38135254978682565,Guarantee,1,0,Senior,Services,SME,Unsecured
2659,1,1966448,1065657,24,0,910523,95485,0.585527814618032,PlantMachinery,0,1,Junior,Energy,Mortgage,Secured
2660,0,2580240,580882,11,0,76790,12906,0.95,PlantMachinery,1,0,Junior,Retail,SME,Unsecured
2661,1,762098,921080,5,0,598251,96694,0.34187335487037096,Guarantee,0,0,Junior,Construction,Mortgage,Partially Secured
2662,0,1987870,715225,33,0,60614,12577,0.95,PlantMachinery,0,0,Senior,Retail,Corporate,Unsecured
2663,1,865541,4221567,39,0,2323748,198678,0.05,PlantMachinery,0,0,Senior,Manufacturing,SME,Partially Secured
2664,0,2469009,955491,8,0,147648,31481,0.95,Inventory,1,0,Senior,Retail,Mortgage,Unsecured
2665,1,1425015,728123,16,0,528119,63217,0.6737564165991234,Receivables,0,0,Senior,Retail,SME,Secured
2666,1,1947326,561103,21,0,419544,68697,0.819831399570488,Receivables,0,0,Senior,Retail,SME,Partially Secured
2667,1,562877,1844101,20,0,1335869,127815,0.05,Inventory,0,0,Senior,Retail,SME,Secured
2668,0,528984,1589141,9,0,182404,26539,0.7053502563404564,Guarantee,0,0,Senior,Transport,SME,Unsecured
2669,0,3095615,539702,38,1,144105,12005,0.95,Inventory,0,0,Senior,Services,SME,Unsecured
2670,1,1110813,204596,31,0,142041,26568,0.8960464092516022,Receivables,1,0,Senior,Services,Mortgage,Secured
2671,1,1599233,270447,5,0,188940,11163,0.8888360857986297,PlantMachinery,1,0,Senior,Transport,SME,Partially Secured
2672,1,885231,595657,15,0,481159,81901,0.5489787411421425,Inventory,0,0,Senior,Energy,Corporate,Secured
2673,0,2954165,3216551,38,0,465174,93136,0.8740632293727669,PlantMachinery,1,0,Senior,Energy,Corporate,Unsecured
2674,1,654868,553936,27,0,279629,63291,0.6696464020230031,PlantMachinery,0,0,Senior,Services,Mortgage,Secured
2675,0,1050102,379444,30,1,49296,10526,0.95,Guarantee,0,0,Junior,Manufacturing,SME,Unsecured
2676,1,2639216,105156,13,0,74157,16974,0.95,Inventory,0,0,Senior,Energy,Corporate,Secured
2677,1,3886298,3855054,11,0,2441724,422155,0.48033604216660686,Inventory,1,0,Senior,Transport,SME,Secured
2678,1,712290,1363998,24,0,1077516,65051,0.05,Guarantee,0,0,Senior,Manufacturing,SME,Secured
2679,1,8534983,1750848,23,0,1002906,244824,0.911179436444103,Receivables,0,0,Senior,Transport,SME,Partially Secured
2680,1,1644984,2100858,21,0,852143,175210,0.5884865749454098,Inventory,0,0,Senior,Retail,Other,Secured
2681,1,423823,608527,35,1,346847,58487,0.3196216345030827,Property,1,0,Senior,Retail,SME,Partially Secured
2682,0,1739402,800546,6,0,112717,15994,0.9443929580396021,Guarantee,0,0,Junior,Services,Mortgage,Unsecured
2683,1,819951,3750734,35,0,2961271,205828,0.05,PlantMachinery,1,0,Senior,Retail,Mortgage,Partially Secured
2684,1,1856249,888721,18,0,496906,25885,0.7462511764316102,PlantMachinery,1,0,Senior,Services,SME,Secured
2685,1,1152153,1392035,3,1,711642,97520,0.46697877799215903,Guarantee,0,1,Junior,Energy,SME,Secured
2686,1,1295326,1900458,17,0,1530123,374391,0.10776746548745253,Vehicles,1,1,Senior,Retail,Other,Partially Secured
2687,1,483306,1479514,24,0,739681,114759,0.05,PlantMachinery,0,0,Senior,Construction,Corporate,Secured
2688,1,3236688,633499,34,0,437177,56158,0.8822812084451761,Property,1,0,Senior,Energy,Mortgage,Secured
2689,1,378462,702729,39,0,459570,64822,0.05,PlantMachinery,1,0,Senior,Manufacturing,SME,Secured
2690,1,396818,1715824,25,0,1048942,115055,0.05,Guarantee,0,0,Senior,Transport,SME,Partially Secured
2691,1,1736462,1712736,35,0,1049874,257584,0.5437331770001301,PlantMachinery,0,0,Senior,Transport,Other,Partially Secured
2692,1,5973503,2636745,24,0,1980671,151811,0.6938379373041246,Vehicles,0,0,Senior,Construction,Corporate,Secured
2693,1,845266,1337358,14,0,603708,114121,0.42078943196579544,PlantMachinery,1,0,Senior,Construction,Corporate,Secured
2694,1,2424103,1406009,20,0,840249,117882,0.7020064741473444,Property,1,0,Senior,Services,SME,Secured
2695,0,3517778,446477,34,0,56960,4585,0.95,Inventory,0,1,Senior,Services,Corporate,Unsecured
2696,1,2716037,384898,5,0,303715,50888,0.9069132710636858,Inventory,0,0,Senior,Transport,Corporate,Partially Secured
2697,0,880981,1721477,38,1,460959,77878,0.5651654235448892,PlantMachinery,1,0,Senior,Manufacturing,Other,Unsecured
2698,1,403912,387858,3,0,241840,20786,0.4527174235972192,Guarantee,0,1,Senior,Manufacturing,SME,Secured
2699,0,132250,712994,27,0,154143,21918,0.05,Inventory,0,1,Senior,Energy,SME,Unsecured
2700,0,924639,3324818,22,0,883763,203026,0.26378078363555935,Receivables,0,0,Senior,Services,Corporate,Unsecured
2701,1,3906246,2793001,19,1,1261854,91883,0.7004871172988081,Receivables,0,0,Senior,Services,Other,Partially Secured
2702,0,390754,1016593,24,1,403648,98936,0.22019480286830073,Property,0,0,Junior,Retail,Corporate,Unsecured
2703,1,2422255,526626,35,0,354154,18290,0.8613424267882613,PlantMachinery,0,0,Senior,Energy,SME,Secured
2704,1,465025,636846,28,0,371697,64884,0.3402225686791033,Inventory,0,0,Junior,Services,Corporate,Secured
2705,0,1337178,1894425,29,0,369492,59974,0.7685289467819543,Inventory,1,0,Senior,Transport,Corporate,Unsecured
2706,0,2440690,700710,36,0,144512,7555,0.9438859502845507,Property,1,0,Senior,Services,Corporate,Unsecured
2707,1,621881,394703,25,0,206387,35926,0.7258945039324244,Receivables,0,0,Senior,Manufacturing,Mortgage,Partially Secured
2708,1,1426143,2778306,18,0,1895510,396846,0.05,PlantMachinery,0,0,Senior,Energy,Corporate,Secured
2709,1,794055,890697,16,0,566182,34928,0.3309607017146168,Receivables,0,0,Senior,Construction,Corporate,Partially Secured
2710,1,2434248,386550,16,0,311030,46763,0.8914379307285043,Property,0,0,Senior,Manufacturing,SME,Secured
2711,0,1521667,1235312,28,0,452796,88755,0.7607617172482547,PlantMachinery,0,0,Senior,Energy,SME,Unsecured
2712,1,1272517,2122998,29,0,1526450,318419,0.05067594381843232,Property,1,0,Senior,Retail,Corporate,Secured
2713,1,5713543,240760,6,1,179722,38561,0.95,Property,1,0,Junior,Construction,Mortgage,Secured
2714,1,2332161,585078,11,0,519449,34447,0.7920375137051001,Inventory,0,0,Senior,Manufacturing,Mortgage,Secured
2715,1,602985,556069,29,0,264484,48321,0.6415118120682936,Receivables,0,0,Senior,Services,SME,Secured
2716,1,1103652,1199620,17,1,1078632,209393,0.21239756734912818,Property,0,0,Senior,Transport,Corporate,Partially Secured
2717,1,1114705,1461843,27,0,1111884,116693,0.10721581046106365,Guarantee,0,0,Junior,Energy,SME,Secured
2718,0,1303182,397670,20,0,20522,5028,0.95,Property,0,0,Senior,Services,SME,Unsecured
2719,0,15014234,141205,32,1,31348,6070,0.95,Guarantee,0,0,Senior,Manufacturing,Other,Unsecured
2720,1,1742535,2269292,39,0,1621070,378380,0.286849331577271,PlantMachinery,0,0,Senior,Manufacturing,SME,Partially Secured
2721,0,157015,212789,18,0,37793,7135,0.8047447696079992,PlantMachinery,1,0,Junior,Manufacturing,Corporate,Unsecured
2722,0,698856,982939,14,0,352208,26772,0.534330391382488,Receivables,0,0,Senior,Energy,Corporate,Unsecured
2723,0,174142,630848,19,0,108142,11011,0.4422310528189638,Receivables,1,1,Senior,Energy,Corporate,Unsecured
2724,1,864755,872125,27,0,686494,92444,0.31304242242022307,Guarantee,0,0,Junior,Services,Corporate,Secured
2725,1,164833,4485485,17,0,2568268,348599,0.05,Receivables,0,0,Senior,Manufacturing,Mortgage,Secured
2726,1,503032,20626965,27,0,10476905,1876637,0.05,Guarantee,0,0,Senior,Energy,SME,Secured
2727,1,262834,120960,23,0,97292,16135,0.6912233577086678,Guarantee,0,0,Senior,Construction,SME,Partially Secured
2728,1,1765880,2152836,21,0,1816818,122007,0.05,Inventory,0,0,Senior,Energy,SME,Secured
2729,1,1203253,614231,26,1,247418,53964,0.8392241698129986,Inventory,0,0,Senior,Transport,Mortgage,Secured
2730,1,1628161,2309727,9,0,2048902,452131,0.05,Property,0,0,Junior,Construction,Corporate,Partially Secured
2731,0,1083219,2090657,14,0,486366,107120,0.6498898191409124,PlantMachinery,0,0,Senior,Retail,SME,Unsecured
