cust_id,secured_flag,ead,collateral_value,recovery_amount,recovery_cost,time_to_recovery,default_flag,lgd_observed
3696,1,2960222,209567,112071,14670,4,0,0.95
3697,0,673923,936324,346682,74456,24,0,0.5960577098570607
3698,0,760843,380990,134427,10221,26,0,0.8367521288886144
3699,0,2655483,1576806,341103,54882,28,0,0.8922150885545116
3700,1,1547595,303253,168774,12903,24,0,0.8992817888401035
3701,1,485911,1704842,715918,42838,7,0,0.05
3702,0,4441728,612904,157689,19828,12,0,0.95
3703,1,220036,260184,197467,35855,21,0,0.26552018760566454
3704,0,2634712,782351,57605,6048,24,0,0.95
3705,0,339350,86528,25286,3518,29,0,0.9358538382201267
3706,0,7927026,394350,97397,14440,4,0,0.95
3707,0,256632,1057207,117530,25651,23,0,0.6419815143863588
3708,1,3806614,103888,59514,12723,27,0,0.95
3709,1,1108330,43120,36070,1820,24,1,0.95
3710,0,833507,55642,9400,1248,11,1,0.95
3711,1,1447569,3140339,2638099,478071,33,1,0.05
3712,0,2262317,670356,243272,53636,3,0,0.9161762034233045
3713,0,486795,406072,100706,6020,17,0,0.8054910177795581
3714,1,531900,2062996,1669958,293327,32,0,0.05
3715,0,2302727,467476,49370,10782,15,0,0.95
3716,1,218088,980000,700482,70759,16,0,0.05
3717,1,670494,750376,345844,31489,36,0,0.5311591155178123
3718,1,25158011,434478,293562,42146,27,0,0.95
3719,1,456793,1008082,535870,129957,35,0,0.11138524451994669
3720,1,3789720,1707579,925121,174456,23,0,0.8019207223752678
3721,1,669341,595170,275479,37161,34,0,0.6439512894025616
3722,0,2000774,439498,118386,6413,18,0,0.9440351583937017
3723,0,2313693,500436,52925,8539,7,0,0.95
3724,1,3718967,58238,40776,4883,29,0,0.95
3725,1,984359,995863,550149,47941,28,0,0.4898121518673574
3726,0,8787885,192909,46613,6993,21,0,0.95
3727,1,667078,1458166,963089,113910,24,0,0.05
3728,1,1519999,660355,474812,27417,12,0,0.7056609905664412
3729,1,1536898,818831,441408,86119,17,0,0.7688272090926008
3730,1,391613,1575939,1271889,249947,36,0,0.05
3731,1,903587,263240,187463,32574,32,0,0.828584297914866
3732,0,1413406,1094899,59021,12876,37,0,0.95
3733,1,780647,979094,469941,42593,16,0,0.4525720331981036
3734,1,13810282,595252,351396,37683,25,0,0.95
3735,1,519891,262759,119951,17000,9,0,0.8019757987732044
3736,1,3911472,1403896,712847,44221,28,0,0.8290602617122147
3737,0,2831903,1581366,233340,52900,31,0,0.9362831283416134
3738,0,1186048,826505,216116,32012,12,0,0.844775253615368
3739,0,506252,224732,41218,4737,32,0,0.9279390501173329
3740,1,557793,408319,230777,33599,25,0,0.6465032727194497
3741,0,716427,682579,251613,28942,12,0,0.6891923392055297
3742,0,201643,1555556,369976,39680,28,0,0.05
3743,0,440882,127792,15356,2143,20,0,0.95
3744,1,273080,392313,274782,40222,3,0,0.1410575655485572
3745,1,4619860,468391,323947,44273,5,1,0.939462667699887
3746,1,2232120,665608,468440,74756,12,0,0.8236277619482824
3747,0,2639167,174301,45290,9360,31,0,0.95
3748,1,2166951,574189,326449,20061,7,0,0.8586087087340692
3749,1,1421136,518382,448806,95283,7,0,0.75123914952545
3750,0,5181889,232966,69387,6640,17,0,0.95
3751,0,652937,640648,160172,16084,28,0,0.7793232731488643
3752,0,1337977,402203,112698,19146,28,0,0.9300795155671585
3753,1,2538436,1258139,655048,160574,38,0,0.8052052523679936
3754,0,320869,275444,15693,839,6,0,0.95
3755,1,26604445,805177,641055,118355,28,0,0.95
3756,1,1237452,299770,195027,36934,31,0,0.8722431253899141
3757,1,1386078,377101,311031,51236,24,0,0.8125682681638406
3758,1,4226471,1011576,722639,37532,3,0,0.8379009343729082
3759,1,3002498,944290,674657,115548,30,0,0.813785388033564
3760,0,1249280,461056,80715,5892,21,0,0.9401071016905738
3761,1,1369737,542339,420223,27572,14,0,0.713338399999416
3762,0,267226,147418,24665,4666,8,0,0.9251607253785186
3763,1,689370,3412790,2172289,412836,37,0,0.05
3764,1,2017178,1553781,744711,169780,13,0,0.7149825151771435
3765,1,1874575,1493440,1326904,67242,3,0,0.3280279530026806
3766,1,4078197,126179,68775,8648,3,0,0.95
3767,1,1066080,378874,229066,12015,9,0,0.7964027089899445
3768,1,300352,504841,221465,27225,31,0,0.3532921372256552
3769,1,3459831,87188,39707,5889,36,1,0.95
3770,1,5056015,1941448,986804,153887,9,1,0.8352621580434394
3771,1,2952741,3610197,2434114,294981,33,0,0.2755433002759131
3772,0,1021074,7047112,1271327,247985,3,1,0.05
3773,1,3417384,230851,162316,21607,39,0,0.95
3774,0,37091948,829896,102102,15665,28,0,0.95
3775,0,1349375,3125485,854854,179534,31,1,0.49953126447429363
3776,0,323923,551843,116020,9845,37,0,0.6722214847355699
3777,0,669117,390941,104933,11981,39,0,0.861082590937011
3778,1,2247830,93655,50094,7728,12,0,0.95
3779,0,241637,2535457,844123,171798,7,1,0.05
3780,0,1424602,714124,109645,14809,32,0,0.9334298281204154
3781,1,1759141,327002,135120,8722,6,0,0.9281478858147243
3782,1,5582357,996737,838913,207854,9,0,0.8869547397273231
3783,1,4457928,863117,448694,85961,22,0,0.9186319294524272
3784,0,2855006,877721,97064,18883,30,0,0.95
3785,0,138319,574463,154810,22141,9,0,0.05
3786,1,3020863,4345250,2940120,468678,13,1,0.18187551040878058
3787,1,2435136,629684,264150,65723,16,0,0.9185150233908908
3788,1,1553380,4330762,3397064,574182,10,0,0.05
3789,1,213155,1356649,1190745,111675,26,0,0.05
3790,0,553062,1073341,175794,42696,33,0,0.7593434370830033
3791,1,374436,643963,340725,53682,4,0,0.2333990321443451
3792,1,160330,2129403,1328742,71931,10,1,0.05
3793,1,1199103,825951,586414,96564,29,0,0.5914863026779185
3794,0,541543,261621,55517,3558,26,1,0.9040537870492279
3795,1,16606513,252195,202173,31441,8,0,0.95
3796,0,1015841,1160931,340708,73274,13,0,0.7367363593318246
3797,1,4385232,268843,108273,17082,18,0,0.95
3798,1,250421,681155,451009,56236,31,0,0.05
3799,1,707795,2333554,1067775,241874,32,0,0.05
3800,1,1324966,1019035,763378,179789,9,0,0.5595441694352912
3801,1,484971,329605,159441,19052,18,0,0.7105208352664386
3802,0,788430,3440014,728268,109087,38,1,0.21466585492687995
3803,0,967092,1332627,174235,42963,33,0,0.8642611044243981
3804,0,951782,2234598,371445,31803,13,0,0.6431514779644918
3805,1,7687595,60215,29703,3256,21,0,0.95
3806,0,1755433,1049619,381706,51791,16,0,0.812060614104896
3807,1,1942547,1842020,1318234,92510,17,0,0.36901192094708646
3808,1,2062964,4734172,2498366,260850,10,0,0.05
3809,1,2219131,145772,86437,13738,14,0,0.95
3810,1,1106943,2748940,1758564,168293,26,0,0.05
3811,0,872618,4451796,540843,101276,15,0,0.4962664075231086
3812,1,1420921,79299,63257,7561,20,0,0.95
3813,1,3823986,1234837,1073952,72984,37,0,0.7382396274463348
3814,1,3708871,1438890,886279,179831,31,1,0.8095247853052856
3815,1,945625,509044,437153,71467,22,0,0.6132864507600793
3816,1,2591749,425447,357946,76949,36,0,0.8915801645915558
3817,1,989955,1520636,734503,89631,5,0,0.34858453162012415
3818,0,1244034,370837,47932,2582,37,0,0.95
3819,0,748986,574368,85442,5069,33,0,0.8926909181213
3820,1,1002848,1782769,1181848,247112,9,0,0.06791856791856787
3821,1,4598910,5022545,2865687,378638,11,0,0.45920902996579627
3822,1,1319048,1318206,733529,179917,19,0,0.5802942728391991
3823,0,1376813,844781,190001,41051,9,0,0.8918153736200922
3824,1,282881,413313,308017,16394,7,1,0.05
3825,1,882713,239986,106121,23770,26,0,0.9067069364561301
3826,1,944758,2471994,1867074,172841,17,0,0.05
3827,1,524844,616125,531789,78307,4,0,0.1359680209738513
3828,1,1228943,2586389,2021918,305763,17,0,0.05
3829,0,782944,507622,158407,9812,23,0,0.8102099256140924
3830,1,1302760,357104,158461,11905,39,0,0.8875034542049188
3831,1,1357972,1158780,747633,100638,16,0,0.5235579231383268
3832,0,462427,670521,138093,24652,4,0,0.7546834419270501
3833,0,807176,193671,70437,7246,27,0,0.9217134800836496
3834,1,1299349,5384877,3669076,569734,29,0,0.05
3835,1,3930587,365974,172553,21711,21,0,0.95
3836,1,1554584,2023523,1531641,269680,32,1,0.18823235026219232
3837,0,620365,1841410,405066,54638,12,1,0.4351260951214204
3838,1,1792290,182515,158338,34886,33,0,0.9311205217905585
3839,0,6632874,242164,21849,5391,15,0,0.95
3840,0,3007760,523524,74179,17254,15,0,0.95
3841,1,2079268,281472,199730,16721,29,0,0.9119839289596147
3842,1,2484520,4872423,4246931,600666,21,0,0.05
3843,1,5075593,585257,417910,59244,21,0,0.9293351535475756
3844,1,3525831,1941019,1026402,223851,39,0,0.7723796177411792
3845,1,2119647,1283371,921557,111911,17,0,0.618027907477047
3846,0,3501290,975226,112013,17913,30,0,0.95
3847,0,407725,762496,189500,32566,38,1,0.6150984119197989
3848,1,267730,2844346,1852663,133955,30,0,0.05
3849,0,1407180,294312,101183,16350,35,0,0.9397141801333163
3850,1,1288102,4871774,3558803,353632,24,1,0.05
3851,1,698080,177026,75827,6924,11,0,0.9012964130185652
3852,1,2746540,1723147,1314167,131499,38,0,0.5693971323920277
3853,1,186677,155487,93879,6559,8,1,0.5322401795614886
3854,0,704488,515413,77281,4941,4,0,0.8973154972121598
3855,0,740473,808261,203893,36572,28,0,0.7740349749416927
3856,1,234145,427040,266630,63510,7,0,0.13250336330051893
3857,1,5361374,597293,528244,99098,25,0,0.9199559665115696
3858,1,308907,158630,88104,9900,8,0,0.7468364264972953
3859,1,667743,246176,182495,21353,3,0,0.7586766166024953
3860,0,2981627,1261852,408701,64688,37,1,0.8846223890513468
3861,0,2294545,753616,221823,49524,35,0,0.924909295742729
3862,1,397053,341266,284023,25702,28,0,0.3494042357065681
3863,1,2379710,3130507,2651201,380983,27,0,0.05
3864,1,1606847,190627,127015,19025,15,0,0.9327938503168005
3865,1,12397873,490044,279269,65975,19,0,0.95
3866,1,1801158,418226,261605,41132,18,0,0.8775937480221058
3867,1,1044196,1434807,1197794,246951,32,0,0.08940179812985305
3868,0,510679,769102,275075,18584,4,0,0.497745158896293
3869,0,571349,647593,191926,22145,6,0,0.7028418707304992
3870,1,526618,95928,76044,13101,15,0,0.8804769301467098
3871,1,4737872,1888961,1638928,304066,19,0,0.7182570571767241
3872,1,1224410,574003,256271,58184,25,0,0.8382184072328713
3873,1,2116442,828379,664265,111652,31,0,0.7388952780184858
3874,0,5467038,320161,101238,10925,11,1,0.95
3875,1,113724,269301,138793,21904,17,0,0.05
3876,1,4320465,3795081,2952226,567730,4,0,0.4480927400175676
3877,1,1271104,103718,79236,16391,31,1,0.95
3878,0,1858069,228749,57885,13829,36,0,0.95
3879,1,525232,3717423,2420509,213369,19,0,0.05
3880,1,565166,1475962,1149989,209515,16,0,0.05
3881,1,1960766,509910,252799,22767,17,0,0.882682584255337
3882,0,13053903,2874116,335612,38116,28,0,0.95
3883,0,3279866,1192480,82233,6459,36,0,0.95
3884,1,4263167,942155,521405,106678,5,0,0.9027185657986188
3885,0,992516,934828,234602,54615,20,0,0.8186558201580629
3886,0,659868,1216832,135910,7609,39,0,0.8055656585862627
3887,0,550837,1272204,442810,94186,38,0,0.36710133850848803
3888,1,738020,8166658,4831193,475153,9,0,0.05
3889,1,154386,588668,316456,46643,25,0,0.05
3890,1,582497,608984,470759,93984,39,0,0.35317263436549884
3891,0,686695,187103,48370,7321,28,0,0.9402223694653375
3892,1,1009173,688942,308277,29671,17,0,0.7239264229225316
3893,0,1371958,5661365,2238146,517533,26,1,0.05
3894,1,1727957,2154207,1663783,280707,22,0,0.19958887865843888
3895,0,1184788,401099,103639,24484,39,0,0.9331905792428687
3896,0,672365,753922,197757,43373,26,0,0.770386620362452
3897,1,168828,175241,85686,19306,16,1,0.6068187741369915
3898,0,676502,251190,77156,9439,34,0,0.899901256759034
3899,1,454771,859739,347273,85937,37,0,0.4253459433429132
3900,0,1916606,423411,40351,8896,25,0,0.95
3901,1,2985528,231177,151125,17760,35,0,0.95
3902,1,3074248,1250213,1064295,244024,4,0,0.7331799516499644
3903,0,2563676,666319,231641,46573,15,0,0.9278114707162683
3904,1,1052284,130052,85746,16722,32,0,0.9344055407095423
3905,0,713576,74409,7277,372,36,0,0.95
3906,1,569718,389643,165124,9001,13,0,0.725964424504755
3907,1,266332,127122,54311,10262,39,0,0.8346086838982923
3908,1,3242495,93358,47223,4993,14,0,0.95
3909,1,1009826,2525289,1194997,73735,20,0,0.05
3910,1,345815,655083,264143,28313,22,0,0.3180457759206512
3911,1,526237,544710,387558,84325,15,0,0.42377103852446707
3912,1,505360,592883,473102,68184,8,0,0.19875336393857845
3913,1,1255474,208643,183304,31732,12,0,0.8792710960163252
3914,0,3497181,1146327,454457,95481,35,0,0.8973527535463564
3915,0,849166,631737,180453,20693,6,0,0.811862462698695
3916,1,126432,317061,263779,13776,6,0,0.05
3917,0,995320,373849,58822,6744,39,0,0.9476771289635494
3918,1,1028699,189055,134686,32504,14,0,0.9006687087282091
3919,0,960375,466555,60430,8850,7,0,0.9462918130938436
3920,0,642125,560401,175679,28804,27,0,0.7712672766205957
3921,0,1494704,453381,60940,12315,27,0,0.95
3922,1,1284835,775040,326929,23861,35,0,0.7641191281370759
3923,0,1173110,669065,239690,47167,17,0,0.8358866602449898
3924,1,1816898,940197,641054,70228,22,0,0.6858238602277068
3925,0,782435,2058332,324253,41385,14,1,0.6384773176046572
3926,1,739266,1400480,1029979,107012,16,0,0.05
3927,1,4780823,2084519,1632925,131791,24,0,0.6860092917056331
3928,0,2104009,287073,17191,2102,26,0,0.95
3929,0,2749545,416867,80761,5566,14,1,0.95
3930,1,4098389,1496974,617941,135301,22,0,0.8822366544512978
3931,0,2034873,1526709,90691,10083,30,0,0.95
3932,1,3043104,345765,286307,51742,13,0,0.9229191641166388
3933,1,247868,1429367,720273,78754,24,0,0.05
3934,1,1474978,258361,157745,14534,35,0,0.9029063484336716
3935,1,1001772,1238190,654024,126050,16,0,0.4729599150305659
3936,1,6437714,708619,288182,50374,15,0,0.95
3937,1,3040843,159073,135094,12647,27,0,0.95
3938,1,640212,452489,211550,36475,18,0,0.7265358974839584
3939,1,1745923,8044463,6301900,321399,32,0,0.05
3940,1,1422151,911692,522674,44627,3,1,0.663856369682263
3941,0,1894246,9161266,2459426,480942,30,0,0.05
3942,0,434155,148996,56943,7518,33,1,0.8861581693174096
3943,1,1723756,1665799,1213700,110113,38,0,0.3597777179600825
3944,1,957277,44901,33382,5046,4,0,0.95
3945,1,1595104,729227,568670,81344,39,0,0.694486378317652
3946,1,582809,1460572,833207,147300,4,0,0.05
3947,0,669935,1833393,176962,11415,35,0,0.752890952107294
3948,1,3889697,302792,162027,34652,38,0,0.95
3949,1,420185,2287567,1869561,115268,32,0,0.05
3950,1,452365,405515,283720,39939,36,0,0.4610966807776906
3951,1,1142145,608950,317691,61026,20,1,0.7752780951630485
3952,0,555769,452863,101170,12035,38,0,0.839618618526762
3953,0,496317,208975,59899,13897,26,0,0.9073132695434571
3954,1,1335846,4100795,2655327,533843,3,0,0.05
3955,1,266981,768979,320851,43382,26,1,0.05
3956,0,438904,2412201,341624,29641,23,0,0.28917713212912166
3957,0,9380049,2301754,287567,16876,31,0,0.95
3958,1,1904014,251516,171357,36042,15,0,0.9289317200398737
3959,1,570025,2779384,1726710,153426,12,0,0.05
3960,1,1827053,1269020,735755,76470,15,1,0.6391538723835597
3961,1,2120856,232119,123957,6455,13,0,0.9445968986107496
3962,1,3250808,1195094,821345,44061,8,0,0.7608951374550573
3963,1,1059008,236744,109860,10555,12,0,0.9062282815616124
3964,1,3193083,4269913,3670360,824266,15,0,0.10866895724289038
3965,1,156616,1785422,871249,179620,37,0,0.05
3966,0,418190,674506,35131,7165,24,0,0.9331260910112629
3967,1,1416743,2932259,1622840,349571,19,0,0.10127030802340298
3968,1,1672171,128003,65670,5734,5,0,0.95
3969,1,483215,319887,217182,53386,32,0,0.6610287346212349
3970,1,1558789,552571,432421,41702,36,0,0.74934452321642
3971,0,644454,8531307,2487027,198927,29,0,0.05
3972,1,911676,224688,116136,12650,6,0,0.8864881822050816
3973,1,3351014,111520,63036,9839,35,0,0.95
3974,0,2984484,148921,25021,1873,33,1,0.95
3975,1,443715,1976498,1505344,297642,21,0,0.05
3976,0,417795,379415,25560,3177,13,0,0.946425878720425
3977,1,797172,612316,327253,53565,39,1,0.656676350900433
3978,1,1170865,1688102,1343732,264509,17,0,0.07826863045696986
3979,1,622875,612991,355049,81795,22,0,0.5613020268914308
3980,1,3404615,913064,548473,117301,39,1,0.8733566056661326
3981,0,1702128,1314197,186391,29355,10,0,0.9077413684517264
3982,0,1805025,454183,61574,15284,4,0,0.95
3983,1,338900,607465,370673,57805,29,0,0.07681321923871354
3984,1,3864298,951838,388797,61116,16,0,0.9152029683010989
3985,0,71670,1895507,557228,45524,26,0,0.05
3986,0,2769162,305099,51462,4103,37,0,0.95
3987,1,3061182,26301,23154,1938,30,0,0.95
3988,1,780428,1540382,676699,113931,36,0,0.2788982455780674
3989,1,4294777,2023800,1094158,145560,19,0,0.7791275309521309
3990,0,1129067,908942,91750,11668,35,0,0.9290724111146637
3991,1,1280078,979818,475401,35898,25,1,0.6566592035797818
3992,1,1688800,392094,179741,22686,10,0,0.907002013263856
3993,0,29109493,1264518,495646,62252,35,0,0.95
3994,1,4613207,1864462,1287159,224175,21,0,0.7695780830992409
3995,1,2424488,776184,628789,80284,14,0,0.7737646051454987
3996,1,482721,11300676,10158196,1358683,6,0,0.05
3997,1,1388299,130598,102798,10743,33,0,0.9336922377672245
3998,1,533319,872622,445622,34001,23,0,0.22818988260309492
3999,1,2736282,200428,155129,17064,14,0,0.9495428468264602
4000,1,1383970,1919989,1283660,75162,9,0,0.12678887548140494
4001,1,390615,128075,80098,7268,20,1,0.8135504268909284
4002,0,1304231,168162,53995,6208,13,0,0.95
4003,0,514310,363485,89116,7051,35,0,0.8404367016002022
4004,1,1398927,977169,723932,132475,24,0,0.577206673400399
4005,1,509366,378882,153779,16324,10,0,0.7301449252600292
4006,1,1236119,383085,318931,55208,33,0,0.7866524177688394
4007,1,2547109,597805,476241,85140,29,0,0.846452978651483
4008,1,1140466,558793,307040,42819,30,0,0.7683218964879268
4009,0,813508,3745981,225914,31587,25,0,0.7611246601139755
4010,1,1473684,1551142,661933,110074,29,0,0.6255241965034566
4011,1,2414934,510407,217141,22255,12,0,0.9192996578788488
4012,1,397446,7324336,5378239,291764,25,0,0.05
4013,0,1560717,1252719,137729,24654,35,0,0.927549325085842
4014,1,4490797,251234,216506,37175,28,0,0.95
4015,1,2134316,967204,794270,115388,15,0,0.6819205778338353
4016,1,1274104,1314627,755177,170030,33,0,0.540738432655419
4017,0,2280117,342358,68704,10424,29,0,0.95
4018,0,1890773,229174,19501,2158,15,0,0.95
4019,1,2555097,802193,357936,68976,36,0,0.8869084030860668
4020,1,158906,490782,204025,49472,9,0,0.05
4021,1,254369,3711848,2323863,458674,14,0,0.05
4022,1,3284842,1648327,1436550,332948,7,0,0.6640319382180331
4023,0,266924,360463,106999,7762,8,0,0.628220017682936
4024,0,1796837,1165349,401941,29822,28,0,0.7929033073116816
4025,0,845725,2939767,570680,46180,21,0,0.37982204617340154
4026,0,444102,157442,25427,4845,17,0,0.95
4027,1,1705979,236793,155699,19920,11,0,0.9204099229826392
4028,1,1470383,720509,353107,51391,15,1,0.7948044829136354
4029,0,9922769,758548,188793,19329,37,0,0.95
4030,1,643829,688714,592516,116856,36,0,0.26120134383508664
4031,0,5076385,518214,92969,20366,36,0,0.95
4032,1,1710716,509575,267894,21978,31,1,0.8562496638834266
4033,1,620932,1113127,592984,52506,29,0,0.1295697435467974
4034,0,2674428,2539142,908869,107137,14,0,0.7002230009557184
4035,1,2117482,429747,220351,23364,4,0,0.9069711100259648
4036,0,1246491,10662455,3335860,521419,38,1,0.05
4037,0,1569543,6304413,694550,139268,20,0,0.646214216494865
4038,0,661994,3147695,770635,160796,8,0,0.07878470197615084
4039,0,526608,1446607,541242,49626,32,0,0.06644790812141099
4040,1,2570066,6641091,3056800,260183,23,0,0.05
4041,0,961318,530127,90678,11129,24,0,0.9172500670953836
4042,1,1110051,291890,132792,10562,13,0,0.8898879420855438
4043,1,1590917,408983,350558,23963,9,0,0.7947127348566896
4044,1,1567963,242016,115863,11414,9,0,0.9333855454497332
4045,1,287987,833993,572384,73716,33,0,0.05
4046,1,4352461,1014405,521192,87335,8,0,0.9003191527735688
4047,1,1357536,909748,373285,72662,28,0,0.7785524656436367
4048,1,982000,719509,318246,30094,38,0,0.7065661914460285
4049,0,1850277,844474,322588,68947,11,0,0.8629172821150563
4050,1,1523532,4925597,2419370,137260,38,0,0.05
4051,0,2589726,1442743,356161,49438,5,0,0.8815616014976102
4052,0,2059520,2012241,143357,25319,33,0,0.9426866454319454
4053,0,2465354,899747,334271,36185,32,0,0.8790899805869664
4054,1,4643569,123358,78293,14620,33,0,0.95
4055,0,2909886,99183,17613,3934,32,1,0.95
4056,1,1024293,7210803,4449722,302017,11,0,0.05
4057,0,391248,406360,129829,19800,8,0,0.7187742812742812
4058,1,6374383,370116,247263,13291,27,0,0.95
4059,0,948158,955728,282145,29883,32,0,0.7339451863507981
4060,0,749298,1336337,494848,38295,28,0,0.39069235471067587
4061,1,211773,1535779,1332381,232973,5,1,0.05
4062,1,1687018,5136386,4202321,419125,24,0,0.05
4063,0,1395672,3801134,488928,52060,11,1,0.6869837612275664
4064,1,264311,298932,151874,13839,37,0,0.4777553715131039
4065,0,1892244,2117206,273808,27041,9,0,0.8695902853965979
4066,1,730736,478064,283477,26936,39,1,0.6489279301964047
4067,1,17721958,627024,492278,93323,11,0,0.95
4068,0,680537,218952,53471,12895,29,0,0.9403764967959126
4069,0,778252,113280,37360,5531,30,0,0.95
4070,0,501432,704527,233107,39646,35,0,0.6141829799454362
4071,1,4316159,254847,191118,40826,8,0,0.95
4072,0,828377,2024017,235141,34147,19,0,0.7573640987135084
4073,1,582500,535423,344876,38075,25,0,0.47330300429184546
4074,1,2438649,1024227,569639,136824,27,0,0.8225185338275414
4075,0,302442,3283033,394731,91274,21,0,0.05
4076,1,2247008,142368,100379,9442,31,0,0.95
4077,1,7141259,328706,226101,43098,33,0,0.95
4078,1,2119324,889995,694731,124654,8,0,0.7310099824283592
4079,0,2275927,1028670,171129,30790,39,0,0.9383376531848341
4080,1,2870682,2455515,1252774,270750,36,0,0.6579126493286265
4081,0,6647211,1893369,735212,135882,26,0,0.9098373739001214
4082,1,4032487,811489,473660,72754,12,0,0.9005809566156072
4083,1,1866675,1018401,727548,159488,13,0,0.6956835014129401
4084,0,2969462,1049876,125071,12878,26,0,0.95
4085,1,495868,144830,76483,14213,4,0,0.8744222252696282
4086,1,2613742,614145,430196,81868,31,0,0.8667320646031629
4087,1,439962,958687,613712,137510,18,0,0.05
4088,1,833157,1207914,960640,239834,25,0,0.13484973420375757
4089,0,55129,263866,62182,10043,37,0,0.0542364272887228
4090,1,1796641,180651,141777,20824,24,0,0.9326782590400642
4091,0,631673,563551,119244,20287,37,0,0.8433414124080022
4092,1,3653313,6350872,4776987,868148,8,0,0.05
4093,1,1776565,296211,208207,40100,25,0,0.905375260685649
4094,0,3700934,2653316,996210,105841,25,0,0.7594204598082538
4095,1,406932,4169111,2456322,362077,32,0,0.05
4096,1,3396941,766824,433869,53879,39,0,0.8881375920276507
4097,1,9878352,345299,139789,8073,22,0,0.95
4098,1,2582215,1282217,621592,106854,13,0,0.80066028583987
4099,1,2650738,903913,388220,87335,26,1,0.8864901020017821
4100,1,1424879,283505,233658,54744,20,0,0.874435653834466
4101,1,711642,353386,293326,45021,29,0,0.6510815831555754
4102,1,2574568,1201327,988808,200902,9,1,0.6939657449327421
4103,1,266709,2036583,1647513,317117,23,0,0.05
4104,1,791943,511411,261159,25013,17,0,0.7018143982584606
4105,1,204626,676003,436625,27324,10,0,0.05
4106,0,595016,1521949,507613,101304,30,1,0.31714609355042556
4107,0,2285385,603357,162126,17272,23,0,0.9366172439217024
4108,1,1993481,524783,210390,33636,10,0,0.9113339931506746
4109,0,1265418,317783,57281,8867,30,0,0.95
4110,1,1426024,311778,126374,26990,36,0,0.9303069233056386
4111,1,182432,13739301,7423763,1328327,17,0,0.05
4112,1,828554,587821,363203,79697,39,0,0.6578303888461102
4113,1,608436,3274134,2771389,555517,29,0,0.05
4114,1,622152,4650069,3381493,845259,28,0,0.05
4115,1,2190364,596037,346441,77178,14,0,0.8770692907662836
4116,1,508638,1093914,705932,65097,36,0,0.05
4117,0,656921,816454,297044,71967,33,0,0.6573758488463606
4118,1,149183,123821,68080,8035,5,0,0.5975077589269555
4119,1,896162,132300,93604,16059,28,0,0.9134698860250714
4120,0,405210,769682,304055,72447,8,0,0.4284247674045557
4121,1,1301727,457071,292517,27155,22,0,0.7961461965527334
4122,1,464581,5842903,2409199,533540,19,0,0.05
4123,0,1335134,562288,109555,26362,3,0,0.9376894004646724
4124,0,1040606,6237075,391184,86353,15,0,0.7070639608074526
4125,0,6401492,431908,147740,31591,20,0,0.95
4126,0,1977250,5976947,2274477,234095,23,0,0.05
4127,0,191063,1273229,257235,33805,14,0,0.05
4128,0,339459,1355418,306694,61972,14,0,0.2790823044903803
4129,1,1270864,415425,182880,13466,28,0,0.86669383978144
4130,1,474564,1375886,580256,132109,30,0,0.055665832216518774
4131,1,61798,4694887,3753538,345518,27,0,0.05
4132,1,4636852,621996,470280,76637,23,0,0.9151055500585311
4133,0,2471223,502154,162023,11505,13,0,0.939091696702402
4134,1,2024790,556020,410492,35728,11,0,0.8149121637305597
4135,1,655187,4334525,3361450,561698,37,0,0.05
4136,1,1844422,1868948,1101780,194936,38,0,0.5083316074087166
4137,0,594597,3585641,367166,38167,31,0,0.44668573840769465
4138,1,1476016,1029913,826707,61027,19,0,0.4812522357481219
4139,0,478981,761656,41468,6631,39,0,0.9272685137823838
4140,1,5478207,1162796,710946,155076,10,0,0.8985306688849107
4141,1,250136,2367095,1823242,164618,7,0,0.05
4142,1,4123792,555803,370341,69740,25,0,0.9271056833128344
4143,1,1250327,3287193,2435247,309705,12,0,0.05
4144,0,737139,1090790,264093,63017,17,0,0.7272210532884571
4145,0,1421186,51693,19849,1320,18,0,0.95
4146,1,2503869,1927708,799175,46347,29,0,0.699334110530543
4147,1,4717298,179955,156811,11739,34,1,0.95
4148,1,1644822,1876821,1637094,338041,37,0,0.2102166678218068
4149,0,493512,1966311,208669,48944,39,0,0.676350321775357
4150,0,1271401,1048511,190394,40838,26,0,0.8823691345216812
4151,1,7398539,1326492,542627,105034,33,0,0.9408541334985191
4152,1,4628197,2443050,1259706,77493,37,0,0.7445629475149826
4153,0,2983964,422865,159592,14804,18,0,0.95
4154,1,2664926,1745885,908944,215488,38,0,0.7397841441000613
4155,1,2420416,2621679,2093914,365510,14,0,0.2859062243845686
4156,1,3831453,5056023,3916978,562732,18,0,0.12454987703098541
4157,1,761748,216131,95207,17181,7,0,0.8975697999863472
4158,0,310181,1143229,94643,8112,7,0,0.7210306240549873
4159,0,1288518,253308,50220,11478,22,0,0.95
4160,1,530947,241756,112678,20424,38,0,0.8262463108370515
4161,1,418729,1082658,833395,120216,34,0,0.05
4162,1,585207,794288,351887,49783,13,0,0.4837655735491886
4163,1,14437130,2570218,1255745,269326,13,0,0.9316748550439041
4164,1,1377973,498423,236558,26393,30,0,0.847482497842846
4165,1,1727019,629413,547285,42374,14,0,0.7076401591412718
4166,1,354207,920483,689513,60079,33,0,0.05
4167,1,190279,282656,171188,11337,32,0,0.15991254946683553
4168,1,530167,329266,267068,40480,22,0,0.5726101398238668
4169,1,5066676,2489789,1264762,234552,29,0,0.7966694535036383
