cust_id,age,income_monthly,sector,employment_type,loan_type,loan_amt,ltv_ratio,loan_tenure_months,interest_rate,bureau_score,dpd_12m_max,dpd_30_plus_count,utilization_ratio,installment_to_income,region,flood_risk_index,heatwave_days,storm_severity_index,drought_severity_index,sea_level_rise_mm,co2_intensity_sector,carbon_tax_exposure,energy_price_shock,ev_transition_risk,climate_hazard_score,transition_risk_score,climate_total_score,climate_pd_uplift,default_flag
3434,53.0,18690,Manufacturing,Salaried,Mortgage,1010770,0.545,136,0.0677,686,1,0,0.514,0.9,Coastal_High,63.03,24.6,13.25,3.34,9.06,0.882,4.88,2.41,2.97,2.486,9.053,5.113,1.224,0
3435,40.0,26970,Construction,Contract,Auto,104300,0.531,49,0.0818,686,0,0,0.392,0.9,Inland_Normal,23.22,31.1,4.66,4.64,1.48,0.782,4.35,11.25,6.33,1.247,13.002,5.949,1.541,0
3436,25.0,10730,Services,Self-Employed,Mortgage,590090,0.955,300,0.0746,586,4,4,0.401,0.9,Coastal_High,61.85,27.2,7.71,3.29,10.16,0.362,2.29,7.71,2.57,2.412,6.77,4.155,0.86,1
3437,28.0,20050,Manufacturing,Contract,Mortgage,577170,0.731,171,0.0607,699,0,0,0.567,0.9,Inland_Normal,20.31,24.9,4.53,4.0,1.53,0.628,3.03,6.55,2.65,1.07,7.856,3.784,0.72,0
3438,49.0,8000,Construction,Contract,Auto,107480,0.682,46,0.0833,844,0,0,0.105,0.9,Coastal_Low,32.99,43.9,6.39,2.77,9.34,0.754,3.6,9.2,7.69,1.886,12.513,6.137,1.613,0
3439,35.0,17260,Manufacturing,Salaried,SME,558320,0.645,79,0.0621,617,3,3,0.95,0.9,Inland_Hot,23.82,66.4,6.55,3.66,1.42,0.729,3.47,9.53,1.0,1.813,8.422,4.456,0.975,0
3440,42.0,8190,Services,Contract,SME,721930,0.761,83,0.0622,780,3,2,0.68,0.9,Inland_Normal,20.4,31.9,3.95,3.08,1.05,0.604,2.65,9.21,2.79,1.14,8.371,4.033,0.814,0
3441,49.0,9190,Transport,Salaried,Mortgage,652690,0.724,255,0.077,564,0,0,0.287,0.9,Inland_Normal,13.15,25.7,3.77,4.99,0.09,0.788,3.11,12.3,1.76,0.867,9.595,4.358,0.937,0
3442,41.0,20270,Services,Salaried,Auto,88450,0.684,47,0.0589,753,0,0,0.432,0.9,Coastal_Low,43.75,38.2,8.46,0.0,6.72,0.37,2.19,10.64,7.37,2.004,10.477,5.394,1.331,0
3443,33.0,15950,Transport,Self-Employed,Mortgage,1007260,0.767,300,0.0611,787,0,0,0.452,0.9,Coastal_Low,33.04,25.6,5.76,4.88,10.08,0.875,4.4,11.86,1.65,1.65,10.696,5.268,1.283,0
3444,40.0,13210,Services,Salaried,SME,144900,0.789,65,0.0734,578,6,5,0.734,0.9,Coastal_Low,39.21,36.2,5.94,4.56,7.01,0.56,2.76,6.06,1.04,1.885,6.333,3.664,0.7,1
3445,41.0,8590,Transport,Salaried,SME,264950,0.457,83,0.0594,710,1,1,0.47,0.9,Coastal_High,70.09,24.9,17.33,4.15,7.05,0.435,2.88,12.14,4.12,2.71,9.723,5.515,1.377,0
3446,37.0,17390,Services,Contract,Auto,129120,0.723,89,0.0845,553,1,1,0.629,0.9,Inland_Normal,22.75,46.7,2.64,2.18,1.53,0.529,2.94,8.76,8.78,1.393,11.837,5.57,1.398,0
3447,29.0,15530,Services,Salaried,SME,245880,0.767,75,0.0807,665,0,0,0.235,0.9,Inland_Normal,12.98,30.2,3.91,2.71,1.07,0.328,2.12,7.38,1.0,0.923,5.492,2.75,0.7,0
3448,37.0,20030,Construction,Contract,Auto,199750,0.691,71,0.0532,586,2,1,0.825,0.9,Coastal_High,69.02,42.3,9.72,4.25,9.7,0.763,4.44,5.35,9.19,2.86,12.959,6.9,1.902,1
3449,39.0,8000,Services,Salaried,Auto,107500,0.54,52,0.0491,731,1,0,0.14,0.9,Inland_Hot,24.75,62.0,4.36,7.39,0.22,0.43,1.98,6.6,8.28,1.752,9.827,4.982,1.174,0
3450,28.0,19220,Manufacturing,Salaried,Mortgage,845960,0.677,225,0.0572,703,0,0,0.242,0.9,Coastal_High,71.52,37.3,13.25,5.76,17.44,0.884,4.81,9.26,1.0,3.135,9.88,5.833,1.497,0
3451,33.0,12080,Manufacturing,Salaried,Auto,135020,0.707,61,0.0972,674,1,0,0.34,0.9,Coastal_Low,37.74,51.1,9.58,3.93,5.17,0.661,3.13,3.78,6.22,2.09,9.355,4.996,1.18,0
3452,34.0,16850,Transport,Self-Employed,Auto,100640,0.747,80,0.074,618,1,1,0.096,0.9,Coastal_High,61.02,48.6,7.11,3.53,8.98,0.927,5.0,7.52,8.98,2.675,14.423,7.374,2.0,1
3453,25.0,14630,Manufacturing,Salaried,Auto,188070,0.827,61,0.0508,596,0,0,0.185,0.9,Coastal_Low,63.7,24.1,12.79,3.39,4.9,0.638,3.77,8.18,9.87,2.383,13.302,6.75,1.846,0
3454,41.0,10670,Transport,Contract,Mortgage,741560,0.837,253,0.0881,561,3,3,0.221,0.9,Coastal_High,39.75,51.4,7.38,1.27,16.62,0.946,4.41,14.33,2.55,2.347,12.196,6.287,1.67,0
3455,42.0,12720,Services,Self-Employed,SME,556820,0.69,86,0.0946,695,0,0,0.183,0.9,Coastal_High,49.33,53.3,6.15,1.22,10.3,0.338,2.04,3.83,1.54,2.432,4.718,3.346,0.7,0
3456,36.0,10560,Construction,Self-Employed,Mortgage,1313160,0.763,187,0.0712,697,0,0,0.078,0.9,Coastal_High,75.58,30.9,12.51,5.07,11.91,0.721,3.34,7.87,1.88,2.977,8.327,5.117,1.226,0
3457,29.0,12160,Services,Salaried,Auto,97090,0.706,35,0.0362,679,1,1,0.371,0.9,Inland_Normal,10.49,40.4,5.52,3.52,1.25,0.345,1.22,6.22,3.74,1.063,6.124,3.087,0.7,0
3458,43.0,10430,Services,Salaried,Auto,103690,0.828,76,0.0665,715,0,0,0.764,0.9,Inland_Normal,28.26,44.4,3.14,6.29,0.89,0.469,2.45,3.24,9.75,1.553,10.19,5.008,1.184,0
3459,44.0,17610,Manufacturing,Contract,Auto,56310,0.812,60,0.0712,762,0,0,0.267,0.9,Inland_Hot,26.71,62.8,2.73,7.8,1.33,1.04,3.98,11.57,8.91,1.815,15.12,7.137,1.993,0
3460,41.0,10630,Services,Salaried,Auto,50000,0.801,54,0.0938,595,0,0,0.316,0.9,Coastal_Low,32.51,33.7,13.0,2.04,3.36,0.323,1.94,3.0,9.25,1.693,8.971,4.604,1.031,0
3461,40.0,18750,Services,Salaried,Mortgage,1030550,0.698,300,0.0722,710,0,0,0.514,0.9,Inland_Normal,8.77,31.9,1.97,4.54,1.53,0.407,2.45,9.53,2.5,0.843,7.543,3.523,0.7,0
3462,45.0,40000,Manufacturing,Salaried,Mortgage,402110,0.867,287,0.0701,761,0,0,0.624,0.9,Inland_Hot,33.91,58.2,3.92,5.71,2.46,0.724,3.76,8.41,1.0,1.946,8.302,4.488,0.987,0
3463,39.0,13540,Manufacturing,Contract,Auto,111350,0.789,43,0.0738,766,0,0,0.795,0.9,Inland_Normal,3.63,35.0,6.66,2.15,0.61,0.778,3.68,5.92,9.05,0.797,12.483,5.471,1.36,0
3464,33.0,8000,Manufacturing,Salaried,Auto,97730,0.673,116,0.0896,548,6,6,0.978,0.9,Coastal_Low,49.88,44.8,8.78,3.99,1.79,0.809,3.78,5.43,7.47,2.199,11.562,5.944,1.539,0
3465,39.0,34800,Manufacturing,Salaried,Mortgage,681660,0.734,234,0.0596,746,5,5,0.523,0.9,Inland_Normal,16.35,36.4,9.2,3.04,1.35,0.712,3.54,6.88,4.93,1.218,9.993,4.728,1.078,0
3466,37.0,17250,Manufacturing,Self-Employed,Auto,140110,0.638,41,0.074,745,1,0,0.324,0.9,Coastal_Low,31.65,15.9,4.71,1.86,10.24,0.759,3.35,7.49,8.22,1.408,12.134,5.698,1.446,0
3467,39.0,14240,Services,Contract,Auto,141000,0.776,53,0.0694,689,2,1,0.796,0.9,Coastal_High,54.04,30.4,10.4,1.52,14.89,0.328,1.95,6.36,10.0,2.41,10.453,5.627,1.419,0
3468,47.0,12910,Construction,Salaried,Auto,127920,0.759,67,0.0518,642,1,1,0.163,0.9,Inland_Normal,25.59,45.0,0.87,4.02,0.47,0.407,2.44,9.37,7.69,1.404,10.601,5.083,1.212,0
3469,30.0,9850,Transport,Salaried,SME,528460,0.709,34,0.0495,601,2,2,0.498,0.9,Coastal_High,65.45,25.4,8.26,0.82,8.6,0.761,4.88,11.01,1.0,2.409,10.09,5.481,1.364,0
3470,41.0,13100,Construction,Salaried,Mortgage,405510,0.595,167,0.0686,669,0,0,0.395,0.9,Inland_Normal,23.19,29.6,5.12,5.12,1.16,0.596,2.33,5.48,1.0,1.232,5.893,3.097,0.7,0
3471,30.0,10980,Construction,Salaried,Mortgage,780500,0.79,247,0.0627,776,2,1,0.774,0.9,Coastal_Low,37.57,18.8,3.3,4.8,5.82,0.71,2.76,7.19,2.46,1.504,7.97,4.091,0.836,0
3472,33.0,11020,Services,Salaried,Auto,139330,0.753,55,0.0507,771,0,0,0.419,0.9,Inland_Hot,29.5,45.9,3.34,7.27,3.35,0.325,1.79,9.19,8.57,1.686,10.307,5.135,1.232,0
3473,53.0,18960,Transport,Salaried,Auto,144710,0.563,80,0.0681,726,4,3,0.487,0.9,Inland_Normal,19.6,40.3,1.31,2.28,0.83,0.958,5.0,8.39,8.6,1.176,14.548,6.525,1.76,0
3474,44.0,22120,Services,Salaried,Auto,136610,0.799,61,0.0785,720,4,4,0.472,0.9,Inland_Normal,19.82,31.8,5.79,3.46,1.57,0.389,1.8,7.65,7.87,1.18,9.621,4.556,1.013,0
3475,41.0,13700,Construction,Salaried,SME,483640,0.688,83,0.0544,723,0,0,0.259,0.9,Coastal_High,85.0,46.2,5.86,5.21,13.38,0.425,2.17,9.35,4.46,3.348,8.488,5.404,1.334,0
3476,27.0,18340,Transport,Salaried,SME,290930,0.595,70,0.0553,540,1,0,0.454,0.9,Inland_Normal,12.51,29.3,3.62,5.69,0.93,1.064,5.0,5.69,1.0,0.934,9.5,4.36,0.938,0
3477,38.0,34680,Construction,Contract,SME,381900,0.784,63,0.0439,608,0,0,0.12,0.9,Inland_Normal,12.04,37.8,5.82,5.73,0.45,0.666,3.59,8.37,1.0,1.082,7.984,3.843,0.742,0
3478,25.0,10720,Manufacturing,Salaried,Auto,97080,0.616,71,0.0655,722,0,0,0.09,0.9,Inland_Normal,26.13,43.3,5.39,2.95,1.22,0.754,2.96,10.55,8.16,1.485,12.697,5.97,1.549,0
3479,40.0,8000,Construction,Salaried,Auto,87290,0.525,60,0.0779,700,4,4,0.396,0.9,Coastal_Low,63.55,36.1,8.04,0.0,4.04,0.794,4.41,11.73,10.0,2.393,15.428,7.607,2.0,0
3480,30.0,20930,Services,Salaried,Mortgage,1159090,0.741,280,0.0524,717,1,0,0.401,0.9,Coastal_Low,43.38,23.6,7.09,1.58,9.9,0.515,2.18,10.31,1.3,1.851,7.164,3.976,0.793,0
3481,44.0,11180,Manufacturing,Salaried,Mortgage,962200,0.625,262,0.0646,625,1,1,0.529,0.9,Coastal_High,72.02,25.0,9.46,1.98,7.9,0.923,4.46,13.22,2.87,2.592,12.028,6.366,1.7,0
3482,41.0,12150,Services,Self-Employed,Auto,109660,0.748,96,0.0474,634,0,0,0.72,0.9,Coastal_Low,57.55,44.7,13.39,4.02,3.26,0.311,1.52,3.52,8.43,2.518,8.268,4.818,1.112,0
3483,30.0,15760,Services,Self-Employed,Mortgage,841590,0.895,230,0.0777,700,0,0,0.412,0.9,Coastal_High,60.3,46.6,13.82,2.03,10.54,0.638,3.95,6.92,1.96,2.777,8.323,4.995,1.179,0
3484,43.0,24620,Transport,Salaried,SME,111760,0.856,95,0.0505,674,0,0,0.491,0.9,Coastal_Low,49.82,22.8,3.76,3.99,9.09,0.551,1.67,7.35,1.0,1.95,5.794,3.488,0.7,0
3485,57.0,15810,Construction,Contract,Auto,104190,0.682,48,0.051,668,0,0,0.161,0.9,Coastal_Low,47.52,60.6,7.47,3.11,9.78,0.56,3.25,3.15,6.01,2.538,8.831,5.055,1.202,1
3486,38.0,8000,Construction,Self-Employed,Auto,127210,0.705,41,0.0795,647,0,0,0.378,0.9,Inland_Hot,24.81,45.9,5.22,8.11,2.63,0.57,2.12,5.09,7.9,1.6,9.673,4.83,1.116,0
3487,47.0,17310,Construction,Salaried,Mortgage,782040,0.493,283,0.0777,697,0,0,0.303,0.9,Coastal_Low,51.85,25.6,7.57,2.16,14.83,0.582,2.5,7.66,1.98,2.235,7.233,4.234,0.89,0
3488,25.0,16460,Construction,Salaried,Mortgage,980000,0.6,276,0.091,697,0,0,0.163,0.9,Coastal_Low,57.26,37.8,8.31,2.8,10.28,0.625,2.52,6.4,1.87,2.463,6.925,4.248,0.896,0
3489,44.0,10630,Services,Self-Employed,Mortgage,476450,0.846,289,0.1044,831,0,0,0.215,0.9,Inland_Hot,27.29,64.9,1.44,8.27,1.51,0.376,2.14,4.81,2.75,1.847,5.936,3.483,0.7,0
3490,35.0,8000,Services,Contract,Mortgage,869900,0.852,257,0.0496,781,2,2,0.587,0.9,Coastal_High,72.72,38.8,11.99,4.51,17.14,0.393,2.73,4.63,4.05,3.135,7.183,4.755,1.088,0
3491,38.0,12870,Services,Salaried,Mortgage,942150,0.949,267,0.0861,726,1,0,0.272,0.9,Coastal_Low,39.3,30.0,7.59,2.99,7.34,0.602,3.32,6.66,3.88,1.812,8.787,4.602,1.03,0
3492,45.0,8000,Services,Salaried,Auto,160020,0.623,61,0.03,710,3,3,0.399,0.9,Coastal_High,76.59,23.5,13.96,4.37,13.28,0.413,2.03,9.4,9.94,2.943,11.642,6.423,1.721,1
3493,38.0,8000,Transport,Contract,SME,459570,0.707,74,0.0563,587,3,2,0.186,0.9,Coastal_High,53.78,41.6,14.97,2.76,8.21,0.943,4.36,8.85,2.33,2.514,10.369,5.656,1.43,0
3494,27.0,8740,Construction,Salaried,SME,408670,0.578,59,0.0518,558,0,0,0.478,0.9,Coastal_High,69.0,30.8,10.99,2.33,13.34,0.735,3.64,7.28,1.44,2.774,8.168,4.932,1.155,0
3495,52.0,9090,Transport,Self-Employed,Auto,106800,0.723,71,0.06,624,3,3,0.772,0.9,Inland_Hot,24.31,52.1,4.7,6.49,0.92,0.835,4.56,9.29,8.51,1.604,14.045,6.581,1.781,1
3496,28.0,21320,Manufacturing,Salaried,Mortgage,581510,0.868,224,0.0693,756,0,0,0.147,0.9,Inland_Hot,15.54,41.9,3.22,7.67,2.41,0.707,3.45,7.71,1.19,1.257,7.912,3.919,0.771,0
3497,33.0,14120,Services,Salaried,SME,280520,0.792,118,0.0494,754,0,0,0.159,0.9,Inland_Hot,29.26,52.9,8.05,8.18,2.06,0.492,1.98,4.44,1.06,1.859,5.026,3.126,0.7,0
3498,41.0,17240,Services,Salaried,SME,467060,0.659,96,0.0699,757,0,0,0.366,0.9,Coastal_High,64.62,23.8,10.54,3.23,9.41,0.538,2.83,7.94,1.1,2.467,6.918,4.247,0.895,0
3499,41.0,16300,Services,Self-Employed,Mortgage,678070,0.719,300,0.0723,694,2,1,0.285,0.9,Inland_Normal,21.71,31.8,5.68,3.28,0.0,0.353,1.87,6.34,2.66,1.182,6.052,3.13,0.7,0
3500,43.0,8110,Construction,Salaried,Auto,127300,0.552,57,0.0888,716,2,2,0.415,0.9,Inland_Hot,22.09,68.9,0.65,6.28,2.0,0.622,2.89,4.25,8.96,1.744,10.83,5.378,1.325,0
3501,41.0,11970,Services,Self-Employed,Mortgage,1391830,0.62,153,0.0598,650,0,0,0.239,0.9,Inland_Hot,35.73,65.9,7.92,6.84,2.7,0.685,3.57,10.13,1.02,2.21,8.561,4.75,1.086,0
3502,49.0,13690,Transport,Salaried,SME,319970,0.769,83,0.0705,674,0,0,0.481,0.9,Coastal_High,74.59,31.0,10.97,2.8,11.74,0.833,4.71,8.7,2.62,2.886,10.444,5.909,1.526,0
3503,44.0,14220,Services,Salaried,SME,72580,0.883,119,0.067,569,1,1,0.291,0.9,Coastal_High,59.39,26.0,3.03,3.61,14.6,0.499,3.19,7.45,1.08,2.354,6.926,4.183,0.871,0
3504,31.0,18170,Services,Salaried,Mortgage,1031930,0.723,235,0.0741,704,1,0,0.741,0.9,Coastal_High,87.69,20.4,8.17,3.01,13.38,0.399,2.06,11.22,2.37,3.041,7.63,4.877,1.134,0
3505,25.0,21720,Manufacturing,Self-Employed,SME,541690,0.931,69,0.035,673,0,0,0.163,0.9,Inland_Normal,29.44,33.6,4.18,0.67,1.14,0.911,4.33,6.6,2.12,1.362,9.447,4.596,1.028,0
3506,41.0,17390,Manufacturing,Self-Employed,Auto,198920,0.891,67,0.0855,666,0,0,0.289,0.9,Inland_Normal,21.56,38.5,0.19,4.45,0.94,0.714,3.58,5.57,10.0,1.211,12.674,5.796,1.483,0
3507,52.0,30350,Transport,Salaried,SME,610020,0.829,91,0.0445,624,0,0,0.502,0.9,Coastal_High,75.45,30.8,6.92,2.0,8.76,0.641,3.55,3.37,2.48,2.736,7.261,4.546,1.009,0
3508,30.0,17880,Services,Salaried,Auto,133160,0.729,57,0.0594,795,0,0,0.419,0.9,Coastal_High,77.1,45.8,9.24,4.6,13.58,0.49,1.99,10.56,10.0,3.208,12.232,6.818,1.871,0
3509,32.0,12110,Services,Contract,SME,145090,0.713,110,0.0671,654,0,0,0.32,0.9,Inland_Normal,31.43,35.0,4.18,5.14,1.39,0.47,2.19,8.43,1.46,1.506,6.562,3.528,0.7,0
3510,43.0,25070,Construction,Salaried,Mortgage,473820,0.584,191,0.0836,603,1,1,0.569,0.9,Inland_Hot,30.05,57.0,4.94,5.17,1.07,0.837,4.85,8.51,1.38,1.809,9.767,4.992,1.178,0
3511,44.0,9210,Manufacturing,Salaried,Mortgage,712430,0.686,259,0.0626,631,0,0,0.23,0.9,Coastal_High,81.79,35.6,13.31,4.47,9.18,0.693,3.81,6.23,3.15,3.142,8.887,5.44,1.348,0
3512,49.0,18570,Construction,Salaried,Mortgage,892740,0.486,298,0.0564,658,0,0,0.53,0.9,Coastal_Low,42.39,37.2,5.71,1.04,6.53,0.519,1.63,9.88,2.48,1.91,7.315,4.072,0.829,0
3513,53.0,14130,Construction,Contract,SME,390060,0.615,88,0.0774,603,1,1,0.28,0.9,Inland_Normal,17.74,27.7,2.09,2.66,1.18,0.527,2.69,6.93,2.95,0.971,7.583,3.616,0.7,0
3514,42.0,10640,Manufacturing,Contract,SME,573640,0.758,145,0.0936,784,0,0,0.289,0.9,Inland_Normal,12.16,26.4,5.17,2.54,1.68,0.535,3.1,13.52,2.54,0.884,9.67,4.398,0.953,0
3515,33.0,16310,Manufacturing,Salaried,SME,151630,0.726,91,0.061,588,4,3,1.0,0.9,Coastal_Low,49.93,46.6,4.72,3.89,4.98,0.858,5.0,10.23,3.7,2.225,11.863,6.08,1.591,1
3516,33.0,13380,Services,Salaried,SME,50000,0.918,92,0.0504,604,1,0,0.057,0.9,Inland_Normal,16.66,32.4,2.51,3.52,0.07,0.33,1.39,0.0,3.98,1.007,4.496,2.402,0.7,0
3517,36.0,8000,Services,Contract,Mortgage,1477070,0.549,181,0.0425,715,0,0,0.71,0.9,Coastal_High,61.71,31.6,9.22,3.17,7.01,0.448,1.71,14.24,3.74,2.425,9.228,5.146,1.236,0
3518,48.0,16150,Manufacturing,Salaried,Mortgage,1122500,0.955,283,0.0432,609,3,2,0.496,0.9,Inland_Normal,20.99,34.6,1.7,4.45,0.31,0.872,4.47,7.68,1.19,1.152,9.211,4.376,0.944,1
3519,36.0,9930,Services,Salaried,Mortgage,1172490,0.752,247,0.0691,732,0,0,0.316,0.9,Coastal_High,76.46,32.4,11.23,4.74,9.92,0.397,1.54,8.97,1.03,2.941,5.734,4.058,0.824,0
3520,48.0,15750,Transport,Salaried,Mortgage,999470,0.799,167,0.0608,581,2,1,0.166,0.9,Inland_Hot,33.48,62.7,3.21,6.34,1.91,0.532,2.3,14.05,2.42,1.985,9.099,4.831,1.117,0
3521,28.0,14260,Construction,Salaried,Mortgage,653870,0.907,275,0.0766,737,2,2,0.45,0.9,Coastal_Low,26.08,39.3,1.74,3.44,14.37,0.575,2.67,4.45,1.76,1.687,6.254,3.514,0.7,0
3522,42.0,17820,Transport,Self-Employed,Auto,140180,0.8,62,0.0595,801,2,2,0.66,0.9,Coastal_Low,49.25,29.2,9.23,2.12,12.48,0.983,5.0,12.72,9.36,2.197,16.379,7.87,2.0,0
3523,34.0,8000,Transport,Salaried,Mortgage,1298750,0.381,300,0.0349,707,3,3,0.407,0.9,Inland_Hot,19.04,55.4,4.5,8.32,2.4,0.84,4.33,5.24,2.19,1.582,8.868,4.496,0.99,0
3524,44.0,10090,Manufacturing,Salaried,Mortgage,1113600,0.967,228,0.0605,650,1,0,0.166,0.9,Coastal_Low,30.28,41.9,0.0,2.33,6.91,0.748,3.2,7.37,1.1,1.594,7.677,4.027,0.812,0
3525,38.0,15660,Manufacturing,Salaried,Mortgage,1218850,0.66,247,0.0597,649,2,2,0.435,0.9,Inland_Normal,29.55,38.2,3.05,3.46,0.88,0.788,3.66,8.54,1.0,1.447,8.459,4.252,0.897,0
3526,46.0,40000,Construction,Self-Employed,Mortgage,1325240,0.655,217,0.0674,786,0,0,0.272,0.9,Inland_Normal,11.96,28.5,3.27,4.05,0.89,0.786,4.22,9.79,2.27,0.875,10.028,4.536,1.005,0
3527,37.0,15860,Services,Self-Employed,SME,314520,0.828,115,0.0584,756,0,0,0.155,0.9,Inland_Normal,26.48,26.9,0.07,3.92,0.86,0.28,1.24,9.74,1.62,1.147,5.726,2.979,0.7,0
3528,40.0,12580,Construction,Salaried,Auto,186310,0.609,57,0.0618,695,0,0,0.143,0.9,Coastal_High,79.27,5.0,7.07,3.88,10.03,0.423,2.41,5.55,7.55,2.507,9.396,5.263,1.281,0
3529,46.0,21270,Construction,Contract,SME,363350,0.774,97,0.0534,534,2,2,0.396,0.9,Inland_Hot,14.65,42.7,7.07,5.51,3.26,0.981,5.0,2.53,2.86,1.312,9.419,4.555,1.012,0
3530,39.0,11850,Services,Salaried,Mortgage,1288920,0.469,62,0.0386,505,1,1,0.619,0.9,Inland_Hot,21.99,54.6,7.49,4.83,1.85,0.395,1.84,6.99,1.0,1.638,5.358,3.126,0.7,0
3531,40.0,17830,Manufacturing,Self-Employed,Mortgage,895950,0.71,235,0.0808,837,1,0,0.614,0.9,Inland_Normal,13.62,23.2,4.8,3.84,0.16,0.684,3.83,11.4,1.0,0.846,9.136,4.162,0.863,0
3532,46.0,15320,Transport,Salaried,Auto,111890,0.767,50,0.0469,684,0,0,0.191,0.9,Coastal_Low,35.43,37.7,3.86,3.56,13.28,0.763,4.02,11.82,9.76,1.914,14.91,7.112,1.983,0
3533,39.0,23030,Manufacturing,Salaried,Mortgage,968300,0.62,229,0.0504,622,1,0,0.253,0.9,Inland_Normal,23.65,27.5,2.58,4.48,1.34,0.899,3.58,3.34,2.91,1.155,8.312,4.018,0.808,0
3534,27.0,19540,Transport,Salaried,Mortgage,948220,0.607,199,0.097,630,0,0,0.801,0.9,Inland_Normal,17.98,25.8,5.39,4.52,1.27,1.019,4.37,13.66,3.35,1.043,12.666,5.692,1.444,0
3535,35.0,12380,Manufacturing,Salaried,Mortgage,1132130,0.837,127,0.0573,732,0,0,0.313,0.9,Coastal_Low,48.57,27.1,5.55,2.47,6.53,0.886,4.5,3.73,1.16,1.932,8.071,4.387,0.949,0
3536,25.0,8230,Manufacturing,Contract,Mortgage,983000,0.718,220,0.0523,626,0,0,0.287,0.9,Coastal_Low,28.94,22.5,4.27,4.81,10.21,0.846,3.43,6.06,1.66,1.473,8.098,4.123,0.848,0
3537,38.0,9780,Manufacturing,Self-Employed,Mortgage,936280,0.634,200,0.0814,825,0,0,0.773,0.9,Coastal_Low,27.73,40.3,4.08,4.82,16.37,1.036,5.0,11.74,3.34,1.86,12.637,6.171,1.626,0
3538,44.0,16890,Transport,Self-Employed,Mortgage,873600,0.785,278,0.0353,707,1,0,0.338,0.9,Coastal_Low,48.73,28.6,7.62,3.63,13.34,0.97,5.0,4.83,1.97,2.188,9.542,5.13,1.23,0
3539,41.0,14690,Manufacturing,Salaried,Auto,145780,0.614,44,0.03,744,1,1,0.578,0.9,Coastal_High,76.37,34.2,6.43,1.08,4.38,0.828,5.0,8.45,7.98,2.676,13.805,7.128,1.989,0
3540,51.0,15160,Services,Contract,Mortgage,862850,0.498,256,0.058,607,2,1,0.398,0.9,Coastal_Low,46.42,10.0,6.5,1.55,6.81,0.319,1.91,4.66,1.0,1.633,4.483,2.773,0.7,0
3541,50.0,16610,Transport,Salaried,Mortgage,975250,0.522,100,0.0707,695,0,0,0.38,0.9,Coastal_High,61.92,26.2,14.85,2.72,12.38,0.714,3.77,14.82,1.91,2.588,10.752,5.853,1.505,0
3542,42.0,10810,Services,Self-Employed,SME,543130,0.712,89,0.0901,577,2,2,0.362,0.9,Inland_Hot,39.93,39.8,9.36,8.02,2.16,0.326,2.24,3.84,3.58,1.957,6.071,3.603,0.7,0
3543,25.0,14390,Construction,Self-Employed,Mortgage,1224620,0.683,169,0.0761,709,2,2,0.741,0.9,Inland_Normal,28.95,30.7,2.41,2.74,0.89,0.811,3.48,8.16,1.44,1.296,8.525,4.188,0.873,0
3544,45.0,14940,Transport,Salaried,Mortgage,662000,0.681,247,0.082,631,0,0,0.372,0.9,Inland_Normal,17.72,34.7,4.09,4.25,0.49,0.768,3.46,7.02,2.46,1.122,8.651,4.133,0.852,0
3545,34.0,8440,Transport,Self-Employed,SME,692450,0.761,87,0.0752,764,0,0,0.714,0.9,Coastal_Low,35.45,21.7,9.3,5.72,3.2,0.901,4.98,6.54,2.23,1.564,9.983,4.932,1.155,0
3546,47.0,11740,Construction,Salaried,Mortgage,918190,0.474,260,0.0649,638,0,0,0.337,0.9,Inland_Hot,30.54,53.0,6.22,7.62,0.91,0.581,4.02,4.67,1.0,1.819,6.961,3.876,0.754,1
3547,43.0,17540,Services,Salaried,Mortgage,986310,0.784,188,0.0689,627,0,0,0.121,0.9,Coastal_High,60.36,34.3,9.12,0.58,10.48,0.304,1.5,6.13,1.0,2.477,4.554,3.308,0.7,0
3548,45.0,19840,Transport,Self-Employed,Auto,85790,0.63,50,0.0654,647,2,1,0.389,0.9,Inland_Normal,17.46,36.3,3.03,3.8,0.8,0.754,3.69,13.15,10.0,1.119,15.16,6.736,1.84,0
3549,44.0,10860,Transport,Salaried,Mortgage,1314050,0.726,295,0.0904,517,1,1,0.597,0.9,Coastal_Low,66.98,37.4,10.76,3.75,8.42,0.83,2.86,12.26,2.42,2.718,9.912,5.596,1.407,0
3550,59.0,18320,Construction,Salaried,Auto,105600,0.808,52,0.0628,811,0,0,0.537,0.9,Inland_Hot,18.84,53.2,7.1,5.46,1.48,0.432,2.21,10.93,6.12,1.53,10.012,4.923,1.152,0
3551,44.0,11730,Services,Salaried,SME,451170,0.89,78,0.03,619,0,0,0.416,0.9,Inland_Hot,20.87,49.2,6.5,6.11,2.49,0.481,3.02,16.08,1.26,1.544,9.438,4.702,1.068,0
3552,30.0,10550,Construction,Salaried,Mortgage,791940,0.605,281,0.0423,646,1,1,0.218,0.9,Inland_Normal,7.42,27.7,3.83,1.9,0.63,0.523,2.74,11.5,1.0,0.722,7.807,3.556,0.7,0
3553,49.0,32210,Construction,Salaried,Auto,105760,0.833,85,0.0736,690,1,0,0.325,0.9,Inland_Normal,25.12,38.2,5.09,3.44,0.55,0.906,3.52,11.14,9.32,1.368,14.468,6.608,1.792,0
